,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X002475.SZ,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X000157.SZ,X000100.SZ,X300003.SZ,X600703.SH,X002007.SZ,X600271.SH,X002236.SZ,X300142.SZ,X300124.SZ,X002179.SZ,X002008.SZ,X000625.SZ,X002241.SZ,X002506.SZ,X600183.SH,X002371.SZ,X600498.SH,X600177.SH,X600867.SH,X600487.SH,X000977.SZ,X000050.SZ,X300014.SZ,X600066.SH,X300146.SZ,X000066.SZ,X600118.SH,X600522.SH,X600372.SH,X600566.SH,X600776.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.222706272015219,0.151746215647743,0,0,0,0,0,0,0.0558084616963489,0,0,0.0427590925599592,0,0,0,0,0,0,0,0,0,0.0208679996902285,0,0,0.109400610262941,0,0,0,0,0,0,0,0,0,0,0,0,0.0158631364115012,0,0,0,0,0,0,0,0,0,0,0,0,-0.00137853164936363,0,0,0,0,0.0203199073934434,0,0
X000858.SZ,0.0888960801777066,0,0,0,0,0,0,0,0,0.25353668706856,0,0,0.117012467360068,0.0301956317616718,0,0.115174195682093,0.170445793014211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100280904865071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005961590410614,0,0,0,0,0,0,0
X000651.SZ,0,0.0392457215058234,0,0,0,0,0.104888219550173,0.158475504633069,0,0,0.0692648154329342,0,0.143656218936095,0,0.0104703678142033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073918822035794,0,0,-0.0170450869329822,0,0,0,0,0.00643146485704073,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.193879573523545,0,0.00269161356476899,1.0842021724855e-19,0,0.273358334000221,0,0,0,0,0,0.0498648379265663,0,0,0.00598753065799469,-0.0407062941639929,0,0,0,0,0,0,0,0,0,0.021080699270564,0,0,0,0.0862675252233435,0,0.00347353687171049,-0.0249538406534858,0,0,0,0.151353215635741,0,0.0757970076779804,0,0,0,0,0,0,0,0
X600104.SH,0,0,0.0717391347421714,0,0,0.021625719138415,0,0,0,0,0,0,0.00445817298633757,0,0.196201529467624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227570079379571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000942511820875699,0,0,0,0,0,0,-0.010742999201155,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.339644971193347,0,0,0,0,0,0,0,0,0,-0.0469530354616336,0,0,0.567175941877105,0,0,0,0,0,0,0,0,0,0,0,0.000106203861211785,0.138927646410422,-0.130645127168923,0,0,0,0,0,0,0,0,0,0,0,0.00694263501519454,0,0,0,0,0.0209431056574544,0,0
X002304.SZ,0,0.0730833621243168,0.197409699249229,0,0,0,0,0,0,0,0,0,0,0,0,0.152337200513089,0.101281603762231,0,0,0,0,0,0.0231453355392699,0,0,0,0,0,0,0,0,0,0.00103813387202619,0,0.0253708900025569,0,0,0,0.0263662289789355,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0668656632762648,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.039150852383708,0,0,0.235204516188727,0,0,0,0,0,0,0,0,0,0.100463802022298,0,0,0,0,0,0,0,0,0,0.0215114880569976,0,0,0,0,0,0,0,0,0.0309041170050607,0,0,0,0,0,0,0,0.245668340840029,0,0,-0.013110304531701,0,0,0,0.0546870473495844,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00747771146265739,0,0,0.13243358378137,0,0,0,0.0917260530784709,0.0764027243107925,0.370204221910946,0,0,0,0,0,0,0,0,0.0324350910423915,0,0,0,0,0,0,0.00784033498942362,0,0
X000568.SZ,0,0.343977058090304,0,0,0,0,0,0.0305443791466534,0,0,0,0,0.00459970042188513,0,0,0,0.201656564288997,0,0,0,0,0,0.048893360367089,0,0,0.0083549146141545,0.0264704049047055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113237488442474,0,0,0,0,0,0,0,0,0,-0.0188362782234624,-0.0406433207550838,0,0,0,0,0,0
