,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X003816.SZ,X000625.SZ,X000725.SZ,X002129.SZ,X600031.SH,X000596.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X002179.SZ,X000338.SZ,X600089.SH,X600703.SH,X002180.SZ,X000661.SZ,X300142.SZ,X601877.SH,X002241.SZ,X000733.SZ,X600741.SH,X000100.SZ,X002074.SZ,X600522.SH,X600702.SH,X600460.SH,X000157.SZ,X600584.SH,X600884.SH,X300003.SZ,X000800.SZ,X000799.SZ,X600487.SH,X000066.SZ,X002414.SZ,X002294.SZ,X601799.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.284503727910017,0.0225307094014463,0,0.253373205951874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044583458344169,0,0,0,0,-0.0139689614949461,0,0,0,0.0392610119718724,-0.0154210341082661,0,0,0,0,0,0,0,0,0,0,0,0.036930079854609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0690921709653765,0,0,0,0.512176521475246,0,0,0,0.190995970843336,0,0,0,0,0,0,0,0,0,0,0.0101510318389252,0,0,0,0,0,0,0.0184885540357516,0.0683182311959503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0846774675335964,0,0,0,0,-0.0173202398272199,0.000596895276141268,0,0,0,0,0,0
X600809.SH,0.22843479832681,0,0,0,0.531577691466881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101160562194408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444692263977973,-0.00236683556354705,0,0,0,0,0,0,0,0,0,0,-0.0446557975661079,0,0,0.00617065468888657,2.16840434497101e-19,-0.0893131237125211,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0455202490147557,0.0418634517659337,0,0,0,0,0,0,0,0,0.0823632052125572,0,0,0,0,0.0284306364334319,0,0,0,0,0,0,0,0,0,0,0.0865538506082083,0,0,0,0,0,0,0,0,0,0,0,0,0.108719664411881,0,0,0.106824239313984,0.0657757799890915,0,0.196684531988003,0,-0.000968058444378087,0,0,0,0,0,0,0
X000568.SZ,0.384143985190875,0.211485949142755,0.673943849254678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002099734822761,0,0,0,0,0,0,0,0,0,0.00559178893913568,0,0,0,0,0,0,0,0,0.0395027389333549,0,0,0,0,0,0,-0.021419276081459,0.0112270598882947,0,0,0,0,0,0
X600276.SH,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107615125480783,0,0,1.73472347597681e-18,0,0,0,0,-0.032938462835036,0,0,0,0,0,0.150037580717384,0,0,-0.118829572829998,0,0,0.0952678065087087,0,0.027676581715636,0,-0.0148864095724817,0,0,0,0,0,0,0
X600690.SH,0.0735964808351934,0,0,0,0.170534948894282,0,0,0,0,0,0.155966251577095,0,0,0,0,0,0.114929889309724,0,0,0,0,0,0,0,0,0,-0.0507473010538942,0,0,0,0,0,0,0,0,0.0354822970535831,0,0,0,0,0,0,0,0,0,0,0,0.00998823457552461,0,0,0,-0.0117511246270327,-0.0347797334474957,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0638170448283186,0,0,0.160740274818136,0,0,0,0,0,0,0.0461901426404887,0,0,0,0,0,0,0,0.2234490544177,0,0,0.246331886666055,0,0,0,0,0,0.0082665172586099,0,0,0,0,0,0,0,-0.112459115662543,0,0.0810262307711707,0,0,0,0,-0.00963789109230069,0,0,0,0,0,0,0
X002304.SZ,0.0892444986947485,0.455584482476255,0,0.0314576392395112,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618381927978423,0,0,0,0,0,0,0,-0.0101483766450292,0,-0.123216810406782,0,0.0329569182780252,0,0,-0.0110491804901804,-0.0268328474332689,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0.230503050907235,0,0,0,0,0.016071924160419,0,0.00610319550144286,0,0,0,0,-0.122514307600588,0,0,0,0,0,0,0,0,0,0.0270762043382339,0,0,0,0,0.140919518100555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057924233401751,0,0,0.0128484585670985,0,0,0,0,0,0,0
