,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600031.SH,X000568.SZ,X600066.SH,X002241.SZ,X002475.SZ,X002456.SZ,X000338.SZ,X002236.SZ,X600271.SH,X002085.SZ,X600118.SH,X000157.SZ,X600177.SH,X002292.SZ,X000559.SZ,X600867.SH,X600372.SH,X002007.SZ,X300003.SZ,X300124.SZ,X002294.SZ,X002180.SZ,X002074.SZ,X002506.SZ,X600498.SH,X600089.SH,X601877.SH,X002426.SZ,X600522.SH,X002508.SZ,X002465.SZ,X000550.SZ,X000050.SZ,X000981.SZ,X000869.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.121110110204893,0,0,0.0957090374581943,0,0,0.00511599689456995,0,0,0,0,0,0,0.0511278231307369,0,0.113747469485663,0.0300507327505362,0,0,0,0,0.0132624582519801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099103916052471,0,0,-0.0522137240601572,0.150610472308955,0,0,0,0,0,0,-0.0208291570310097,0,0.02246711680848,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459072498906177,0,0,0,0,0,-0.0278600915298514,0,0,0.113204562060609,0.0613070614511349,0,0,0,0,0,0.0681954226417011,0,0,0,0,0.0815133971911366,0,0,0,0,0,0,-0.0560732588031168,0,0.10815757759984,0,0,0,0.0443979440961969,0.0415882873838756,0,0,0,0,0,0
X002415.SZ,0,0,0,-0.0172520568920291,0,0,0,-0.00478377968049431,0,0,0,0,0,0.130580672390848,0,0,0.0121028081961495,0,0,0.098369132177851,0,0,0,0,0.0667539641953164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691917005367417,0.0105988018408501,0.483758733575992,0,0,0,0.0765490826665431,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162812758447622,0.0104632586316334,0,0,0,0,0,0,0,0,0,0,0,0,0.0266603387299994,0,0,0,0.172810236560143,0.0936693514293944,0,0,0.0972396016427887,0.0835635231443746,0,0,0,0,0,-0.0581845505968426,0.0875888858310664,-0.173571341965598,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0978994321962633,0,0,0,0.129932775165787,0,0,0,0,0.0476660072362252,0,0,0,0,0,0,0,0,0,0.11355223153336,0.0769439797379424,0,0.0608834327452703,0,0,0.177307360888679,0,0,0,0,0,0.0604896276246626,0,0,0,0,0,0,0,0,0,0.0068516717389991,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231773253329647,0,-0.0169719479159384,0,0,0,0,0,0,0,0,0,0,0,0.0335342183792774,0.0901642563085116,0,0.12505426816162,0,0,0,0.108558662858881,0,0,0,0,-0.00287103770447127,0,0,0,0.152417622974117,0,-0.0108360974967476,-0.0291741609966039,0,0,0,0,0,0
X002304.SZ,0.330970897808076,0,0,-0.00482036974038301,0.113017563865966,0,0,-0.0115629040405685,0,0,0,0.0480413301132747,0,0,0.0816027527092517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130980446287311,0,0,0,0,0,0.189972837295049,0,0,-0.0100877311628062,-0.00796617786469953,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0227348440440922,0,0,0,0,0,0,0,0,0.0731306992847209,0,0,0,0,0.0839402977121997,0,0,0,0.0361475744111129,0,0,0,0,0,0.0504133915635464,0,0,0,0,0,0,0,0,0.0759933593396524,0,0,0,0,0,0,0.139103634397607,0,0.0125491496830805,0,0,0,-0.0101443765799649,-0.0228087389570161,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0668166822916264,0,0,0,0,0,0,0,0,0,0,0,0.0995539134778878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00679596299627565,0.168172568754129,0.026302724269741,0,0,0,0,0.040677211153575,0,0,0,0.0182509051510971,0,0,0,0,0,0,0
X000063.SZ,0,0,0.00655942715794886,0,0,0,0,0.0395197562646038,0,0,0.022049718554344,0,0,0.162730360617742,0.0631040224939191,0,0.0827512571777034,0,0,0.163807588270634,0,0.0229759551553422,0,0,0,0,0,0.0370564498443575,0.0139380019019478,0,0,0,0,0,0,0,0,0.060695101225725,0,0,0,0.0563888608812152,0,0,4.33680868994202e-19,0,0,0,0,0.0378265417881851,0,0,0,0,0,0,0,0
