,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X000338.SZ,X600690.SH,X600703.SH,X600741.SH,X600809.SH,X000661.SZ,X002241.SZ,X000596.SZ,X300003.SZ,X000100.SZ,X600183.SH,X002236.SZ,X601877.SH,X000066.SZ,X300014.SZ,X300124.SZ,X000157.SZ,X300142.SZ,X002007.SZ,X002371.SZ,X300136.SZ,X002179.SZ,X000977.SZ,X600271.SH,X002463.SZ,X002008.SZ,X002456.SZ,X000625.SZ,X600584.SH,X002180.SZ,X600177.SH,X002506.SZ,X000050.SZ,X600066.SH,X600498.SH,X002049.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.188064980755035,0,0,0,0,0.068729606727849,0,0,0,0,0,0.338589088375154,0,0,0,0,0.0929890998989915,0,0,0.0179986242710669,0.0394129205002273,-0.00773232281106443,0,0,0,0,-0.070346612727234,0,0,0,0,0,0.010407123196296,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.00241354242760125,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.078048255833667,0,0,0,0,0,0.528402580411407,0,0,0.0151157462360081,0,0,0,0,0.0172067869630061,0.0123177426565177,0,0,0.00211699305601808,0,0.000315113166258804,0,0,0,0,0,0.0221096126196774,0,0,0.0332297519283486,0,0,0,0.0269428078175202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00748410901295799,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445550160796949,-0.0267594035732162,0,0,0.0925961713601677,-0.0337755806165207,0.0910103125684082,0,0,0,0,0,0,-0.00328491899289018,0,0,0,0,0,0,0,0,0,-0.124088976731743,0,0,-0.0472906717239397,0,0,0,0,0,0,0,0,0.277236344282611,0,0,-0.000339716545794317,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708340260431527,0.385973619527906,0.0170404336038309,0.0477005122487041,0.00349016463416875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208277010985131,0,0.0115607437623764,0,0,0,0,0,0,0,0,0,0,0.0203896868737551,-0.00868193039013921,0,0,0,0,0,0
X002415.SZ,0,0.0346224632639767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480227261497449,0,0,0.0537965362927821,0,0,0.569281105819036,0,0,0,0,0,0,0,0.0301388556072242,0,0,0.0184065279792727,0,0,0,-0.0311883150764904,0,0,0,0,0,0,0,0,0,0,0,0.0282100060528809,-0.0464714977751176,0,0,0,-0.0168289961734331,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0115373274040294,0,0,0,0.0449422604388334,0.154563232871716,0,0,0,0,0,0,0,0,0,-0.00141597830227841,0.00697612016289928,0,0,0,0,-0.0117967647218762,0,0,0,0,0.0962546276532229,0,0,0,0,-0.022267662007627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0.146419966049548,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506058184878778,0,0.0547712654776443,0,0.0630526496574947,0,0,0,0,0,0,0.169117173103096,0,0,0,0,0,0,0.0533790835807341,0,-0.0458175235411863,0,0,0.362496362095196,0.043884795571924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113640198883094,0.0430647986268465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115304825085522,0.075112367195883,0,0,0,0.024324270451365,0,0,0,0,0.0590633957726976,0,0,0.257030808845647,0,0,0,0,0,0.0656760739472871,0,0,0,0,0,0,0
X002304.SZ,0,0.182033956093326,0.0380612561498301,0.00170491263774226,0,0,0,0.081377401771347,0,0,0,0,0,0,0,0.034338305298323,0,0,0,0,0.163650611818364,0,0,0.0130271953887199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441121002335301,0,0,0,0.00547853656701504,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443952855876572,0,0.017490032501497,0,0,0,0,0,0,0.0352086022173265,0,0,0,0.0282168535577651,0,0,0,0,0,0,0.0352960853868712,0,0,0,0.0266206084622895,0,0,0,0.0802847890916872,0,0,0,0.13926924194097,0,0,0.048549432352863,0,0,0,0.0182287210730743,0,0,0,0,0,0
X000063.SZ,0,-6.93889390390723e-18,0,0,0,0,0.0377215064519658,0.165321511605326,0,0,0,0,0.148625703433254,0,0,0.150592393280062,0,0,0,0,0,0,0,0.0372961324086788,0,0,0,0.0317976902045306,0,0,0,0,0,0.127664396868088,0,0,0,0,0,0,0,0.00867133824148485,0,0,0,0,0,0,0.000893591795707439,0,0,0,8.56419265332425e-06,0,0,0,-0.0562048265558799,0,0
X600031.SH,0,0,0,0,0,0,0.0955928049218587,0,0,0,0,0,0,0.231921738060964,0,0,0,0.1796913719616,0,0,0.0369784369371828,0.0258431560111633,0,0,0,0,0,0.0246317923611387,0,0,0,0,-0.0417589313731467,0,0,0,0,0,0,0,0,0,0.016412241923128,0,0,0,0,0,0,0,0,-0.0170449843208147,0.00250498614791205,0,0,0,0,0,0
X000568.SZ,0.261151767887691,0.434693517184629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889184256273794,0.0208041170765858,0,0,0,0,0,0,0,0.0269673922536784,0,-0.00377466901761955,0,0,0,0,0,0,0,0,0,-0.0377948834744452,-0.011580487818566,0,0,0,0,0,0,0,0,0.0119313110716707,0.0592816890040318,0,0,0.0176649753911603,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.010702288180475,0,0,0,0,0.216565813611226,0,0,0,0,0,0,0,0,0,0,0,-0.0191458799292829,0,0,0.0968969339146747,0,0,0,0,0,0,0,0,0.0618065810266548,0,0.0293564714442478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068057798487827,0,0,0,-1.0842021724855e-19,0,0
X600690.SH,0,0,0.0809853421985495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162908571535943,-0.06662865620472,-1.0842021724855e-19,0.108122419143487,0,0.151789466446983,0,0,0,0,0,0,0,0,-0.0279326873745041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692861698949989,0,0,0.0120677709454054,-0.0099438126869373,0,0,0,0.00369838920076146,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.241248141026196,0,0,0,0,0.0758130045457721,0,0.079109286020522,0,0.349680600844811,0,0,0,0.112317952684096,0,0,0,0.144574073794114,0,0,-0.0264050004134528,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.13969628206376,0,0,0,0,0,0,0,0,0,0,-0.103404843595437,0,0,0,0,0,0,0,0,0.110643771817341,0.102424766893199,0,0,0,0,0,0.000316709578861263,0,0,0,0.00620885957860534,0.00978736755629496,0,0.16110186886621,0,0,0,0,0.0327302874380143,0,0,0,0,0,0.0100767955980768,0,0,0,0,0,0,0
X600809.SH,0,0.474586755952298,0,0.0416941095482956,0,0,0.0340895285816345,0,0,0,0,0,0,0,0,0,0,0,0.0636684839964015,0.0355208194204369,0,0.0191231868480211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03043534081381,-0.0014248831822053,0,0,0,0,0,0
X000661.SZ,0.236827295515157,0,0,0.194130391265569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100309222964801,0,0.0879093398532234,0,0.110849672899407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397382120453087,0,0,0,0,0,0,0,0,-0.0228463821140116,-0.0660018591895707,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.120476609003559,0,0,0,-0.0840110296401921,0,0,0,0,0.181987404304099,0,0.263843786584667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134057874755669,0.0648605704565662,0.19195309870184,0,0.166357149952062,0,8.67361737988404e-19,8.67361737988404e-19,0.0703789695520169,0,0,0,0,0,0,0,0,0,0,0,-0.0715566241390362,0.00304558368237669,0,0,0,-0.00283671186162902,0,0
X000596.SZ,0.188307983178819,0,0,0,0,0,0,0,0,0,0,0,0.124452777009135,0,0.0787575957205115,0,0,0.162190392056079,0,0,0,0.0931888775501615,0,0,0,0,0,0,0,0.0884712106168914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344728964630457,0.00273155073203547,0,0,0,0,0,0
X300003.SZ,0,0,0,0.199625898221524,0,0,0,0,0,0,0.171063187664383,0,0,0,0,0,0,0.0734202567706923,0.139853774362832,0,0.0442907614459372,0,0,-0.0976575614489926,0,0,0,0.00364391361248269,0,0,0,0,0.140355984264124,0,0,0.143014151099975,0,0,0,-0.0139979446400888,0,0,0.0263965427052048,0,0,0,0.0305347308998589,0.0273168599487491,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413522235367165,0,0,0,0,0,0,0.0474155917263675,0,0,0,0.0277512948351714,0,0,0.0358128443431538,0,0,0,0,0.423324379786114,0,0,0,0,0,-0.0373085337265345,0,0,0,0,0,0,0
X600183.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227696987345128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604301454347171,0,0.302887868742299,0,0.100699091528071,0,0.149754083672201,-0.305733469830165,0,0,0,0,0,0.147617998175374,0,0,-0.0274730235288573,0.0267507164114895,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.460711762305118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066015790892818,0.0120924171751958,0,0,0,0,0,0,0,0,0,0.0493265479724992,0,0,0.0712939677554637,0.0523867942265977,0.0371389870989716,0,0,0,0,0.104156085040373,0,0,0,0,-0.0348055499694193,0,0,0,-0.0371504639326393,0,0
