,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X002241.SZ,X000596.SZ,X600703.SH,X002007.SZ,X000157.SZ,X000100.SZ,X002236.SZ,X300003.SZ,X601877.SH,X002463.SZ,X300142.SZ,X002179.SZ,X300124.SZ,X600271.SH,X002008.SZ,X000625.SZ,X000066.SZ,X300136.SZ,X002129.SZ,X600867.SH,X000977.SZ,X002506.SZ,X600177.SH,X300014.SZ,X002456.SZ,X600498.SH,X002049.SZ,X002180.SZ,X002371.SZ,X600066.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.124152155790605,0,0,0,0,0,0.012945672603341,-4.33680868994202e-19,0,0,0.314939718780463,0,0,0,0,0,0,0,0.0754935536887886,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537811393158817,0,0,0,0,0,0,0,0,-0.0578904850293238,0,0,0,0,0,0,0,0,0.00806298094733757,0,0,0,0,2.16840434497101e-19,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.112330298999284,0,0,0.342038453338705,0,0,0,0,0.011296513606203,0,0.0044330757688381,0,0.061954664229424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419055450228826,0,0,0,0.00706356329951569,0,0,0,-0.00244904626975555,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.117294783107614,0,0,0.221556730187304,0,0,0,0.0795766782741564,0,0.0349602330205565,0,0,0.0658131307839479,0,0,0,0,0,0,0,-0.011729648960034,0,0,0,0,0,0,0,0,0,0.023492743955748,0,0.0175319300725542,0,-0.0310585286369054,0,0,0,0,0,0,0,0,0,-0.0157257479159796,0,0,0,0.0164190655920922,0,0
X000651.SZ,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.236240423549361,0,-0.0562279220022255,0,0,0,0.252396590594308,0.0249976895640263,0,0.0131214454898021,0,0.115525168400674,-0.0327782609320733,0,0,0.060706579668554,0,0,0,0.131437529562355,-0.010147246175973,0.0172205869077628,0,0,0,0,0,0,0,0,-0.0682791326207251,0,0,0,0,-0.00676858115915048,0,0,0,0,0.0131908827646726,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520444437457271,0,0,0,0,0,0,0,0,0,0.530761559538633,0,0.0965327441917706,-0.00884727630536595,0,0,0.14964622986025,0,0,0,0,0,0.0104547366881743,0,0,0,0,0,-0.0233671663555722,0,0,0.0119843386474324,0,0,0,0,0,0,0,0,0,-0.0218316748258955,0,0
X600104.SH,0,0,0,0,0,0,0.0439514390625163,0,0,0,0,0,0,0,0,0.215924716496194,0,0,-0.0427821236051338,0,0,0,0,0,0,0,0,0.141430656492895,0,0,0,0,0,0.0336970467259024,0.117432767325059,0,0,0,-0.0298530216241197,0.014280168995379,0,0,0,0,0,0,0,0,0,0,0,-0.00714628346056454,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0336627184415722,0,0,0,0.148557739631808,0,0
X002304.SZ,0,0,0.0165671410997628,0,0,0,0.0879782251480652,0,0,0,0,0.230073360595223,0,0,0,0,0,0,0,0.0627475537997844,0.107980668495165,0,0,0,0,0,0,0,0,0,0,0,0,0.132319796295355,0,0,0,-0.0284262284207632,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00941175650656895,0.0262075932987235,0,0,0,-0.00421252956246525,0,0
X002475.SZ,0,0.123762994563032,0,0,0,0,0,0,0,0.0677005341478817,0,0,0,0,0,0.0463542247519975,0,0,0.0140965046667631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157586315153306,0,0,0.0589551324672621,0,0,0,0,0,0,0.133657595582542,0,0.0878398536883803,0,0,0,0,0,0.0172063754452025,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.206650697730943,0,0,0,0,0,0,0,0,0,0,0,0.0835829863884354,0,0,0.0578455029104779,0,0.241096067966469,0,0,0,0,0,0,0,0,0,0,0.00908516408890745,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0405535524050144,0,0,0,0,0,0,0,0,0.0105212237620425,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744347518918555,0,0.0394993862851174,0,0,0,0.0317596227565464,0,0,0,0,0,0,0,0,0,0,0,0.00491738359468274,0,0,0,0,0,0,0,0.149931786660647,0.03267575324622,0,0,0,0,-0.0439834505676577,0.0665744650408189,0,0,0,0,0,0
X000568.SZ,0,0.546384525002833,0,0,0,0,0,0.157736105672962,0,0,0,0,0.0240199126092603,0,0,0,0,0.0508672722962205,0,-0.0123941725773934,0.174352721388148,-0.0554044103167023,0.0764837827254217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.00316404293465035,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.05987873282076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211864359544802,0,0,0,0,0.0122808654343475,0.0314015806244724,0.0969345994828731,0,0,0,0,0,0,0,0,0.0336992338056179,0,0,0,0,0,0,0,-0.0462433271846836,0,0,0,0.0241053270200663,0,0,0,0,-0.0212657594395128,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138629840266871,0.0052990657614649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118220352195052,0,0,-0.0127039120212011,0,-0.103942331058713,0,0,0,0,0,0.128892179970429,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.0525508146960464,0,0,0,0,6.93889390390723e-18,0,0,0.0916210421880798,0,0,0,0,0.0610857225382086,0,0,0.058423023662835,0,0,0.00670623010156958,0,0,0,0,0,0,0,0.0522585268803408,0,0,0,0,0.0781250605991953,0,0,0,0,0,0,0.065355724019889,0.086901233992821,0.018611146070156,0,0,0,0.0623742205554849,0,0,0,-2.16840434497101e-19,0,0
X600741.SH,0,0,0,0,0,0.177921104601183,0,0,0,0,0,0,0.0819245108220697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853442991509741,0,0,0,0,0,0.0016834153838383,0,0.0307486443980405,0,0,0,0,0,0.0504210419134181,0,0,0.068662451562615,0,0,0,0,0,0.0168160487462525,0,0,0,0,-0.00419792733283965,0,0
X600809.SH,0,0.490528727496593,0,0,0,0,0,0,0,0.0128844981200664,0,0,0,0,0,0,0,0,0,0,0.097720260261234,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.0277631137578389,0,0,0,0,0,0,0,0,0,0.0507237916375557,0,0,0,0,0,0,0,0.00131932950829056,0,0,0,0,0,0,0
X000661.SZ,0,0,0.217684753137929,0,0,0,0,0,0,0.00454993167278927,0,0.158472885117261,0,0,0,0,0,0,0.041046491473454,0,0,0,0.0279272962898771,0,0,0,0,0,0,0,0,0,0,0.0147236150863125,-0.0419707545744114,0,0,0,-0.0152488672563998,0,0,0,0,0.0607058044157211,0,-0.0196194980835921,0,0,0,0,0,0.0124364019638264,0,0,-0.175526839881287,0,-0.030923591243811,0,0
X600183.SH,0,0,0,0,0,0,-0.106603587667469,0,0,0,0,0,0,0,0,0,0,0,0,0.110437856543551,0,0.0508230149629766,0,0,0,0,0,0,0.240503637758765,0,0,0,0,0,0,0.09455156099586,0,0,0,0.0132999039984264,0,0,0.0477742954360956,0.248778964791743,0,0,0,0.0611527695725636,0,0,0,0.0128346924528907,0,0,0,0,0.0517952612064952,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215041912057764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192694553382761,0,0,0,0,0,0,0.0358521432397313,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0
X000596.SZ,0,0,0,0,0,0,0,0.249919634851496,0,0,0,0,0,0,0,0,0.0551337625417189,0,0.1678322559886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237140617255925,-0.140718179431851,0,0,0,0.0368564332735403,0.0619641771919697,0,0,0,0,0,0,0,0,0,0,0,0.0237422243165322,0,0,0,0,-0.00215506882387606,0,0
X600703.SH,0,0,0,0,0,0,0.0459946049256323,0,0,0,0,0,-0.217089214777029,0,0,-0.143483189461777,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0941655345626597,0,0.112751585377593,0.0990015070723056,0,0,0,0,0,-0.0100601897141484,0.0829738601462223,0,0.39757687320713,0,0,0,0.502410427609085,0,0,-0.0159936821304143,0,0,0,0,0,0
