,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000725.SZ,X000625.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X600703.SH,X000100.SZ,X002049.SZ,X002236.SZ,X600089.SH,X600372.SH,X600741.SH,X002241.SZ,X000157.SZ,X000661.SZ,X600584.SH,X000977.SZ,X601877.SH,X600522.SH,X601799.SH,X002463.SZ,X002007.SZ,X600702.SH,X000800.SZ,X002074.SZ,X000733.SZ,X300142.SZ,X002028.SZ,X002180.SZ,X600183.SH,X600460.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0270282863545897,0,0.250581164029808,0,0,0,0,0,0.166555111956265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597006965636543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00921350660123969,0.000162020656249204,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.164830960579968,0,0,0,0,0,0.183074288932938,0,0,0,0,0,0.0664328714546154,0,0,0,0,0,0,0,0,0,0,-0.0140433071600951,0,0,0,-0.0213532793636215,0,0,0,0.0343798924449461,0,0,0,0,0,0.0740007677676661,0,0,0,0,0.0415862055461353,0,0,0.123276144712713,0,0,-0.00267045802705904,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115559758276541,0,0,0.214293306655888,0,0,0,0,0,0.0278777619550948,0,0,0,0,0,0,0,0.0774341053235019,0,0,0,0,0,0.0722481381036918,0,0,0,0,0,0,0,0,0,0,-0.00220377332607438,0,0,0,0,0,0,0
X000568.SZ,0.288811604901586,0,0,0,0.0841193491373594,0.00618740072272012,0,0,0,0,0,0,0,0,0,0,0.31493162177829,0.0186568359778173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319545557224827,0,0,0,0,0,0.0365495523909814,0,0.140973806408542,0,0,0,0,0,0,0,0,0,0,0.021354286362334,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.396721634694085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127872123862925,0,0,0.0208513095519529,0.0919756970526311,0,0,0,-0.0641845655654905,0,0,0,0.0132312557964753,0,0.217528519923672,0,0,0,0,0,-0.0989537731562699,0,0,0,0,0.00276114783909268,0,0,0,0,0,0,0
X600276.SH,0,0,-0.405361988979717,0,0,0,0,0,0,0,0.0428016257269655,0,0,0.000469199278269246,0,-0.1176387691896,0,-0.110819673475291,0,0,0,0.00404147418194389,0,0,0,0,0,0,0,0,0,0,0.490339196329606,0.136052792382492,0,0,0,0.0595072897750479,0.010775761498631,0,0,0,0,0,0.0786054591049353,0,0,0,0,0,0,-0.0460682235462627,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102239090803501,0,0.116588681159605,0,0,0,0,0,0,0,0,0,0,0.0454679948438397,0,0,0,0.164216678874623,0,0,0.0120722275016415,0.0121218485693297,0,0,0,0.14590382341886,0,0,0,0,0,0.108344758816222,0,0.11634426355289,0,0,0,0,-0.06259666609197,0.0694505897505698,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.0489404810308611,0.00506767019783469,0,0,0,0,0,0,0,0,0.188054616048204,0.0710110574675411,0,0,0,0,0,0.0845864777697624,0,0,0,0,-0.0142227379924603,0.0392119344171185,0,0,0,0,0,0,0,0,0.0322333810715251,0,0,-0.024583483758572,0,0,0,0.011480032266339,0.152773760097398,-0.0767172858965025,0,0,0.0149410327874983,0,0,0,0,0,0
X000651.SZ,0,0.0279004701944964,0,0,0,0,0.167523792491443,0,0,0,0,0,0,0,0,0,0,0,0.165453255451052,0,0,0.0343150039710698,0,-0.0078536756427931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106265315448196,0,0,0,-0.0981981785073804,-0.0583183617136424,0,0.0146297341753328,-0.0465289954873543,0,0,0,0,0,0
X002304.SZ,0,0.51019835220599,0,0.100743095515742,0.0238885838732527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104222045309626,0,0,0,0,0,0,0,0,0,0,0.0233499234782061,0,0,0,-0.102810207997644,0,0,0,0,0,0,0.0153545065032885,0,0,0,0.0738054000220245,0,0,0,0,0,0,0,0,-0.070898246530551,0,0,0,0,0
