,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X600104.SH,X000651.SZ,X002129.SZ,X300014.SZ,X000625.SZ,X300124.SZ,X600031.SH,X000725.SZ,X003816.SZ,X002371.SZ,X000596.SZ,X002049.SZ,X000063.SZ,X002241.SZ,X600089.SH,X000338.SZ,X600703.SH,X002179.SZ,X000661.SZ,X600522.SH,X300142.SZ,X601877.SH,X002074.SZ,X002180.SZ,X000733.SZ,X600741.SH,X600460.SH,X600884.SH,X600702.SH,X000100.SZ,X000799.SZ,X000157.SZ,X002236.SZ,X002176.SZ,X601799.SH,X600584.SH,X600563.SH,X600779.SH,X002007.SZ,X000800.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0533204540834446,0.0282040291846616,0.131605209664195,0,0,0,0,0.029044193311724,0,0,0,0,0,0,0,0,0,0.016211332080142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119965565404989,0,0,0,0,0,0,0.0746418343965149,0,0,0.00109359686258794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.48141696439521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254619160978305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692308251116402,0,0,0.104998604313583,0,0,0.00609190429914667,0,0,0,0.164089522663577,0,0,0,0,0.00711487966071444,0.0402022470878938,0,0,0,0.00894649791249338,0,0
X600809.SH,0.219253817848112,0.0608481548939708,0,0,0.10290460282323,0.103583983367797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207025708470994,0,0.0724854700735586,0,0,0,0,0,0.372995372985547,0,0,0,0,0,0,0,0.0562390336346459,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.276432697532678,0,0,0,0.129432068404348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466983224497189,0,0,0,0,0,0,-0.0201931905226047,0,0,0.0220586136084169,0,0,0,0,0,0,0,0.308615234575918,0,0.0896615630627724,0,0,0,0,0,0,0,-0.0811349655134907,0,0,0,-0.00573864679871065,0,0,0,0,-0.0290113520795089,0,0
X002415.SZ,0,0,0.102555934615923,0,0,0,0,0,0,0,0,0.0294883615752783,0,-0.160672215585413,0,0,0,0,0,0,0,0,0.0734298790747078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857258661177767,0,0,0,0,0,0,0,0,0,0.0399379238286558,0.0512770083529476,0,0,0,0,0,0
X002304.SZ,0,0.0177498262176746,0,0.123717923824287,0,0,0.00281730478990944,0.04701817616528,0,0,0,0,0,0,0,0,0,0,0.0687020045808345,0,0,0,0.0259052360604832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27518004980059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143996608766054,0,0,0,0,0,0,0,0,0,0,0,0.263770643317573,0,0,0,0,0,0,0,0,0,0,0,0.103803215360751,0,0,0,0,0,0,0,0.0119426896073861,0.241690667020723,0,0,0,0,0.0359744174418955,0,0,0,0,0,0,0
X600690.SH,0,0,0.127361865895294,0,0,0,0,0,0,0,0.167811506924585,0,0,-0.00459505505927314,0,0,0,0,0,0,0,0,0,-0.0299445356635701,0,0,0,0,0,0,0,0,-0.0459570554576025,0,0,0,0,0.163743648200846,0,0,0,0,0,0,0,0,0,0,0,0.155931424188549,0,-0.0154187288532523,-0.0206425633109608,0,0,0,-0.0821298437176877,0,0
X002475.SZ,0,0,0,0,0.0922251262724449,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.199560154478992,0,0,0,0.196677204672617,0,0,0.119227754585521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131030499849614,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113781991340337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284918793491741,0,0,0.177712998240884,0,0,0,0,0,0,0,0,0.0563023989504069,0,0,0,0,0.06510677703103,0,0,0,0,0,0,0,0.0105458631415131,0,0
X000651.SZ,0,0,0,0,0,0.0547529483066962,0,0.0103607277937808,0,0,0,0,0,0,0,0.148976071746026,0,0,0,0,0,0,0.0259466808099437,0,0.00874592212316427,0.0327218965262366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587127620814387,0,0,0,0,0,0.0220317984336258,0.0848040727082395,0,0,0.0643695935646831,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0142110716339122,0.01551695005329,0.0635460180706617,0,0,0,0.110297796018085,0,0,0,0,0,0,0.0413730409394993,0,0,0,-0.0520305632868332,0,0,0,0,0,0,0.299501552925863,0,0,0,0,0,0.106260630845646,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0196312270001034,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363902826900941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140507608425382,0,0.0779521712732533,0.372538882878239,0,0,0,0,0,0,0,0,0,0,0.0774404079674446,0.148293206337722,0,0.012451033030155,0,0,0.00549206880099706,0.139453635053856,0,-0.0299787829505455,-0.036325983276675,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.140730517319936,0,0,0,0,0,0,0,0,0,-0.259795246319125,0.0460658760846934,0,0,0,0.212392169685294,0,0,0,0,0,0,0,0,0,0.352444687990429,0,0.342659093541052,0,0,0,0,0,0.000673054568272012,0,0,0,-0.161830783070671,0,0.296183385733789,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.0773343297359662,0,0,0,0,0,0,0.0419291790039265,0.0327456106046857,0,0,0,0,0,0,0,0,0,0,0.286844633831139,0,0,0,0,0.0625960741246985,0,0,0.229798511312784,0,0,0,0,0,0.0602200941506053,0,0,0,0,0,0,0,0.00562307773743557,0,0,0,0,0,0,0,0,0,0,0.0572191689359622,0,0
X600031.SH,0,0,0,0,0,0,0.0722705905543128,0,0,0,0,0,0,0.092414876829726,0,0,0,0,0,0,0,0,0.0137774150677764,0,5.42101086242752e-20,0,0,0,0,0,0,0.00996116392642332,0,0,0,0,0.0314047575694587,0,0,0.0388638599533069,0.519680791616746,0,0,0,0,0,0.0547133668460427,0,0,0.0319705191802085,0,0.0129869141604783,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0490942595789458,0,0.0540720117820164,0,0,0,0,0,0.0397560264561479,0,0,0,0,0,0.0623327386478809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685252819711015,0.0316014467337671,0.20611924524797,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0181199117911505,-0.0519587068398947,0,0.0754213088701616,0,0,0,0,0,0,0,0,0,0,0.0445042945188908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196176762940558,0,0,0,0,0,0,0.00803559596313843,0.0217504775789523,0,0,0,-0.0305133992632281,0,0
X002371.SZ,0,0,0,0.0396116105885231,0,0,0,0,0.147065317015567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138915052875179,0,0,0.372199056127897,0,0,0.0464550041629559,-0.0277591099635066,0,0,0,-0.105266023868136,0,0.427383881736912,0,0.123144152390583,0,0,0,0,0,0,0,0,0,0,-0.0867063166970806,0,0,-0.0532720934538765,0.0421623482615202,0,0,0,-0.074858753304211,0,0
X000596.SZ,0,0.140086619731296,0.220206695484214,0,0,0,0.150807743562904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.101844501569947,0,0,0,0,0,0.0576252513634244,0,0.0368789197150875,0,0,0,0,0,-0.0326377384689419,0.100168224747383,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0.0841687524933934,0,0,0,0,0,0,0,0,0.121443828336655,0,0,0,0,0,0,0,0,0.0512521912598341,0,0,0,0,0,0,0,0,0.078664313873387,0,0.212741052808087,0,0,0,0,0,0,0,0,0.197841448220194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0101495876563438,0,0,0,0.117428389067639,0,0,0,0,0,0,0,0.0202558790675086,0,0.0126446370222729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165002697635095,0,0,0,0,0.0909938250282631,0,0,0.092471352861381,0,0,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.268718879235022,0,0,0,0,0,0,0.0909862475154601,0,0,0.259777265093957,0,0,0,0,0,0,0,0,0.163841677241702,0,0,0,0.0369336717313387,0,0,0,0.102301576798359,0,0.0072297614457926,0,0,0,0,0.0401711672579843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278787763781965,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285967546999448,0,0,0,0,0,0,0.0424816162699751,0,0,0,0,0,0,0,0.0430422572203402,0,0,0.05089597001248,0,0.0731030707973478,0,0,0.0735373986124998,0,0,0,0,0,0,0,0,0.0205095060536994,0,0,0.240846046224086,0,0,0.0226558994177177,0,0,0,0,0.0975442583190841,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0150657923188231,0.0561113188153971,0.0116936144002062,0.220764931815617,0,0,0.0632851785590954,0,0,0,0.0467832400125795,0,0,0,0,0.0435129860884751,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0539336829065246,0,0,0,0,0,0.14583016942472,0,0,0.03243061520631,-0.034005358284961,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.0298782278803655,0,0,0,0.0386845145671417,0,0,0.169026461457523,0,0,0.280029170120258,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.134382524553727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685633116237111,0.141700636952364,0,0,0,0,0,0,0.0767951626676979,0,0,-0.0101319324012791,0,0
X002179.SZ,0,0,0,-0.0341105194583291,0,0,0.0499088022045523,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.25357993233718,0,0,0,0,0.107731324682692,0.0284240294993539,0,0,0,0,0.257173990405723,0,0,0,0.00430694531420965,0,0,-0.012434034515576,0,0,0.00397630283931352,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0.0465648187880097,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0290416455222633,0,0,0.0603771317929789,0,0,0,0,0,0,0,0,0.140969950367645,0,0,0,0,0,0.243599570678671,0,0,0,0,0,0,0,0,0.0659554205393155,0,0,0.0598096066031723,0,0.0345892473826924,0,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,0.141348772611113,0,0,0.100783135818596,0.170225897684692,0,0,0,0,0,0.123191400757678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674651504456836,0,0,0.142130727690812,0,0,0,0,0,0,4.77553123963605e-05,0,0,0.0578002995854325,0,0,0,0,0,-0.00391771009980045,0,0,0,0,-0.0631517787460668,0,0
X300142.SZ,0,0,0,0,0.122469655454595,0,0,0,0,0,0,-0.260297337059499,0,0,0,0,0,0,0,0,0,0,0.0134343824356995,0,0,0,0,0,0,0,0,0,0,0.0425103597410955,0,0,0,0.179360099864744,0,0.0111802412234434,0,0,0,0,0,0,0,0.194260459903139,-0.124514951937487,0,0,0.0544949203349459,-0.0719526310208966,0,0,0,-0.0504197957951201,0,0
X601877.SH,0,0,0,-0.0413765192970208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102258251628777,0,0.124417618525712,0,0,0,0,0,0.224873624457882,0,0,0.125676570099277,0,0,0,0,0.0218483927469775,0,0,0,0,0,0,0,0,0.2240280857199,0,0,0,0,0,-0.0117516342356246,0,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.16135516787173,0,0,0,0,0,0,0,0.0247955068315431,0,0,0,0,0.0944249902505494,0,0.236375734346166,0,0,0.0477284158871276,0,0,0,0,0,0.0235906606406051,0.0989178069239893,0,0,0,0,0,0,0.0479350045714853,0.278214930075764,0,0,0,0,0,0.0151642324049099,0,0,0,0,0.0946689884388423,0,0
X002180.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0772493479959085,0.0423088733162675,0.0499900661123213,0,0,0,0,0,0.0658365130720047,0,0.0533529455645011,0,0,0.0863360502277859,0.0691485108992615,0,0.0468787469119935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106303795201295,0,0,0.0209112842484177,0.0859446900413633,0,0,0,0,0.0160971368279012,0,0,0,0,0,0,0
X000733.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00597552352955944,0,0,0,0,0,0,0,0.120839776410099,0,0,0.0237571186968857,0,0,0.0517328378598506,0,0,0.114155752704051,0,0.0379389458957872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109500868810902,0,0,0,0,-0.107050112665755,0.0166901906776461,-0.0962785534116542,0,0,0,0,0,0
