,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X002292.SZ,X600703.SH,X600690.SH,X002506.SZ,X002241.SZ,X000100.SZ,X000559.SZ,X600271.SH,X600118.SH,X600066.SH,X600031.SH,X600741.SH,X002236.SZ,X600372.SH,X000157.SZ,X002475.SZ,X000338.SZ,X600089.SH,X300124.SZ,X000568.SZ,X600177.SH,X002049.SZ,X002465.SZ,X601877.SH,X002074.SZ,X002129.SZ,X300003.SZ,X002294.SZ,X002456.SZ,X000977.SZ,X000869.SZ,X600867.SH,X002426.SZ,X002276.SZ,X600582.SH,X300001.SZ,X600498.SH,X000547.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374349546230515,0.0390588378129217,0.0195118298731968,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0815109222328375,0.110173647529971,-0.0257612671719137,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.00463536775050878,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.206199766867143,0,0,0,0,0,0.110054858883086,0,0,0,0,0,0,0,0,0.109453024381004,0.0631635394045327,0,0,0,0,0,0,-0.00210754727787335,0,0,0,0,-0.052500909103291,0,0,-0.0239911158998851,0,-0.0670180356969798,0,0,0,0,0,0,0,0,0,0.0226319332981833,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0035279001458701,0,0,0.0274131564785822,0,0,0,0,0.169056542858463,0,0,0,0,0,0,0,0,0.113820857496774,0.128982371995846,0,0,0.0675567834579399,0,0,0,0,0,0,0.0573164759631313,0,0,0,0,0,0,0,0,0,0,0,-0.0107775283482879,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.247676684232987,0,0.0149472857775803,0,0,0,0,0,0,0.122359530186901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148752835897923,0,0,0.0199043907262257,0,0.130498347184879,0,0,0,0,0,0,0,0,0,0,0,0,0.0242521697869506,0,0.0135312349110815,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152571255729465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971196980706905,0,0,0.0475758204952898,0,0,0,0,0,0,0.0195106928799191,0,0.0575022843801893,0.14054088449118,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0244237477706788,0,0,0.0120130524913135,0,0,0,0,0,0.079282357309755,0,0,0,0,0,0,0,0,0,0,0.03003536870035,0,0,0,0.0163473655263761,0.0792199094169137,0,0,0,0,0,0,0,0,0,0,0,0.0413415273785133,0,0,0.0183895540476761,-0.00384432830226665,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0571749178987285,0,0,0,0,0.0233680950807883,0.00407162584249338,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026388555655031,0,0,0,0,0,0.197591159135639,0,-0.0849763631371553,0,0,0,0,0.0597286817634083,0.0762013737384206,0,0,0,0,0,0,0,0,0,0.0305759020978491,0,0,0,0.00530453929657905,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0787630051776264,0,0,0,0,-0.00132331944763872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0231877829725228,-0.0448003949664031,0,0,0,0,0,0,0,0.0624244135844152,0,0,0,0,-0.0272546133686473,0,0.0811469648411235,0,0,-0.0208915069859332,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.15737025935776,0,0,0,0,0,0,0.0301972374243405,0,0,0,0,0,0.207852298022519,0,0,0,0,0,0,0.0815882345699598,0,0,0,0,0,0,0.132080415975128,0,0,0,0.0628257323249479,0,0,0,0,0.000361982706238512,0,0,0,0.0259693088983632,0,0,0,0,0,0,0.00339927968627513,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0847621997660018,0,0,0,0,0,0,0,0,0,0,0,0.000826095329136656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145885379496666,0,0.11786460723288,0,0,0,0,0,0,0,0,0.0578161668658643,0,0,0,0,0,0,0.248916678665182,0.0374875402525818,0,0,0.0219926520598031,-0.00469211038296132,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162617006256813,0,0.11991156089804,0,0.323822281297145,0,0,0,0,0,0,0.0593677994022621,0,0,0,0,-0.017272891599664,-0.00146385825342131,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254366122109895,0,0.0503010587451701,0,0,0,0,0,0,0,0,0,0,0,0.0620991601309649,0,0,0,0,0,0.00749306941735312,0.057435139208875,0,0,0.117719118574031,0,0,0,0,0,0.0535755275668961,0,0,0,0,0,0.0161257381670228,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00689093089300472,0,0,0,0,0,0.0786219275617641,0,0,0,0,0,0,0.0170931565037525,0,0,0,0,0,0,0,0,0,0,-0.0372779135105475,-0.00212615777606923,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0.125776530850805,0,0,0,0,0,0,0,0,0,0,0,0,-0.123172110173025,0,0,0,0,0,0,0,0,0,0,0,0.107579485244476,0,0,0.390196925210177,0,0,0,0,0.243596012532043,0.0361879777705263,0,0.135116405550052,0,0,0,0,-1.0842021724855e-19,0.0295653103545463,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196617002919766,0,0,0.0670545831484903,0.131551522364684,0,0,0,0,0,0,0.236747636962996,0.111930950750017,0,0,-0.00477657018471172,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0.0334195037182833,0.0246526459953155,0,0,0,0.0693580376267027,0,0,0,0,0,0,0,0,0,0,0,0.0669616430237493,0,0,0,0,0,0,0,0,0.0873896787128783,0,0,0.0402739172910933,0,0,0,0,0,0,0,0,0,0.19407924275035,0,0.0257451365795664,-0.0248707535230882,0,0,0,0,0,0
