,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X600741.SH,X002236.SZ,X000625.SZ,X002241.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X300124.SZ,X600809.SH,X600487.SH,X002008.SZ,X601877.SH,X600522.SH,X000100.SZ,X002085.SZ,X300136.SZ,X002508.SZ,X300003.SZ,X600089.SH,X600498.SH,X600177.SH,X600271.SH,X000157.SZ,X600699.SH,X000559.SZ,X600118.SH,X600867.SH,X002294.SZ,X000050.SZ,X300115.SZ,X000596.SZ,X600566.SH,X002179.SZ,X000981.SZ,X002180.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.177358809597061,0,0,0.0407560806714275,0,0,0,0.0416422982195633,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446788240395608,0,0,0.097822521064877,0,0,0,0.0189655166686682,0,0,-4.33680868994202e-19,-0.00734659192870679,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.032721740018433,0,0.0187347077829386,0.374493253288955,0,0,0,0.0438130996286181,0,0,0,0,0,0,0,0,0,0,0,0.0435087564929123,0.0106083996508426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340120200825653,0,0,0,0,0,0,-0.0358435114388026,0.0306812028800418,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.012109634845987,0,0,0,0,0.123616789817729,0,0.0515071546270207,0,0,0,0,0,0.122844471115059,0,0,0,0,0,0,0,0.0519819127966551,0,0.0267133610755258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229565284823573,0,0,0.0189426877040287,0.0284361959682848,0.13024732310856,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0986128717074161,0,0,0,0,0,0.230004399643451,0,0,0.0943803726715244,0,0,0,0,0.0609344142088172,0,0,0,0,0,0,0,0,0,0,0,0.160404181114012,0,0,0,0,0,0,0,0,0,0,0,-0.031225349157246,0,0,0,0,0,-0.0248585790821799,0,0,0,0.0135231831681953,0,0,0,0,0,0
X000858.SZ,0,0,0,0.19898478473667,0,0,0,0,0,0,0,0.412924488991939,0,0,0,0,-0.0363435528707451,0,0,0,0,0,0.081533036034517,0.0880669856885907,0,0,0,0,0.0139854653470111,-0.0463259613991043,0,0,0,-0.0570796183320064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0582524076223442,0,0,0,0,0,0,0,0,0,0,0,-0.0708605410685999,0,0,0,-0.0861852030104089,0,0,0,0,0,0.0476035676799946,0,0.0774399418428863,0,0,0,-0.0154441905036869,0,0,0,0.0317539806955775,0,0.0268568830945385,0,0,0,0,0.0471728346848044,0,0,0,-0.00743954609240847,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.141653919053762,0.0242647760557953,0,0,-0.166143316100135,3.4284408807185e-05,0,0,0,-0.0697681470504458,0,0,0,-0.0324856754975486,0,0,0,0,0.114627722915969,0,0,0,0.0882349626095521,0,0,0,0,0.101034186363503,0,0,0,0,0,0,0,0.260095656597916,0,0,0,0,0,0.0122713640547953,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0.219408595607033,0.19073421479077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114629213467611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881171978035571,0.043146940298298,0.0448628861242238,0,0,0,-0.124739869355194,0,0,-0.0175668397553258,0.00255949714767592,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.009814083622318,0.0936847193458312,0,0,0,0,0,0,0,0,0,0.109921668000549,0,0.0640195771692235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469806891635967,0,0.1000133881138,0,-0.0205163516944446,0,0,0,0.0541532156651705,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.103857892501972,0,0,0,0,0,0,0.140466539864321,0,0,0,0,-0.196210628447186,0,0,0,0,0,-0.153384458690139,0,0,0,0,0,0,0,0,0,0.305044454140629,0,0,0,0,0,0,0.0142679217304913,0.043245938004874,0,0.0507352289710088,0.111240697464185,0,0,0,-0.287911040519707,-0.174356131217237,0,0.03645619318745,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.282504052452335,0,0,0,0,0,0,0,0,0,0.138657906697947,0,0,0,0,0,0,0,0,0,0,0,0,0.0303703891245337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725860570100438,0,0,-0.000820395311017568,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0413012018770691,0.374331038777923,0,0.0404051787297772,0,0,0,0,0,0,0,0,0,0,0,0,0.0502237369075308,0,0,0,0,0,0,0,0,0,0.0662999851796104,0,0,0,0,0,0,0,0,0.0439487451314259,0,0,0,0,0,0,0,0,0,0.0421669166356518,0,0,-0.021728727904594,0,0,0,0,0,0,0
X600741.SH,0,0.525061902425003,0,0,0,0,0,3.46944695195361e-18,0,0.154126856474677,0,0,0,0,0,0,0,0,0,-0.0122259920503133,0,0,0,0,0.0260106781201442,0,0.043326000184477,-0.162072392953193,0,0.0950508217465574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177787979801413,1.73472347597681e-18,0,0,0,0,0,0
X002236.SZ,0,0,0.312512618374905,0,0,0,-0.199760086726843,0,0.163940971606886,0,0,0,0,0,0,0,0,0,0,0,-0.0626858676486172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0477429989485965,0,-0.343644514422977,0,0,0.390162923141247,0,0,0.0401503691182049,0,0,0,0,-0.0608729712341044,0.0682142350912111,0,0,0,0,0,0
