,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X000651.SZ,X002475.SZ,X000063.SZ,X002371.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X600031.SH,X000596.SZ,X300014.SZ,X000625.SZ,X002129.SZ,X600703.SH,X000338.SZ,X600089.SH,X002179.SZ,X002049.SZ,X000100.SZ,X002236.SZ,X600372.SH,X000977.SZ,X002241.SZ,X000661.SZ,X600584.SH,X601877.SH,X000157.SZ,X600741.SH,X002180.SZ,X600522.SH,X002074.SZ,X000066.SZ,X600702.SH,X300142.SZ,X000733.SZ,X300003.SZ,X600460.SH,X002007.SZ,X002463.SZ,X300146.SZ,X002294.SZ,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.140318853760663,0,0,4.33680868994202e-19,0.00211080155047861,0,0,0,0,0,0.0479735187021792,0,0,0,0,0,0.0500982933380276,0,0.020671138546723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188106206262257,0,0,0,0,-0.0202990314122563,-0.0322175725483665,0,0,0,0,0,0
X000858.SZ,0,0,0,0.206409498274303,0,0.0714868225316378,0,0,0,0,0,0.00877775234053059,0,0,0,0,0.0852750631817128,0.0949268886446928,0,0,0,0,0,0.000341176888169453,0,0.00924399221932092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00407766094711982,-0.0462121301864088,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0674578209899057,0,0,0,0,0,0,0.126519451664363,0,-0.0388120222913261,0,0,0,0,-0.0457816805247233,0,0.14642193033964,0,-0.00618542091533375,0,0,0,0,0,0,0.239498614255391,0,0,0.0915586714871543,0,0.295489148222701,0,0,0,0.0870232129440958,-0.0053919363126463,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.378560941958876,0,0,0,0,0,0,0.0145646303470848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840361711966145,0,-0.0409320277518872,0,0,0,0,0,0,0,0,0,0,0.104608709176874,0,0,0,0,0,0,0,0,0,0,0,-0.0226427761924646,0,0,0,0,0,0
X600276.SH,0,0,0.117043603695906,0,0,0,0.00837025065277508,0,0,0,0,0.101055485132219,0,0,0,0,0,0,0,0.115966255748697,0,0,0,0.0517297607467288,0,0.00840952966678237,0,0.0637773915915131,0,0,0,0,0,0,0,0,0,0,0,-0.0609564344501725,0,0,0,0.203072276624716,0,0,-0.072790980035296,0,0.132963909242832,0,0,0.01235408819016,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.093190877249568,0,0.00248397204153808,0,0,0,0,0,0,0,0.0340656166558534,0,-0.294713194032297,0,0,0,0,0,0,0,0,0,0,0.00777595846028623,0,0,0,0,0,0,0,0.121774306369051,0,0,0,0,0,0,0.0171605111928741,0,0,0,0.0869601066593736,-0.0309851759133664,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0827448477727028,0,0,0,0.0712675716528066,0,-0.0732065973089083,0,0,0,0,0.268621083883821,0,0,0,0.103089155883027,0,-0.0332618910588931,0,0,0,0,0,0,0,0.0252122946316224,0,0,0,0,0,0,0,0,0,-0.135810679517378,0,0,0,0,0,0,0,0.0252248592995485,0,0,0,0.0369904812962384,0,0,0,0,0,0,0
X002304.SZ,0,0.114206652918626,0,0.0872270219674906,0,0.152393120217418,0.0447267363877905,0,0.102684520123233,0,-0.0575442262107283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209415622819811,-0.0836012812602275,0,8.67361737988404e-19,0,0,0.0454416012867876,0,0,0,0,0,0,0,0.0458938575054364,0,0,0,0,0,0,0,0,0,0,0,-0.00888810411384626,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0713699142441881,0,0,0,0,0,0,0.0121586092539,0,0,0,0,0,0,0,0,0.0440556110491001,0,0,0,0,0,0.044809274750458,0,0,0,0.0236887819021437,0,0,0,-0.0831499008210959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416846956021062,0,0,-0.0200953399042955,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162062694962406,0,0,0,0,0.0231493986304192,0,0.0918858577200198,0,0.0100309874821101,0.380380717875282,0,-4.33680868994202e-19,0,0,0,0,0.0325560506086164,0,0,0,0,0,0,0,0,0.0505260459870747,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0450270809203983,0,0,0.168763710171605,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335791399832002,0,0.330098998789111,0,0.0156383712952089,0,0,0,-0.107116715156104,0,0,0,0,0,0.16433808555027,0.118114858370677,0,0,0,0,0,0,0,0,0.0925184134509398,0,0.0935751318451738,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0.0369831697551981,-0.0129845036330293,0,0,0,0,0,0,0,0,-0.0326157721029209,-0.0624238901564833,0,0.0592990510956744,0,0,0,0.0291560005141846,0,0,0,0,0,0,0,0,0,-0.283160212361516,0.101253542828991,0,0,0,0,0,0,0.00375368453859948,0,0,8.67361737988404e-19,0,0,0.268128367298724,0,0.0243687128207275,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0615642531811945,0,0,0,0,0,0,0,0.0542428372786632,0,0,0.309562319440029,-0.0536087716094021,0,0,0,0,0,0.103558206544727,0,0,0,0,-0.0107288207548343,0,0,0,0,0,0,-0.0212590373895359,0,0,0,-0.0257114404589849,0,0,0,-0.0224106739728627,0,0,0,0,-0.011246556260968,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.0868626258896349,0,0,0,0,0,0,0,0,0,0.0699038386557016,0,0,0,-0.054999888069498,0,0,0,0,0,0,0,0.204364462319824,0.0563650858321401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225842676048763,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.0294317356596879,0,0,0,-0.00735628631911102,0.109705395361628,0.00543148668586244,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.1099493714423,0,0,0,0,0.0109851982908378,0,0.0629793915798898,0.0164040971599826,0,0,0,0.136734897529893,0,0,0,0,0,0,0,0,0,0,0,-0.010249664837257,0,0,0,0.12190865343096,-0.0150698102648915,0.0114403401990439,0.0717996650893727,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0720679436815858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944199520473453,0.0940538013886886,0.0526345565985829,0,0,0,0,0,0,0,0,0,0.00643341254360416,0,0.0199826072926882,0,0,0,0,0,0,0,0,0,0.0112000183007878,0,-0.0336654403433076,0,0,0,0,0,0,0
X600031.SH,0,0.097405149709079,0.140914380875755,0.0452586594517072,0,0,0,0,0,0,0,0.000752558455356525,0,0,0,0,0,0,0,0,0.0362341892524486,0,0,0,0,0,0,0.00351497002728677,0,0,0,0,0,0,0.4101481227907,0,0,0,0,0,0,0,0,0,0,0,0,0.0333716206786501,0,0,0,0,-0.0142248617439476,0,0,0,0,0,0
X000596.SZ,0,0,0,0.0746175554994293,0,0,0,0,0,0,-0.0667076050733967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123144567864048,0,0,0,0,0,0,0,0,0.195490730970134,0,0,0,0,0,-0.0532833486595232,0,0,0,0,-0.0176396628786528,0,0,0,0,0,0,0
X300014.SZ,0,0,0.0834814122297193,0,0,0,0,0,0,0,-0.0969838983163786,0,0,0,0,0,0,0,0,0.0292172284738223,0,0,0,0,0,0,0,0,0,0,0,0.0642464332614057,0,0,0,0,0,0.0639649936501218,0.359944167934934,0,0.0977185425103128,0,0.104790085656821,0,0,0,0,0,0,0,0,-0.0080140285444409,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0352282492120005,0.437540178526049,0,0,0,0,0,0.0382640340634429,0,0.0957366948367191,0,0.207278170579093,0,0,0,0,0,0,0,0,0.0362037198987312,-0.0182587345793097,0,0,0.311788191141156,0,0,0,0,0,0.0618362918969877,0,0,0.0369631923076068,0,0.0340767065124185,0,0,0,0,0.00453147980302634,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0.092640339847254,0,0.0502028622620571,0.0285365688414095,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.0588894958042043,0,0,0.115429844560404,0,0,0,0,0,0.214688072851362,0,0,0,0.161044711638296,0.0384573645442099,-0.0499607882849867,0,0,0.0105881386672068,0,0,0,0.0251487429273673,-0.125847461137976,0,-0.00638859112602456,-0.239939071809939,-0.00479503184933185,0,0,0,0,0,0,0
