,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600031.SH,X600703.SH,X000100.SZ,X600271.SH,X000559.SZ,X600118.SH,X600066.SH,X000157.SZ,X600372.SH,X002475.SZ,X002236.SZ,X600089.SH,X600741.SH,X000338.SZ,X002292.SZ,X002241.SZ,X000568.SZ,X300124.SZ,X600839.SH,X600177.SH,X002465.SZ,X002294.SZ,X000869.SZ,X600867.SH,X000800.SZ,X300003.SZ,X002074.SZ,X000977.SZ,X600582.SH,X600525.SH,X002129.SZ,X600498.SH,X000581.SZ,X000550.SZ,X002085.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.148238243087965,0,0,0,0,0.0910393869328792,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.239571545848706,0,0,0.00166721114204796,0,0.163674631528538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.232478458601852,0,0.180389050811283,0,0,0,0,0,0,0,0,0,0,0.249482069980414,0,0.0557175455140465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141732899793282,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130251125288565,0,0,0,0,0.0783232619083272,0,0,0,0,0.0104034470653991,0.0578418506182907,0.0548468509816506,0,0.028642347709367,0,0,0,0,0,0,0,0.0578513178541551,0,0,0,0,0,0,0,-0.0905099251751185,0,-0.00985413318189394,-0.0384898873682303,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.17169738104411,0,0,0.100776139694705,0,0,0,0,0,0.100100800394768,0,0,0.223982481153493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273390060560933,0,0,0,0,0.0791531364486499,0,0.0334944151689055,0,-0.0264411097847839,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.1986253789603,0.26029911421943,0,0,0,0,0,0,-0.10172678160718,0,0,0,0.0163801794635695,0,0,-0.0737754375577877,0,0,0.0829569574286029,0,0,0.236777639294774,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.0702595384247395,0,0,0,0,0,0,0,0,0,-0.0461371096724071,-0.0444660963558826,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205107395441283,0,2.16840434497101e-19,0,0,0.112749915944087,0,0,0,0,0,0,0,0,0.328903870627547,0,0.0364279134450853,0,0,0,0,0,0,0,0,0,0,0,0,0.0340173194077969,0,0,0.0407352000471534,0,-0.0335068027117081,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0714483531336691,0,0,0,0,0,0.0531862866561034,0,0,0.0265523833036955,0.0811040071583956,0.0343828512556096,0,0,0,0,0,0,0.240312949143956,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.130322626458284,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0508894093240792,0,0,0,0,0,0.368611523459846,0,0,0,0,0,0,0,0,0,0,0,0,0.371122464356683,0,0,0,0,0,0,0,0,0,0.0523812156564943,0,0,0,0,0,0,0,0.00704589719583641,0,0,0,0,0,-0.0176093129483233,0.0331258777546145,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145259627507106,0.205441290245784,0.0367725555763316,0,0,0,0,0,0.328584733504517,0,0,0.10129586511713,0,0,0,0,0,0.0784607238747448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413502987442649,0,0,-0.0150081578766335,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120855323136917,0.0231805640323783,0,0,0,0,0.0296619276294925,0,0,0,0.214274090481862,0.272980815438961,0,0,0.0930031689176984,0,0,0,0,0,0,0,0.0100166999413329,0,0,0,0,0,0,0,0,0,0,0,0.00739117633704732,0,0,0,0,0,0,0
