,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000063.SZ,X000725.SZ,X000625.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X600703.SH,X000100.SZ,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X600741.SH,X000661.SZ,X000157.SZ,X600584.SH,X000977.SZ,X600522.SH,X601877.SH,X601799.SH,X000800.SZ,X002074.SZ,X002007.SZ,X002463.SZ,X600183.SH,X000066.SZ,X600702.SH,X300142.SZ,X002180.SZ,X002028.SZ,X300003.SZ,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0175888155466615,0.0192918282249102,0.289451452570411,-0.0133158754774628,0,0,0.034189539832587,0,0.0502391701908948,0.0880633075323227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063980948793772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395705993716084,-5.42101086242752e-20,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.245155751884445,-0.0299906621676067,0,0,0,0,0.129914189381894,0,0,0,0,0,0.100312497684449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057756361195555,0,0,0,0,0,0,0,0,0,0.140988459929703,0,0,0.117482635206488,0.0792266011160112,0,0,0,-0.00399307523126811,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907847702622316,0,0,0.124396010412466,0,0,0,0,0,0.133147248724485,0,0,0.0948991824065407,0,0,0,0,0.0305143144586092,0,0,0,0,0,0,0,0,0,0.13849713994991,0,0,0,0,0,0,-0.00997735438582214,0,0,0,0,0,0,0
X000568.SZ,0.167563797273847,0,0,0,0.0125710366184067,0,0,0,0,0,0,0,0,0,0,0,0.326625126989639,0.0253840074833282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159207359911374,0.00534363859921626,0,0,0,0,0,0.023753829850933,0,0,0,0,0,0,0
X600276.SH,0,0,-0.211813988536506,0,0,0,0,0,0,0,0,0,0,0.0115083293617626,0,-0.0783494242529616,0,-0.0195484414729056,0,0,0,0.0355077679153142,0,0,0,0,-0.0875331688144593,0,-0.0301822341270593,0,0,0.469148811030726,0,0.0740005284938314,0,0,0,0,0,0,0,0,0,0,0,0.158432730336741,0,0,0.0106430308709008,0,0,-0.0265246632403839,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.447529663585969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124160436243591,0,0,0.0612052122169352,0,0,0,0,-0.042315064863503,0,0,0,0,0,0,0,0,0,0.174206369866416,0,-0.0988383454706509,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663240566688637,0,0,0,0,0,0,0,0,0,0,0.0508508685777668,0,0,0.20886873129788,0,0,0,0,0.021639828973444,0,0,0,0,0,0,0.200103799463376,0,0.0186297472050709,0,0.183200774097887,0.0520182429919352,0,0,0,0,-0.0773359540188691,0.0945313364841754,0,0,0,0,0,0
X600690.SH,0,0.154831373098779,0,0,0,0.0392018051389532,0,0,0,0.0120884629148738,0,0,0,0,0,0.0100413394169613,0,0,0.0406097056245553,0.0828530157728435,0,0,0,0,0,0,0.0395411380947356,0,0.050540268130625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467812514254628,0,0,-2.16840434497101e-19,0,0,0,0,0,-0.0166086634515262,0.0356279222576672,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.216986232751403,0,0,0,0,0,0,0,0,0,0,0,0.131447750491783,0,0,0.0290632727451154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0413702354735566,0,1.73472347597681e-18,0,0.081496535280816,0,0,0.0223834213561788,0,0,0.0172509218361508,-0.0416165607835664,0,0,0,0,0,0
X002304.SZ,0,0.446305451513702,0,0.120433409491277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994408205485042,0,0,0.0460882245854504,0,0,0,0,0,0,0,0,0,0,0,-0.04471916091834,0,0,0,0,0,0,0,0,0,0,0.0575012849778289,0.0632129708508133,0,0,-0.111085497099847,0,0,0.00128811210488455,0,-0.0124032206637367,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.04327753446784,0,0,0,0,0,0.164461160288874,0,0,0,0.114847432032633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156456136923632,0,0,0,-0.0140812341809975,0,0.0107390582714645,0,0,0,0,0,-0.00200755908486671,0,-0.00158129503765752,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.186370039403772,0,0,0,0,0,0,0,0,0,0.076700091444376,0.110183213432611,0.019524072198401,0,0,0.0276046626107256,0,0,0.0246584609270135,0,0,0,0,0,0.171700233722825,0.0767088129657694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608045623113357,0.0734070200663883,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.310643132996329,0,0,0.0125628887020255,0,0,0,-0.104181917079877,0,0,0,0,0,-0.0674004586731997,0,0,0,0,-0.0293277584370899,0,0,-0.162432530553472,0,-0.0230859791860784,0,0,0,0,0,0,0,0.0670865306630143,0,0,0,0,-0.0407536572221088,0,-0.0269109500518819,0,0,0.0157158669304529,-0.0152462489394769,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.00983917731092606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144096945345665,0,0,0,0,0,0,0,0.0228571693693014,0,0,0,0,0,0,0.283940253711554,0,0.234309103947995,0,0,0,0,-0.0937325811237798,0,0,0.0552600714724311,-0.0714023517654523,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0662381366418946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186617279214236,0,0.0177337603027933,0,0.0259885959711969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184718211407878,0,0,0,0,0,0,0,0,-0.0101618497432087,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.000457675693780217,0,0,0,0.374189859849385,0,0,0,0.0869449271470408,0,0.667911263592142,0,0.0076711582363131,0,0,0,0,0,0,0,0,0,-0.00422511886001813,0,0,-0.0651854243062168,0.0165348123027221,-0.18970860205759,0,0,0,0,0
X000596.SZ,0,0,0,0.422311925116948,0.0394526189640703,0,0,0,0,0,0,0,0,0,0,-0.0101302749213634,0,0,0,0,0,0,0,0,0.00637465221867784,0,-0.0125120289079894,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0897374905155838,0,0,0,0,0,-0.0248920444552552,0,0,0.0191003344222572,0,0,0.0241479325023494,0,-0.0163425301745473,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0.128587092630403,0,0,0,0.0701291878927558,0,0,0,0,0,0,0,0,0.223712758289696,0,0,-0.135278450756989,0,0,0,0,0,0,0,0,0,0.418673609535453,0,0,0,0,0.149796990689965,0,0,0,0,0,0,0,0,0,0,0,0,0.0626434362565735,0,0,0,0.025344967388345,-0.0615939526684608,0.0482266795810644,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0535083068473792,0,0,0,0,0,0.155583372354933,0,0,0,0,0,0,0,0,0,0,0,0,0.0628881199066933,0,0.139729137559284,0,0,0.0159148711362461,0,0,0.289818392923517,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.094566425402547,0,0,0,0,0.0092304760434195,-0.0484524683704457,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.000245236952578796,0,0,0,0,0,0,0.00421748392825541,0,0,0.0227334206852825,0,0,0,0,0,0,0,0.110157725384606,0,0,0,0,0,0.229805959928801,-0.0173382934587117,0.0041000998025551,0,0,0,0.281200931418592,0,0,0,0,0.0189583675747089,0.116037247475915,0,0,0,0,-0.169380292722079,0,-0.0149677012574996,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00891385712985482,0,0,0,0,0,0.335692711924766,0,0.00745564784785922,0,0,0,0,0,0.153947410500428,0,0,0,0,0.0103156587795885,0,0,0,0,0,0,0,0,0,0.0472012267590829,0,0,0,-0.0646190805967918,0,0,-0.0169082402014147,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0.0518999340289497,0,0,0,0.0267543209089955,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.025037951724981,0,0,0.13088960644233,0.0967986664655906,0,0,0,0.118924851162282,0,0,0,0,0,0.395954337019944,0,0,0,0,0.0642938596463175,0,0,0,0,0,0,-5.42101086242752e-20,-0.00358291566873819,0,0,0,0,0,0
X002179.SZ,0,0,0,0,-0.0210623457260615,0,0,0,0,0,0,0,0,0,0,-0.1075218388105,0,0,0,0,0,-0.0626835437500745,0,0,0,0,0,0,0,0,0,0,0,0,-0.0558815841150125,0,0,0,0,0,0,0,0,-0.0312237039442104,0,0,0,0,0,0.348093384385762,0,0,-0.010855371397171,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426826520324611,0,0,0,0,0,0,0.0746590740716563,0,0,0,0,0.0443287048831995,0,0,0,0.0513412222056829,0,0,0,0,0,0,0,0.0589633346699256,0,0,0.0821759056995495,0,0.0988540923546707,0,0,0,0,0,-0.00487501940624734,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153960076057901,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132522345373852,0.0204006574831857,0,0,0,0,0.100644041750368,0,0,0,0,0,0,0.176308783330958,0,0,0.077175438782684,0,0,0,0,0,0,0,-0.0666086044536204,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175897465531122,0,0,0,0,0,0.190353823861381,0,0,0,0,0.0190505804759491,0,0,-0.0254917148608067,0,0,0,0,0.0318818209156378,0,0,0,0,0,0,0,0,0,0,0,0.0477933502578063,0,0,-0.0345638490731296,0,-0.0258493268545997,0,0,0,0,0,0,0
X002236.SZ,0,0,0.138040879565898,0,0,0,0,0,0,0,0,0,0,0,0,0.281991245251956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104726698419966,0,0,0,0,0,0,0,0,0,0.027802519780483,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723689569158384,0,0,0,0,0,0,0,0,0,0,0.0466837683978567,0,0,0.00845015437985134,0,0,0,0,0,0,0,0,0,0,0,0.0531498815852444,0.0736794644935749,0,0,0,0,0,-0.00530268854300427,0,0,0.00632671225919897,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230470084046689,0,0,0,0.271774379512168,0,0,0,0,0.0502383257468424,0,0,0,0,0,0,0,0.0256926485827477,0,0,0,0,0,0,0.108604088100374,0,0,0.175705527087979,0,0,0,0,0,0,0.000945447256188064,1.73472347597681e-18,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421776256724631,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.323991426641904,0,0.0688120516060022,0,0.0370322930123538,0,0,0.0927109082680658,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0.0784227597292002,0.0869609468646518,0,0,0,0,0,0.0193865285196844,0,0,0,0,0.252787541559315,0,0.0202710258685637,0.00881803469326119,0,0,0,0,0,0,0,0.00654706910208622,0,0,0,0,0.0911292050919877,0,0,0,0,0,0,0.113942172677251,0,0,0.0279212774148081,0,-0.0944464638178472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0.232323658502135,0,-0.0851804163772389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0894788549162364,0.0415013706442948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00701253110184744,0.172975851920631,0.187302190506067,-0.107198572711175,0,0,0,0,-0.0616048721040156,0.0298217747031477,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0.0662965502235729,0,0,0,0.0637804107503138,0,0,0,-0.00250241286673449,-0.0216227327825692,0,0.421055001439804,0.108525452442635,0,0,0,0,0,0,-0.00176519296720619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004228723017693,0,0,0,0,0,-0.0180729448250439,0,0,-0.0345997401495991,0,-0.0386697545534481,0,0,0,0,0,0
X600584.SH,0,0,0.10508305899386,0,0,0,0.0204905120044321,0,0,0,0,0,0,0,0,0,0,0.0619360760353363,0,0,0,0,0,0,0,0,0,0,0,0.127901551799921,0,0,0,0,0.10246913571625,0,0,0,0,0,0,0.104427100450396,0.0227694544025806,0,0,0.0363780181749259,0,0,0,0,0,0,0,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563643467472995,0,0.445702310886823,0,0,0,0,0,0,0,0.0235587537268676,0,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497286319761682,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0.103051764004655,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,-0.0699762131674776,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177217957847256,0,0,0,0,0.0163742315339581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159637757863474,0.155725430503702,0,0,0.0703578175726143,0,0,0,0,0,-0.01087038377899,0.0114189939707026,0,0,0,0,0,0
X601799.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102944407318733,0,0.0592244259366906,0,0,0,0,0,0,0,-0.0660630969666564,0.02169381668055,0,0,0,0,0,0,0.0599725538571461,-0.131326617425752,0.0479422111988294,0,0,0,0,0,0,0,0,-0.133061203820881,0,0.173506177020307,0,0,0,0,0.0381979590504615,-0.0830208944349912,0,0,0,0,0,0
X000800.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15669802605288,0,0,0,0.189329798297052,0,-0.00578289460702747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357554820768133,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123325849908181,0,0,0,0,0.260425267618379,0.16155969425198,0,0,0,0,0,0,0,0,0,0,0,0.0468485380311254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235359037617196,0,0,0.0361599430340079,0,-0.014204233496106,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.146927885499339,0.0459997756795968,0,0.0604706887090766,0,0,0,0,0,0,0,0,0,0,0.00369166926818039,0.0923216232853512,0,0.143272367594602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17743354465976,0,0.0828254944614799,0,0,0,0,-0.00156735493744219,0,0,0,0,0,0
X002463.SZ,0,0,0,0,0,0,0.047586695352552,0,0,0,0,0,0,0.338782462170484,0,0,0,0,0,0,0,0,0,0.0864905180260707,0,0,0.30206739777019,0,0,0,0,0,0,0.361384232586647,0.135867846888104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421579767357478,-0.00828776594291654,0,0,0,0,0,0,0
X600183.SH,0,0,0,0,0.0158292348675674,0,0,0,0,0,0,0,0,0,0,0.0793324814313424,0,0,0,0,0,0,0,0,0.149829587157338,0,0,0,0,0,0,0,0.144485066565351,0,0.0924226313298182,-0.0367960438079008,0,0,0,0,0,0.0586552071181768,0,0.210943162520615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000066.SZ,0,0,0,-0.0977974355801429,0,0,0,0,0,0,0,0,0,0.118201540493023,0,0,0,0,0,0,0,0,0,0,0,0,0.0763936508784113,0,0,0,0,0,0,-0.027185357822242,0.274987980447379,0.102924840103294,0,0.138038740002842,0,0,0,0,0,0,0,0,0.229149709442281,-0.113319840219163,0,0,0,0.00598614990308506,0,0,0,0,0,0,0
X600702.SH,0,0.256271571008545,0,0,0.126024198952444,0.476311097676659,0,0,0,0,0,0,0,0.0768542023479648,0,0,0.0899129286470548,0,0,0,0,0,0,0,0.0736325884673395,0,0,0,0.214370094719272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X300142.SZ,0,3.46944695195361e-18,0,0.138578944840227,0,0,0,0,0,0.0855967596083233,0,0,0,0,0,0,0.171432852782192,0,0,0,0,0,-0.0825782113476157,0,0,0,-0.0823560886108627,0,0,0.168802521453644,0,0.0650703398676338,0,0,0,0,0,0,0,0,0,0,0,-0.0581617712775458,0.0351341536615017,0,0,0,0.158004413392541,0,0,0.00675276479845117,0,0,0,0,0,0,0
X002180.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26301537689599,0,0,-0.0135867907033797,0.261013231931657,0,0,0,0,0.0874789711055431,0,0,0,0,-0.0697504738391753,0,0,0,0,0,0,0,0,0,0,0.209789145392919,0,0.0339325877587901,0,0,0,0,0.131190338561986,0,0,-0.0298022082198554,0,0,0,0,0,0,0
X002028.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319539497723664,0,0,0,0,0.0292995943253802,0,0.00816880353578099,-0.164030530153856,0,0,0,0,0.00234850265212989,0,0,-0.143380358362001,0,0.0313586593197044,0,0,0,-0.107659514735084,-0.0514154763606145,0,0,0,0,0,0.0445982280313387,0,-0.0123736543478903,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455175876190606,0,0,0,0,0,0,0,0.0630396088825749,0,0,0,0,0,0,0,0,0,0.0602234125026894,0,0.00686397740708534,0,0,0,-0.174230378672857,0,0,0.0223526983010331,0,0,0,0,0.241186231423663,0,0,0,0,0.0178466768720355,-0.00828847809274864,2.16840434497101e-19,0,0,0,0,0,0
X000733.SZ,0,0,0,0,-0.071777881764345,0,0.0822794667665597,0,0,0,0,0,0,0,0,-0.0904732673456094,0,0.0615145287650558,0,0,0,0,0.419990127427776,0,0,0,0.093480174809902,0,0,0,0,0,0,0,0,0,0,0,0,-0.0616186436976078,-0.164363123032283,0,0,0,0.110772826350158,0,0,0,0,0,0,0.101508663841424,-0.115052683271081,0.143397710420666,0,0,0,0,0
