,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X000338.SZ,X600741.SH,X002475.SZ,X000568.SZ,X601877.SH,X600271.SH,X600703.SH,X300124.SZ,X000100.SZ,X002236.SZ,X300003.SZ,X000625.SZ,X600487.SH,X600498.SH,X000661.SZ,X600809.SH,X002008.SZ,X000596.SZ,X002007.SZ,X300142.SZ,X000157.SZ,X002179.SZ,X600566.SH,X600089.SH,X600177.SH,X600066.SH,X300146.SZ,X600522.SH,X002456.SZ,X002180.SZ,X002506.SZ,X600867.SH,X600372.SH,X002508.SZ,X002241.SZ,X002294.SZ,X600118.SH,X002223.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.126827958608025,0,0.0881908116485348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844598988392554,0,0,0.215049635927465,0,0.060371045087036,0,0,0,0,0,0,0,0.0846418546687058,0,0,0,0,0,0.00175708526542787,0,0,0,0.000103634178855736,0,0,0,0,-0.0450593757168736,0.0310143395111907,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148941239980762,0,0,0.0788315794572348,0,0,0,0.153543255713457,0,0,0,0,0,0,0,0,0.269082774354472,0,0,0,0,0,-0.0490522260639672,0,0,-0.0126573522058656,0,0,0,0,0,0,0,0,0.00281010729874733,-0.0365917438400428,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385592665743717,0,0,0,0,0.727810581510763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420277593551818,0,0,0,0,0,0,0.0624639072529352,0,0,0,0,-0.0111659788012637,-0.00108150007534909,0,0,0,0,0,0
X000651.SZ,0.0336899458198408,0,0,0,0.102233760903152,0,0.0402222818680034,0.189753834511325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644257186223697,0,0,0,0,0.0565174148058959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00228143798789397,0,0,0,0,0.0172419073942295,0,0
X000858.SZ,0.360302618387382,0,0,0,0,0,0.259308630090707,0,0,0,0,0,0,0,0.102380105076886,0,0,0,0,0,0,0.000445122002902465,0,0,0,0,0.0520505488251737,0,0,0.00826061635038601,0,0,0,0,0,0,0,0.0026766763742358,0,0,0,0,-0.0202855612803814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.0917341617507473,0,0,0,0,0,0.0862691159491356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246764730880259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242999137226599,0,0,0,0,0.0624048573702776,0,0,0,0.257127072285231,0,0,0,0,0.0207306983730404,0.0383559498851684,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,-0.0299543897549781,0,0,0,0,0,0,0,0,0,0,0,0.141873601957012,0,0,0,0,0.367398865432898,0,0.403565743385657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016013817206127,0.0056063951438909,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0275444810848577,0,0.0805809766130196,0,0,0,0,0,0,-0.0324955901474512,0.0158614847456605,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0.0775188487437742,0,0,0,0,0,0,0,0.0488136656093589,0,0,0,0,0,0,0,0.465586157163205,0,0,0,0,0,0,-0.00331789450228377,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0264828128024944,0,0,0,0,0,0,0.118330169946333,0,0,0,0,0,0,0,0,0,0.0371652963326402,0.0650243892283403,0,0.0271457531175322,0.0683500295979798,0,0,0,0,0,0,0,0,0,0.0537209617687397,0,0,0,-0.0119330789981894,0,0.0567709181824401,0,0,0,0.0894386885351405,0,0,0,0,0.0504256682220671,0,0,-0.000579184331476749,0.0212611902992039,0,0,0,-2.16840434497101e-19,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540011230995403,0.0505506759660071,0,0,0.0210660891166294,0,0,0.150315585614616,0.301812546300033,0,0,0,0,0,0,0,0,0,0,0,0,0.0441235483700991,0.230838812089112,0,0,0,0,0,0.00970263595142311,0,0,0,0,0,0,0.0166829480947995,-0.0111351878885825,0,0,0,0.0874559384658061,0,0
