,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X002292.SZ,X600690.SH,X600703.SH,X000100.SZ,X600741.SH,X600031.SH,X600066.SH,X600118.SH,X002506.SZ,X002241.SZ,X002236.SZ,X002475.SZ,X000559.SZ,X000157.SZ,X600372.SH,X600177.SH,X000568.SZ,X000338.SZ,X300003.SZ,X002074.SZ,X300124.SZ,X600089.SH,X002294.SZ,X002085.SZ,X002465.SZ,X600867.SH,X002049.SZ,X600498.SH,X601877.SH,X002456.SZ,X000981.SZ,X300001.SZ,X002180.SZ,X002007.SZ,X600582.SH,X000869.SZ,X000623.SZ,X000050.SZ,X002249.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0678046655701028,0,0,0.254637674791337,0,0,0,0,-0.0298869213206622,0,0,0.080143906110711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731389162181472,0,0,0,0,0,0,0,0.0390737327033644,0,0,0,0,-0.0204017932083978,0,0,0,0,0,0,0
X600104.SH,0,0,0.0997296158504413,0.140723115810885,0,0.015096230916545,0,0,0,0,0,0,0,0,0.35969543150592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0384542601889225,0,0,0,0,0,0,0,-0.0076272381307141,-0.0162574500295024,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263957824612581,0,0,0,0,0.00292171793310517,0,0,0,0,0,0,0.0838870729216844,0,0,0,0,0,0,0,0,0,0.0207856987210067,0,0,0,0.168187025073617,0,0,0,0,0,0,0.342941846980274,0.0402183867817457,0,0,0.0142164233157473,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.191769334091383,0,0,0,0,0.0693780163164543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0639024695766055,0,0.0668260586859288,0,0,0,0,0,0.049243039952935,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0554595883902769,0,0,0.046457417783285,0,0.0826998981922776,0,0,0,0,0,0,0,0.0755448506316312,0,0,0,0,0,0,0,0.228923312483458,0,0,0,0,0,0,0,0,0,0,0,0,0.012845561434047,0,0,0,0,0.0113873559527951,0,0,0,0,0,0.0111015262378985,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0371150207773776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319308948608422,0,0,0,0,0,0,0,0,0,0.0464475084317189,0,0,0,0,0,0.0146208110655025,0.0469117880348434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.023942744923857,0,0,0,0,0,0.085476521150759,0,0,0,0,0,0,0,0,0.196494650805315,0,0,0,0.0320977086589826,0,0,0,0,0,0,0,0.0419305070570791,0,0,0,0,0,0,0.0150444963382144,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157890558456375,0,0,0.140853743838305,0,0,0,0,0.182248079208345,0,0,0,0,0,0,0.0918239206057978,0.00192484233109374,0.00259834641681549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.000120716103358728,0,0.0540533431715605,0,0,0,0,0,0,0,0,0,0,0,0,0.192144779940225,0,0,0,0,0,0,0,0.0315463447840109,0,0,0,0,0,0.158361865261397,0,0.0741171123476386,0,0.065870121867916,0.0278299996042898,0,0,0,0,0,0.0138483977837274,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240195854244265,0,0.0786760924096298,0,0,0,0,0,4.33680868994202e-19,0,0.0467586428233623,0,0,0,0.0713646946221527,0,0.100153147605924,0.0538954624138486,0.194230084345145,0,0,0,0,0,0,-0.001067014470648,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034670303033033,0,0,0,0,0,0,0,0,0.328823388074896,0,0,0,0,0,0,0,0,0.0229866184401855,0.0697904206286232,0,0.464288870519378,0,0,0,0,0,0.207071569917472,0,0,0,-0.00113666029090137,0,0.135715813841269,0,0,0,0
X600690.SH,0,0,0,-0.0298161613883528,0,0,0,0,0,0,0,0,0,0,0,0.0874731748490112,0,0.00653806116134043,0,0,0,0,0,0.0319424610749763,0,0,0,0,0,0,0,0.141738929915151,0,0,0.290127389785992,0,0,0,0,0,0,0,0,0,-0.0418658546956775,0,0,0,0,0,0,-0.0946936400885271,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0.0111618431409249,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0878546014009319,0,0,0.0370583365697556,0,0,0,0,0,0,0,0.175389273356115,0,0,0,0,0.0526236772778314,0.0445756643219745,0,0.15366712710817,0.0260711384386303,0,0,0,2.16840434497101e-19,0.15644626487897,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0.0338071481739519,0,0,0,0,0,0.0834018803783574,0,0,0,0,0,0,0,0,0,0.129328903258185,0,0,0,0.113953481706533,0,0,0.0135794656460739,0,0,0,0.0417427642360326,0,0,0,0,0,0,0,0,0.0290499309102501,0.158380161122034,0,0,0,0,0.030534691786265,0,0.0643342376592323,0,0,0,0.0269777327332721,0,0,0,0,0,0,0
X600741.SH,0,0.0464125432200584,0.0554906767870405,0,0,0,0,0,0,0,0,0,0,0,0,0.0916054209785021,0,0,0,0,0,0,0,0,0,0.277264561005597,0,0,0,0,0,0,0,0.00887810808945348,0,0.00939381816918508,0,0.0254948093077967,0,0,0,0,0,0,0,0,0.166313036147543,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673136099333568,0,0,0,0.0725478386434623,0.119318792600898,0,0.165308687966904,0,0.0902024988447199,0,0,0,0.271735334027063,0,0,0,0.00369725676751408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108691304230318,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.353353067584355,0,0,0,0,0,0,0,0,0,0,0,0,0.0695707166736717,0,0,0,0.0325844542029085,0,0,0,0,0,0,0,0.123359269877788,0,0,0,0,0.0103550741124937,0,0,0,0,0,0,0,-0.00213964375767655,0,0,0,0,0,0,0
