,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X002475.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X300124.SZ,X000100.SZ,X002008.SZ,X000625.SZ,X600487.SH,X600809.SH,X300003.SZ,X600498.SH,X600776.SH,X000661.SZ,X002456.SZ,X000596.SZ,X000050.SZ,X002007.SZ,X000157.SZ,X002179.SZ,X600066.SH,X600522.SH,X300142.SZ,X600177.SH,X300146.SZ,X002129.SZ,X600089.SH,X002241.SZ,X300136.SZ,X002180.SZ,X600867.SH,X002506.SZ,X600372.SH,X600566.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0419250695867912,0,0.0747634755770928,0,0,0,0,0,0,0,0,-0.0297404623172669,0,0,0,0,0,0,0,0,0,0.0820962544038521,0,-0.00559418194644138,0,0,0,0,0,0,0,0,0,0,0,0.0759668630395897,0,0,0,0.112790978357602,0,0,0,0,0,0,0,-0.0134499472568813,0.0179782955933705,0,0,0,-0.0108750053070509,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0699050970145362,0,0,0,0,0,0,0,0,0.0702735050370416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579290119844787,0,0,0.0365292911800757,0,0,0,0,0.193763633395708,0,0,0.00522315721117616,-0.0276625944958447,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.125076662130838,0,0,0.0476008936165218,0.186597237062487,0,0,0.0434616403990052,0,0,0,0,0.391199318508802,0,0,0,0,0,0.011135484117456,0,0,0,0,0.00798299379422185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0276861454313665,0.0657483768670833,0,0,0,0.058396725047481,0,0
X000651.SZ,0,0.0131275134027959,0,0,0,0,0,0,0,0.166165219301199,0,0,0,0,0.00923697042586129,0,0,0,0.0759411049085976,0,0.0215218708039062,0,0.00947036952879887,0,0,0,0,0,0,0.00446772217218851,0,0,0,0,0.0335427786338243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00473994680453217,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0328792049002461,0.0897286156183401,0,0,0,0,0,0,0.348068367115424,0,0,0,0,0,0,0,0,0,0,0,0.0535208691394677,0,0,0.00927087265329591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419642530120138,0,0,0,0,0,0,0,-0.00418849758714104,0,0,0,0,-0.0179702287268358,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36137341746568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625817935605754,-0.00791399065312965,0,0,0,0,0,0,0,0.173633483791815,0,0,0.0664246338713021,0.0233721543883703,0,0,0,0.0711897134537027,0,0
X002304.SZ,0,0.11113859035404,0,0,0,0,0,0,0,0.0326456350669744,0,0,0,0.102638508839924,0.0616755760635654,0,0,0,0,0,0,0,0,0,0,0.125499723018113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181811245026612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312546404340525,0,0
X000725.SZ,0,0,0.0864065142254001,0,0,0,0,0,0,0,0,0,0,0.00718115021277323,0,0,0.127148401556272,0,0,0,0.168612456306788,0,0,0,0,0,0,-0.00659116351412677,0,0,0,0.155795707028804,0,0,0,0,0,0,0,0,0,0,0,0.0127967103280796,0,0.00196256592898627,0,0,0,0,0,0,0,0,0,0,-0.00460575532050042,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000206815837324403,0,0,0,0,0,0.252384445883112,0,0,0.201445320713033,0,0,0,0,0,0,0,0,0,0.0848841334754727,0,0,0,0,0,0,0.0501847866607348,0,0.0180973635787668,0,0,0,0,0,0.00764469716683792,0,0,0,0,0.137624033407664,0,0
X600690.SH,0,0.22258607905649,0.0189946322509978,0.276243981340661,0,0,0.134313150947616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523496591158725,0,0,0,0,0,-0.0213880610251851,0,0,0,0,0,0,0,0,0.0630630041821814,0,0,0,0,0,0,0,0,0.0828958922944386,0,-0.000579418601010029,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.075303594415612,0,-0.0127462156397363,0,0,0,0,0,0,0.191922497245035,0,0,0,0,0,0,0,0,0,0,0.065077587177908,0.0882674378857221,0.0639771820974256,0,0,0.0892356390371476,0,0,0,0,0.118484192788475,0,0.161033877155223,-0.0946681682846293,0,0,0.219442004433131,0,0,0,0,0,0,0,0.0107603047581372,-0.0345927394856755,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.202724408614301,0,0,0,0.0303416648593748,0,0.0119610711311907,0,0,0.0347249123643325,0.0836506701894093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202195689413702,0,0,0,0.00945083689621408,0,0,0,0,0,0
X000338.SZ,0,0.0130963745725853,0,0,0,0,0.0869064553163823,0,0,0,0,0,0,0,0.118795272077312,0,0.102916492703058,0,0.0867323496981536,0,0,0,0,0,0,0.0109280372180837,0,0,0,0,0,-0.0242907075607945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101426225192319,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.285632297757788,0.0514320856514983,0.0838784333846939,0,0,0,0,0,0,0,0,0,0,0,0.00907751589851847,0,0,0,0,0,0.176199351597594,0,0,0.0113121156982014,0,0,0,0,0,0,0,0,0,0,0,0.126803334574717,0,0,0,0.00316172924517123,0,0.0822136170393601,0,0,0,0,0,0.00957766161914012,0.0179409493232084,0,0,0,0,0,0
X600741.SH,0,0.179332496753563,0,0,0,0,0,0,0,0.0475137062264598,0,0,0.165556765235678,0,0,0,0,0,0,0,0,0.137894448411184,0,0,0,-0.0821002683293235,0,-0.051859564792961,-0.0502479618817682,0.0885329844375069,0,0,0,0,0,0,0,0,0,0,-0.0263075503277453,0,0,0.0448729504311352,0,0.14303167160921,0,0,0,0,0,0,0.0297067282071587,0,0,0,-0.00501626961810485,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179066173392242,0,0,0,0,0,0,0,0,0,0,-0.0204625679529772,0,0.00675558537381599,0,0.480604039419962,0,0,0,0,0,0,0,0,0,0,0.374269643498017,0,0,0,0,-0.0624179017879607,0,0,0,0.177081906445373,0,0.0488543638548343,0.173555182760018,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0.0242449898446903,0,0,0.0803068688068169,0,0,0,0,0,0,0.0639785034959799,4.33680868994202e-19,0,0,0,0,0,-0.00935981166540331,0,0,0,0.0606807569903952,0,0,0,0,0,0,0,0,0.00734126804065259,0,0,0.0991213051614619,0,0.095546344858019,0,0,0.0933694518169319,0,0,-0.00546737195194941,-0.00167317558254049,0,0,0,0,0,0
