,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X600690.SH,X000725.SZ,X000661.SZ,X002241.SZ,X000063.SZ,X003816.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X600703.SH,X600741.SH,X300014.SZ,X000625.SZ,X002371.SZ,X000100.SZ,X002007.SZ,X300142.SZ,X002129.SZ,X002236.SZ,X002049.SZ,X601877.SH,X002179.SZ,X600584.SH,X002414.SZ,X000157.SZ,X000800.SZ,X600183.SH,X300003.SZ,X601799.SH,X300136.SZ,X000066.SZ,X002008.SZ,X002456.SZ,X300146.SZ,X000977.SZ,X002185.SZ,X600118.SH,X000050.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.237115057021921,0,0,0.00844137826140411,0,0,0,0,0,0.34609662696601,0,0.030487726399,-0.0286875022356002,0,0,0,0,0,0,0,0,0,0.000871041194352807,0,0.068205822656909,0,0,-0.0747893224396098,0,0.0339795010810452,0.0466055892045374,0,0,0,0,0,0,0,0,0,0,-0.0456816766512861,0,0,0,0,-0.0191182669100587,0,0,0,0.0278135089404083,0,0,0,0,0,0,0
X000858.SZ,0.114243607664574,0,0,0,0,0,0,0.219780984262716,0,0,0.147757348653747,0,0,0,0,0,0,0,0.0657984372107119,0.0862470958714018,0,0,0,0,0,0,0,0,0,0.0264272695169349,-0.0124963175679451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168095733290785,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0837264953205794,0.0104383007887763,0,0.0252295516105104,0,0,0,0,0,0,0,0,0.0661893172007686,0,0,0,0,0,0,0,0,0,0.0355222722251226,0.00182409956074329,0,0,0,0.00688100871975085,0,0,0,0,0.0193458222307267,0.0278259099813237,0,0,0,0.0148931364337411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.173247570719639,0,-0.0126993182424374,0,0,0,0,0.261537723342537,0,0,0,0,0,0,-0.0940459888119983,-0.0499391120435164,0,0,0,0,0,0,0,0,0,0.110458513759409,0,0,0.0744709757755108,0,0,0,-0.0748881585368116,-0.0204865182136337,0,0,0,0,0,0,0,0,-0.0233305184150587,0,0,0,0,-0.000421173738558719,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465607032018882,0,0,0,0,0,0,0,0,0,0,0.00931053650003645,0,0,0,0,0,0.0726340234545561,0,0,0,0,0,0,0,0,0,0,0,0.0177060370385706,0,0,0,0,0.247409314262661,-0.06090234149058,0,0.00679687476847048,-0.000849645224877534,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00104985042031839,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0952858202622371,0,0,0,0.0197925474071928,0,0,0,0,0.136663043792395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190337913304337,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0485964360100814,0,0,0,0,0,0,0,0.110574994024968,0.241470833783715,0,0.0829953951251873,0.108472436464286,0,0.0765036648786273,0,0,0,0,0,0,0,0,0,0,0,0,0.011645114144103,0,0,0,0,0,0,0,0.0734412503168404,0,0,-0.0281004745517919,0,0,0,-0.00505883743265395,-1.0842021724855e-19,0,0,0,0,0,0
X000568.SZ,0,0.0381828972259909,0,0,0,0,0,0,0.163754957850776,0,0.157140485566966,0,0,0,0.0911146007502527,0,0,0,0,0.139618916534289,0,0,0,0,0,0,0.0728564191407247,0,0.00100119505936754,0,-0.00937345815475624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194532036505357,-0.041689841353922,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.236807947107188,0,0,0,0,0,0,0,0,0,0,-0.0632787112079199,0.0711553943967119,0,0,0.241091177519992,0,0,0,0,-0.0743845242709335,0,0,0,0,0.0838988037774439,0,0,0,0,0,0,0,0,0,0,0,0.103342595352873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0.0392429363535917,0,0,0,0,0,0.0540141306868909,0,0,0,0,0,0.28251511572467,0,0,0,0,0.528344869319793,0,0,0.109690367434706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325512707479684,0,0.00659338763856791,0,0,0,0,0,0,0.0113016595211406,0,0,-0.0675623706374462,0,0,0,0.0707725864100453,-0.0523527444500149,0,0,0,-0.017105414773258,0,0
