,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600031.SH,X600741.SH,X600703.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X600271.SH,X002456.SZ,X002236.SZ,X000338.SZ,X002085.SZ,X600118.SH,X000157.SZ,X600177.SH,X002292.SZ,X000559.SZ,X600372.SH,X002007.SZ,X600867.SH,X300124.SZ,X300003.SZ,X002074.SZ,X002294.SZ,X002180.SZ,X002506.SZ,X600498.SH,X600089.SH,X600522.SH,X601877.SH,X002426.SZ,X002508.SZ,X002465.SZ,X000981.SZ,X600566.SH,X000050.SZ,X000550.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.126135617751838,0,0,0.143803978027725,0,0,0,0,0,0,0,0,0,0.0402035561323955,0,0,0.0919679653107119,0,0.0540077906323202,0,0,0.021983656298717,0,0,0,0,0,0,0,0.0960358446810333,0,0,0,0,0,0,0,0,0.165342216524653,0,-0.0961260229851317,0,0,0,-0.0331329897527313,0,0,0,0,0.0269147227215087,0,0,0,0,0,0,0
X600104.SH,0.108809927765907,0,0.0224297269800735,0,0,0,0,0,0,0,0,0,0.310923342624341,0,0,0,0,0.0683553673205281,0,0,0,0,-0.0113077407904835,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0214980464279634,0,0,0,0,0,0.00925846996710418,0,0,0,0,0,0,0.12841136532331,-0.0390602568188051,0,-0.0654983917018039,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,-0.00627758011149362,0,0,0,0,0,0,0,0.0758408802625691,0,0,0,0,0,0.00656381571842157,0,0,0,0.0870154446776425,0,0,0.062207037380803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287463082318119,0,0.0669248921130692,0.488579818764626,0,0.0708076028536708,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017835798304962,0,0,0,0,0,0,0,0.0101049983392298,0,0,0,0,0,0,0,0,0,0,0.0367623104932424,0,0,0,0,0,0,0.173061069406395,0.0936255536333676,0,0.0992971963510858,0,0,0,0.08170373779724,0,0,-0.0546401042429779,0.0882751217848104,-0.151369413930992,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.0273684295823429,0,0,0,0,0.250124632529427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181554277992903,0.0899309709918656,0,0.0307610260889354,0,0.072858934549647,0,0,0,0.0753113818591077,0,0.0842787853683913,0,0,0,0,0.0135126255861326,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306804774461232,0,-0.0248392304102905,0,0,0.0150142000026065,0,0,0.0116488470439986,0,0,0,0,0,0,0,0,0,0,0.123131742459133,0.121383085531726,0,0,0,0,0,0.102157984670732,0,0,0,0,0.0853608796374429,0,-0.0222314419714687,0,0,0,-0.0121602788565229,0,0,0,0,0,0
X002304.SZ,0.347088221726317,0,0,-0.00440758898906258,0.171891054486977,0,0,-0.0287692167567512,0,0,0,0,0,0,0.052973804659748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0178329797324429,0,0,0,0,0,0,0,0.00146458148965533,0,0,0,0,0,0,0,0,0.190595651602611,0,-0.00636034949269083,-0.00905444354577291,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0165609767925776,0,0,0,0,0,0,0.0674732526022078,0,0,0,0,0,0,0,0.0829459277600546,0,0,0.0324645769474719,0,0,0,0,0,0,0,0.0571409814891061,0,0,0,0,0,0,0.0824099121700335,0,0,0,0,0,0,0.0138523220476085,0,0,0.139846805564961,0,0,-0.00522864922130016,-0.0245850052491597,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0272481298155859,0,0,0,0,0,0,0,0,0,0,0.00343476939859491,0.0482848696134225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106793571404177,0.0748873687020092,0.213837993017431,0,0,0.0530307048840018,0,0,0,0,0,0.0115016115682766,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0495217580442,0,0,0,0,0.0634170639107211,0,0,0.024215402170009,0,0,0,0.0734229414265136,0,0,0.045469817122452,0,0,0,0.0756732134582915,0,0,0,0,0,0.0203631576970888,0,3.46944695195361e-18,0.0219515976637053,0,0,0,0,0,3.46944695195361e-18,0,0,0.0164796936965071,0,0,0,0,0,-0.00638356025813549,0,0.10166969515679,0,0.0485544626723244,-0.00301272359143817,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0.0948999494562776,0,0,0,0,0,0.0482694066720311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103908738126542,0.0338647641888049,0,0.127186562416952,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0491613510890702,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117232989634376,0,0,0.00831638220467889,0,0,0,0,0,0.246247734985856,0,0.081675368198916,0,0,0.044804247315036,0,0,0,0,0,0,0.1440186480736,0,0,0,0,0,0,-0.0233031408406693,-0.0164627393233125,0,0,0,0,-0.0501849992249242,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.379863770493607,0,0,0,0,0.0772957192214935,0,0,0.00386190781773306,0.0218660412984962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324040063001328,0,0,0,0.0358358670375935,0,0,0.0398857088004074,0.0334172911620125,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.1319664884458,0,0,0,0.238507701592771,0,0,0,0,0,0,0,0,0,0,0,0.0914382029554196,0,0.0222008393512614,0,0,0,0,0,0,0.0597728537563397,0.0160181184948196,0,0,0,0,0,0,-0.0598823185743871,0,0,0,0,0,-0.0114001072930793,0.0692300089501153,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0507397589419852,0.458987366811197,0.125641483233785,0,0,0,0,0,-0.0313542235262872,0,0,0,0,0,0.0410415610759644,0,0.0604317381010984,0,0,0.0737352370612313,0,0,0,0,0.0806646220635337,0,0.0466329966184014,0,0,0,0,0,0,0.0050028509895408,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,-0.00319536448649792,0,0.0342484750306252,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0295888368667049,0,0,0,0,0,0.0302157582405845,0,0.0248138592129334,0,0,0,0,0,0,0,0,0,0,0,0,0.111303520109301,0.150163411290255,0,0.0709073452415406,0,0,0.158746852467943,0.0458300895330865,0.0153301130882756,0,0,0,0,0,0,0.0285106237576753,0,0,-0.00175403123199505,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199845831133542,0,0.191022046095505,0,-0.00371788021331927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231099652233631,0,0.0235065681155109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18510327936295,0,0,0,0,0
X002241.SZ,0,0.0455313083099111,0.0741337202730246,0,0,0,0,0.0161056653644241,0,0,0,0,0,0,0,0,0.124988817150936,0,0,0.103719927271774,0,0,0,0,0,0,0,0.285896256292522,0,0,0.158357905607642,0.151741258599324,0,0,0,0.0619228196842592,0,0.13303534681458,0,0,0,0,0,0,0,0,0,0.107594122030443,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,-0.0401366834745275,0,0,0,0,0,0,0,0.0347235898547944,0,0,0,0,0,0.00933782041619692,0,0,0,0,-0.0255904357872818,0.112916366879909,0,0.114565381725101,0,0.0861594343871509,0,-0.0117681711424745,0,0,0,0,0,0,0.00785698392315506,0.0336297620338883,0,0,0.0290997955571752,0,0,0,-0.0490642199737112,0,0.180447264030515,0,0,0,0.0196670187478277,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0.0944120069503091,0.111412678378478,0,0,0,0,0,0,0.0521234199564111,0,0,0,0,0.328978776932084,0.192210964794933,0,0,0,0.13012182463254,0,0,0,0,0,0,0,0,0,0.063132322038763,0,0,0,-0.123953072663746,0,1.38777878078145e-17,0,0,0,0,0,0,-0.0540389457514213,0,0,-0.0650315984582703,0,0,-0.118431108910096,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176359640544701,0.0289288044728844,0,0,0,0,0,0,0,0,0.0817937765319148,0,0,0.119306999978073,0,0,0,0,0,0,0.193024041023123,0,0,0,0,0,0,0,0.0301283604403638,-0.0361178835890085,0.194341398956497,-0.0738431991754482,0,0,-0.00275137444649037,-0.0673701792547967,0,0,0,0,0,0
X000338.SZ,0,0,0,-0.0207490185224589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146498482201923,0,0,0,0,0.131285580974311,0,-0.0190363003239752,0,0,0,-0.131095781226068,0,0.239231354261966,0,0,0,0.093326592277745,0,0,0,0,0,0.235685836427631,0,0,0,0,0.0742328220945957,0,0,0,0,0
X002085.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909603733588784,0,0,0.00406010691933863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152958937595902,0,0.219397898395797,0,0,0,-0.0268226983819522,0,0.0245588766635373,0,0,0,-0.0329458579374135,0,0,0,0,0,0
X600118.SH,0,0,0,-0.0204556485048724,0,0,0,0,0,0,0,0.104113123900226,0,0,0,0,0,0,0.0336740932194693,0,0,0.0795255306864655,0,0,0,0,0,0,0.368947849589088,0,0,0,0,0.0803561890819255,0,-0.0214217504416692,0.0311751719094681,0.0335209998236673,0,0.10064917524379,0.00961881211906745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
