,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X000725.SZ,X000661.SZ,X000063.SZ,X600809.SH,X003816.SZ,X600690.SH,X002241.SZ,X600703.SH,X000596.SZ,X000338.SZ,X002007.SZ,X000100.SZ,X300142.SZ,X300124.SZ,X300014.SZ,X002371.SZ,X600741.SH,X002049.SZ,X000800.SZ,X601877.SH,X300003.SZ,X002236.SZ,X000157.SZ,X002129.SZ,X002414.SZ,X600584.SH,X000625.SZ,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002294.SZ,X002456.SZ,X002185.SZ,X000050.SZ,X300146.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0750191871217525,0,0,0,0,0,0.239360674017863,0,0,0,0,0,0,0,0,0.0217076778982964,0,0.0478253013860903,0,0,0,1.73472347597681e-18,0,0,0,0,0.060930352305031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872768387880096,0,0,0,0,0,0,0,0.00145573082487275,0,0,0,0,0,0
X000858.SZ,0,0,0,0.142332658351329,0,0,0,0,0.09461287010309,0,0,0,0,0.358080889633893,0,0,0,0,0.126566121572594,0,0,0,0,0,0,0.0269457555104666,0,0,0,0,0,0,0,0,0,0,0,0.0296648044125491,0,0,0,0,0,0,0,0.0123800039318981,0.0138526660142611,0,0,0,0,0.00875826811560282,0.000900641993103894,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.150293502547543,0,0,0,0.0847363537572717,0,0,0,0,0,0,0.0029275567363889,0,0,0,0,0,0,0,0,0.00895151752944492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209524914010328,0,0,0,0,0,0,-0.00565891795962411,0.0120762867092263,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342901501375844,0,0,0,0.0102352853176076,0.0669063572253293,0,0,0,0,0,0,0,0,0,0,0,0.0945076018278654,0,0,0,0,0,0,0,0,0,0.0224148374364138,0.0413565946587149,0,0.18254406178848,0,0,0,0,0,-0.0112139170641111,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103577559282663,0,0,0,0,0,0,0,0,0,0,0,0.0723973711505289,0,0,0,0.159918959314042,0,0,0,0,0,0.0246051273168526,0,0,0,0,0,0,0,0,0,0,0.09803189020797,0,0,0,-0.00340892341571522,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0374620373180603,0,0,0.11210827450898,0,0,0,0,0,0,0,0.0955098011608405,0,0,0,0.000693330359554051,0,0.106129740519566,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0.00329144084752353,0,0,0,0,0,0.0995961637617134,0,0,0,0,0,-0.0303121096321898,-0.00861391358583019,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,-0.106536186525904,0,0,0,0.0228504840447843,0,0.0343427761709843,0,0.181068007669361,0,0,0,0,0,0,0,0,0.0452291493456303,0,0,0.0735022443884701,0,0,0,0,0.0578958170312342,0,0.074762523981472,0,0,0,0,0,0,0.0764940614153628,0.0502518007066816,0,0,0,0,-0.021530359677442,-1.0842021724855e-19,0,0,0,0,0,0
X000568.SZ,0,0.439329030442012,0,0,0,0,0,0,0.198827824776116,0,0,0,0,0.0954305531087398,0,0,0,0,0.011458359506801,0,0,0,0.0373915635470486,0,0,0.0204155233720296,0,0,0,0,0,0,0,0,0,0.0629302775391386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181458017705057,0.00676422508840802,0,0,0,0,0,0
X002304.SZ,0,0.33537400051239,0,0,0,0,0,0.319498943789441,0,0,0,0,0,0.00226125727181944,0,0,0,0,0,0,0,0,0.0037297851410142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142947952616566,0,0,0,0,0,0,0,0.000763579226786683,0.00345655378762165,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.128168955241116,0,0,0,0,0,0,0,0,0,0.0343259840062057,0.458994407201232,0,0,0,0,0,0,0,0,0,0,0,0,0.238652016613299,0,-0.0497345801420246,0,0,0.0173915929865653,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144946961464066,0.00753255910955291,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0704742326623461,0,0,0,0,0,0,0,0,0,0,0,0,0.362995541230616,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0.0272735355707054,0,0.0156090944448126,0,0,0.183492350967705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302086936553505,0,0,0,0,0,0
X000661.SZ,0,0,0.198808229869639,0.184205436144264,0,0,0,0,0,0,-0.0653210373493652,0,0,0,0,0,0.16947675886266,-0.0593033373909178,3.46944695195361e-18,0,0.0835894896056126,0,0,0,0,0.00997654563261713,0,0,0,0,0,0,0,0,-0.0337983655231319,-0.0141902970471712,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.110172958501167,0,0,0,0,0,0.0168204797459544,-0.0289626549618553,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0843788481482932,0,0,0,0,0.199341623057872,0,0.091058358954178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252076185603936,0,0.0337461922913739,0,0,0,0,0,0,0,0,0,0,-0.0142028890704518,0,0,0,0,0,0,0
