,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X000651.SZ,X002475.SZ,X600690.SH,X300124.SZ,X000725.SZ,X000063.SZ,X600104.SH,X002371.SZ,X002129.SZ,X000596.SZ,X600031.SH,X003816.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X002241.SZ,X000100.SZ,X002236.SZ,X000661.SZ,X600584.SH,X600702.SH,X002180.SZ,X000977.SZ,X600522.SH,X601877.SH,X300142.SZ,X600460.SH,X000157.SZ,X600741.SH,X002074.SZ,X000733.SZ,X600183.SH,X300003.SZ,X002463.SZ,X002007.SZ,X002294.SZ,X000066.SZ,X002414.SZ,X000799.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.105551209495975,0.106209732476072,0.058840072705829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311238791554966,0,0.0629334772832108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082065497243416,-0.00960841891390632,0,0,0,-0.0166588228302038,0.0315003413713805,0,0,0,0,0,0
X000858.SZ,0,0,0.0639297160615553,0.0870844865834029,0.0894521357665287,0,0.290570836769756,0,0,0,0,0,0,0,0,0,0.0571735549343206,0,0,0,0,0,0,0,0,0,0,0,0.062744093953049,0,0,0,0,0,-0.0194987342129652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0082946523792768,-0.00245276258535264,0,0,0,0,0,0
X002415.SZ,0,0.0332860432172654,0,0,0,0.0526012158686408,0,0,0.073061195184244,0,0,0,0.022325708452894,0,0,0,0,0,0,0.0724136559228075,0,0,0,0,0,0,0,0,0.191328234303997,0,-0.028281993396185,0,0,0.07609122922804,-0.128836036937915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193935887480555,0,0,0,0,0,0
X000568.SZ,0,0.335817921420843,0.0588162166824018,0,0,0,0.287631216031931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114130700083142,0,0,0,0,0,-0.0600021500311705,0,0,0,0,0,0,0,0,0,0,0.0285938733313484,0,0,0,0,0,0.00557129519212087,-0.0620175619076201,0,0,0,0,0,0
X600809.SH,0,0.119713068349496,0,0,0,0,0.237687805114523,0,0,0,0,0,0,0,0,0,0.083990212317893,0,0,0,0,0,-8.67361737988404e-19,0,-0.14792825292565,0,0,0,0.0369275704097336,0.0289289656876686,0,0,0.157060017874244,-0.0259594793180111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296839523163366,0,0,-0.0311021965114002,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504777580550594,0,0,0,0,0,0,0.0870237744885096,0.159702426683651,0,0,0,0,0,0,0.0195029653997976,0,0.139185502300512,0,0,0,0,0.0193854575090208,0,0,0,0,0,0,0.101136635530951,0,0,0.0385263946889899,0.0243084207800634,0,0,0,-0.0201847277982496,0,0,0,0,0,0,0
X002304.SZ,0,0.345778005350297,0,0.429293448425518,0,0,0,0,0,0,0,0,-0.00770220076654229,0,0,0,0.0140603679063763,0,0,0,0,0,0,0,0,0,0,0,-0.10715006415362,0.0538561326930554,0.0868449714755904,0,-0.0193839393408688,0,0,0,0,0,0,0,0,0,0.0294807038841615,0,0,0,-0.0697211736864213,0,0,0,0,-0.020910908649172,0.0109630429129043,0,0,0,0,0,0
X000651.SZ,0,0.124363061404224,0,0.0112395272119424,0,0,0,0,0,0.16241324530873,0,0,0,0,0,-0.0211424660997549,0,0,0,0,0.0921422401512279,0,0,0.0122428434081576,0,0,0,0,0,0,0.0460353047916084,0,0,0,0,0.00388903320467338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00632931759596051,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961402024764362,0.103009448392285,0,0,0.192564941997897,0,0,0.13882841963635,0,0,0,0,0,0,0,0,0,0.0428010284001862,0,0,0,0.101873941933798,0,0,0,0.102098517323626,0,-0.00656665341121724,0,0,0,0,0,0.0533348821541888,0,0,0,0,0,0
X600690.SH,0,0,0,0.0951512075826538,0,0,0,0.185786758971439,0,0,0.0830445504067233,0,0,0,0,0,0,0.0982692236650447,0,0,0,0,0,0,0,0,0,0,-0.144421460961907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633057808341232,0.0101913026179023,0.0108746971092269,0.0124309099414242,0,0,0,0,0,0
