,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X600031.SH,X600066.SH,X002506.SZ,X002241.SZ,X002292.SZ,X002236.SZ,X000157.SZ,X002049.SZ,X600741.SH,X600118.SH,X002465.SZ,X000559.SZ,X002475.SZ,X000338.SZ,X600372.SH,X000568.SZ,X600089.SH,X300124.SZ,X600177.SH,X002294.SZ,X600867.SH,X000869.SZ,X600498.SH,X601877.SH,X300003.SZ,X002074.SZ,X002426.SZ,X002129.SZ,X000977.SZ,X600584.SH,X600582.SH,X002456.SZ,X000550.SZ,X000623.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.0934995059064655,0,0,0,0,0,0,0,0.108160610071175,0,0,0,-0.0210182884056435,0,0,0,0,0,0,0,0,0,0,0.0358627334222953,0,0.0511152280758295,0,0.0356701300564555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173876181368112,0.0046025204274926,0,0,0,0,0,0
X600104.SH,0,0,0.0406005628457939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125782722088898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167374121623837,0,0,0,0,0.0335809725170872,0,0.0473914003695394,0.0344756470135425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0244506690798563,0,0,0.0124818662593791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345234747850374,0,0,0,0,0.0434629655002976,0,0,0,0.0361620413486695,0,0,0,0,0,0.0747634719664904,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142689173887739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259201129722248,0.148577936810956,0,0,0.198069416136673,0,0,0,0,0,0,0,0,0,0,0.0587949619600372,0,0,0,0,0,-0.039592512400023,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610556745676819,0,0,0,0,0,0,0.104011855267912,0,0,0,0,0,0,0.0439773724406163,0,0.11808298008648,0,0,0,0.0439734011982412,0,0.0819051493749766,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0901884392601054,0,0,0,0.0547220357884383,0,0.0489219398535564,0,0,0,0,0.170779039749811,0,0.0359905758859923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362691346831139,0,0.023313982004808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0305878382687404,0,0,0,0,0,0.137918356203763,0,0,0,0,0,-0.0107166503739962,0.0038094856857484,0,0,0,0,0,0.0964110177230408,0,0,0,0,0,0.206960619110239,0,0,0.0435654715642651,0,0.0928159220589331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0861897619927806,0,0,0,0,0,0,0,0,0,0,0,-0.0459864416586018,0,0,0,0.136614060734617,0,0,0,0,0,0,0,0,0,0,0.0486274586043564,0,0,0,0,0.0136479220760496,0.0320203189929972,0,0,0.0097981884443994,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079361343704431,0,0,0,0,1.38777878078145e-17,0,0.220556329820635,0,0,0.0083050929128528,0,0,0,0,0,0,0,0,0,0,0,0,0.0344519842323755,0,0,0,0,0.261407284414169,0.232028712046266,0,0,0,-0.0164073434349675,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.141358735792313,0,0,0,0,0,0,0,0.0966074003673869,0,0,0,0,0,0.0202478613342627,0,0,0,0,0,0.000316015159317618,0,0.185826948899133,0.12947305773757,0,0,0,0,0,0,0,0.108356120162276,0,0,0,0.0824158317210954,0,0,0.0121572923779661,1.73472347597681e-18,0,0,-0.0049979411286685,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000463721509687963,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955949003122927,0,0,0,0,0,0,0,0.106950251587613,0,0,0,0,0,0.0180081658668429,0.0867187215710032,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0262117619694516,0.154033910610106,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609167590462985,0,0,0,0,0,0,0,0.00461187446972785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562131130257081,0,0,0,0,0,0.268643430726303,0.138722007743381,0,0.0178253233695027,-0.0251039633320414,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0926326756712174,0,0,0,0,0,0,0,0,0,0,0,0,0.0392182365798183,0,0,0,0,0,0,0,0,0.0548423059153873,0,0,0,0,0,0,0,0,0,0.018534897180736,0,0,0.157148391077387,0,0.116718255947023,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0.09046273688715,0,0,0,0,0,0,0,0,0,0,0,-0.0141225525925102,0,0.143296925583349,0,0.128608293248714,0,0,0.0828926101702475,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0213330222499673,0.251323142496554,0,0,0.00380837373750531,0.00835191538475004,0,0,0,0,0,0
X002506.SZ,0,0,0,0.0804719893779895,0,0,0,0.222743174994423,0,0,0,0,0,0,0,0,0,0.249962867732835,0,0,0,0,0,0,0,0,0,0,0,0.0384708437316011,0,0,0,0,0,0.0543968367709885,0,0,0,-0.151434018556814,0.0654017972944433,0,0.247285056949048,0,0.297892383802628,0,0,-0.104285050412963,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139117724490661,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0946401559904476,0,0,0,0,0.128067218087218,0.202149144257757,0,0,0.0129677060800237,0,0.193988412384344,0.02683792914209,0,0.00304201729001956,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437995661715292,0,0,0,0,0,0,0.0410849746720593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134788227204646,0.321925406347405,0.0370294293016037,0.114292795813394,0,0,0,0.299118442812062,0,0,0,0,0,-0.122868007225077,0,0.100449608515974,0,0,0,0
X002236.SZ,0,0,0,0.295616484459423,0,0,0,0,0,0,0,0.0105416186051794,0,0,0,0,0,0.0646659425836783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000262216394241347,0.0358893682457515,0,0,0,0.0348160079349105,0,0,0.0989959189094771,0,0,0.0566781729946352,0,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337778224534457,0,0,0,0,0,0,0,0,0.0420086559922024,0,0,0,0,0,0,0.0749416605475251,0,0.155187412985209,0,0,0,0,0,0,0.0231914790692832,0,0.0838213395907585,0,0,0,0.00177468318923194,0,0,0,0,0,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.00701120602987203,0,0,0,0,0,0,0,0,0,0,0.0964690083112293,0.0125566889933493,0,0,0.181020237258557,0,0.0524960532383935,0,0,0,0,-0.0246920456786066,0.110609069259971,0,0,0,0,0,0
