,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X600031.SH,X002371.SZ,X000625.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X600703.SH,X002049.SZ,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X600741.SH,X000157.SZ,X600584.SH,X000977.SZ,X000661.SZ,X002241.SZ,X601877.SH,X600522.SH,X600702.SH,X000733.SZ,X002074.SZ,X601799.SH,X002463.SZ,X000800.SZ,X002007.SZ,X002028.SZ,X002180.SZ,X300142.SZ,X600460.SH,X000066.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0151588474933989,0.167913608977359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128561789976247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10223921590415,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0688828770155836,0.0512187862341583,0,0,0,0,0,0
X000858.SZ,0,0,0.481664659378702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00558092125410951,0,0,0,0,0,0,0,0,0,-0.0713726504963869,0,0,0,0,0,0,0,0,0.104568943757637,0,0,0,0,0,0,0,0,0,0.123566246704127,0,0,0,-0.0799556071014762,0.105603983216387,0,0,0,0,0,0
X000568.SZ,0,0.314800350078467,0,0,0,0,-0.0504068599302341,0,0,0,-0.0701831899837705,0,0,0,0,0.393903159961476,0,0.0347985178834693,0,0,-0.00614116069126264,0,0,0,0,0,0,0,0,0,0,0,0.0185410067186867,0,0,0,0,0.128747725340125,0,0,0,0.0178508737256957,0,0,0,0,0,0,0,0,0,0.0260767101927156,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.207013470316691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389385731258554,0,0,0,0,0,0,0.384617441746634,0,0,0.0159935441935734,0,0,0,0,-0.0789631321210579,0,0,0,-0.0165118064542899,0,0,-0.0227625945508315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.131264051561501,0,0,-0.0929520615077905,0,0,0,0,0,-0.156904287906272,0,0,0,0,0.0690475559085627,0.0286203061520972,0,0,0.0978181166980462,0,0,0,0.128991322605027,0,0,0.0275171928961471,0,0,0,0,0,0,0,0,0.306586941897644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.108065115257323,0,0,0,0,-0.00792015229005424,0,0,0,0,0,0,0,0,0,0,-0.185923241462043,0,0,0,0,0.200238582738283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0866375900975448,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0712721613178114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133338237440279,0,0,0,-8.67361737988404e-19,0,0.102736185979478,0,0,0,0,0,0,0.0932071520509245,0,0,0,0,0,0,0,0.0628301905193346,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.00842735823788793,0,0,0,0,0,0,0.0453706939263513,0.1052979444265,0,0.0459181949539669,0,0,0,0,0.15414691522539,0.0231372473770944,0,0,0.133230924869029,0,0,0,0.00338749374948652,0,0,0,0,0,0,0,0.00822777744844063,0,0,0,0,0.0418807213934794,0,0,0,0,0,0,0,0,0,0,0,0,-0.0807071329127727,0,0,0,0,0,0,0,0
X002304.SZ,0,0.336954523055306,0.0909026075048354,0,0.0890102675508155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776885468843848,0,0,0,0,-0.0448997346620257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794361496239175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00437458715193073,0,-0.119417416154992,0,0,0,0,0
X000651.SZ,0,0.203686214771833,0,0,0,0,0.093862962145603,0.293710841396785,0,0,0,0,0,0,0,0,0.0153453503720042,0,0.0796850556226884,0,0,0,0,0,0,0,0,0,-0.0818139242704954,0,0,0,0,0,-0.0329503464184074,0,0,0,0.0668810576440093,0,0,-0.0215784791041891,0,0,0,0,0,0,0,-0.00203818928431834,0,1.73472347597681e-18,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0.101837372533838,0,0,0,0,0,0,0,0,0,0.124891952278012,0,0.211015190864244,0,0,0,0,0.0491434902607561,0,0,0,0,0,0,0,0,0.0300588684387812,0,0,0,0,0.0117641126795631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0406011390347895,0,0,0,0,0,0,0,0,0,0,0,0.145612952263376,0.0936491516137174,0.0276483690649409,0,0,-0.13062969277264,0,0,0,0,0,0.0887124066902523,0.149004179569592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00573534353137218,0,0,0,0,0,0
