,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X600741.SH,X002475.SZ,X000338.SZ,X002241.SZ,X000625.SZ,X002456.SZ,X600031.SH,X000100.SZ,X601877.SH,X600066.SH,X002008.SZ,X600487.SH,X600809.SH,X300136.SZ,X300124.SZ,X002508.SZ,X300003.SZ,X600522.SH,X600498.SH,X600089.SH,X600867.SH,X002294.SZ,X600699.SH,X002085.SZ,X000596.SZ,X600271.SH,X000981.SZ,X000157.SZ,X600177.SH,X000050.SZ,X600566.SH,X600118.SH,X000559.SZ,X600584.SH,X002180.SZ,X000661.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.118539981934751,0,0,0.138703511564614,0.0727362762536837,0,0,0,0.117820685584211,-0.0490072453979694,0,0,0,0,0,0,0,0,0,0,0,0,0.0569730601260273,0,0,0,0,0.0345231029041766,0,0,0,0,0.0261714002043488,0,0.0276574189770984,0,0,0,0,0,0,0,0.126951874613037,0,0,0,0,0,0,0.0110367069740534,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0695235650907724,0,0,0,0.0691683931403365,0,0,0,0.285958781027207,0.0833757045284572,-0.0341816729718897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12440897264708,-0.0375558937196336,0.00936511153231027,0.0134150518495851,0,0,0,0,0,-0.0292573295966539,0,0,0,0.0223048176409886,0,0,0,-0.0257817293564941,0.0322424547307755,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.040624564788689,0,0,0,0.0113591479894228,0,0,0,0,0,0,0,0,0,0.0573766066116153,0.149631791954675,0.0546710690272441,0.0556508199160234,0,0,0,0.0321483800289168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873518186058279,0,0.00280451573019113,0,0.00394706453488484,0,0,0,0,0,0,0
X000858.SZ,0.0545741813465736,0,-0.014302495092172,0,0,0,0,0.107669068140694,0,0,0,0.287357300857257,0,0,0,0,0,0,0,0,0,0.0333080450989597,0.00282360718338511,0,0,0.222433468166195,0,0,0,0,0,0,0.0560135259537593,0,0,0,0,0,0,0,0,0,0,0,0,0.114556352718026,0,0,0,0,0,-0.0250183569054892,0,0,0,0,0,0,0
X000651.SZ,0,0.172314604997863,-0.0611448604132872,0.148350959286332,0,0,0,0,0,0,0,0,0.0824249339547017,0,0,-0.0280565384704913,0,0,0,0.146975224711323,0,0,0,0,0,0,0,0,0.0636604108893626,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316179109053306,0,0,0,0,0.0194595438808041,0,0,0,0.00739479529517067,0,-0.0345381839057574,0,0,0,0,0
X000725.SZ,0,0,0.00199179966279666,0,0,0,0,0,0.105780891302755,0,0,0,0,0,0.0774994716929501,0.000173699742489934,-0.0329541120755809,0,0,0,0,0.201705594579924,0,0,0,0,0.261296857264721,0,0,0,0,0,0,0.15155349717063,0,0,0,0,0,0,0,0,0.295621956577685,0,0,0.0834460782015534,0,0,0,0,0,3.3881317890172e-21,0.011931443722452,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0572819081564792,0,0,0,0.186151656144186,0,0,0,0,0,0,0,0,-0.168822663187999,0,0,-0.0351211630011721,0,0.0523932268168343,0,0.038557144665296,0,0,0,0,0,0.0392741574711131,0,0,0.176691454635201,-0.0305224483783986,0,0,0,0,0,0,0,0,0,-0.0766227907632389,0,0,0,0,0,0,0.0160966901854613,0,0,0,0,0,0
X002304.SZ,0,0,0,0.525779740880575,0,-0.0213803002376071,0,0,0,0,0,0,0,0,-0.0585105116278518,0,0,0,0,0,0,0,0,0,0,0,-0.00153360743107744,0,0,-0.0326770874260326,0,-0.0443572106953181,0,0,0.140959430145248,0,0.0514478659677462,0,0,0,0,0,0,0,0,0,-0.0563397893448228,-0.08638100191627,0,0,0,-0.0579253479890691,0.0579194059993368,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0578533314337305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088243768974602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721615817126825,0,0,0,0.264002349231634,0,0,0,0,0,0.0273233062383585,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0722431467242409,0.166909000249044,0,0,0,0.131586252498159,0,0.0674153121413278,0,0,0,-0.0157633748523488,0,0,0,0,-0.0830331150145516,0,0,0,0,0,0,0,0,0,0.0528458398486066,0,0,0,0.214973984765691,0,0,0,0,0,0,0,0,0,0,-0.158199167374967,0,0,0,0,0.0358334686490665,-0.0254570354380212,0,0,0,0,0,0
