,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X600031.SH,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X002049.SZ,X600703.SH,X600089.SH,X000100.SZ,X600372.SH,X002236.SZ,X600741.SH,X000661.SZ,X000977.SZ,X000157.SZ,X601877.SH,X600584.SH,X002241.SZ,X600522.SH,X000733.SZ,X600702.SH,X002074.SZ,X002180.SZ,X601799.SH,X000800.SZ,X002007.SZ,X002028.SZ,X300142.SZ,X002463.SZ,X300003.SZ,X600487.SH,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.449079000998902,0,0,0.0399476690378544,0.0211709073032231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290052730319991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528178383496575,0,0,0,0,0,0,0,-0.0430946498749502,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.532131348894217,0,0,0,0,0,0,0.0523934309508081,0,0,0,0,0,0,0,0.0462028582306936,0,0,0,0,0,0,-0.0363810226525417,0,0,0,0,0,0,-0.00254075068033032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120130112338819,0,0,0,0.0593994630851165,0,-0.0165458848408987,0.0397259576094946,0,0,0,0,0,0
X000568.SZ,0,0.624865067919607,0,0,0,0,0,0,0,0,-0.0462495471740513,0,0,0,0,0.276432898707165,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158240757914625,0,0,0,0,0,0,0,0,0,0.10319481111436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.155562020370985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357263237260059,0,0,0,0,0,0,0,-0.0375574968465377,0,0,0,0,0,0,-0.0182324986497348,0,0,0,0,0,0,0,0.00458541180459887,0,0,0,0,0,0,0
X600809.SH,0,0,0.0620667979099409,0.0521996577907911,0,0,-0.0588216558440968,0,0,0,0,0,-0.145745114820741,0,0,0,0,0.0485708264287186,0.0905170648145376,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.270597478613205,0,0,0,0,0,0,0,0,0,0.0821267945949187,0.0723730149184512,0,0.00474043139498383,0.052375991336766,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.138846245889661,0,0,0.0239269667382173,-0.077987821923582,0,0,0,0,0,0,0,-0.342694896319403,0,0,0,-0.14304318725741,0,0.287144748184664,0.0764952816323239,0,0,0,0,0.0508636664324878,0,0,0,0,0,0,0,0,0,-0.102349713605391,0,0,0,0,-0.0169180277400189,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0132515789759681,0,0,0,0,0,0,0,0,0,0,0,0,0.0447651778002632,0,0,0,0,0.111558217214362,0,0,0.0899623974889181,0,0,0,0.0649321009470637,0,0,0,0,0,0,0,0,0,0,0.0571518865236048,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X600690.SH,0,0.161386334068524,0,0,0,0,0,0,0,0.0454833670098914,0,0,0,0,0,0,0.00456376703108427,0,0.0670751698667659,0,0.026875271835139,0.133213869384752,0,0.000655824807347157,0,0,0,0,0,0,0,0.0193356301016595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190299425144959,0,0,0,0,0,0
X002304.SZ,0,0.298214946903411,0.251739235440845,0,0.0242801732351866,0,0,0,0,0,0.012402639355619,0,0,0,0,0,0,0.0735922521172268,0,0,0.0287480228380548,0,0,0,0,0,0,0,0.0131488973807725,0,0,0.0188225771558395,0,0,0,0,0,0,0.0115120809596406,0,0,0,0,0,0,0,0,0,0,0,0,-0.00214344683013936,0,0,0,0,0,0,0
X000651.SZ,0.0976057717330517,0.105810246966553,0,0,0,0,0,0.181394512843351,0,0,0,0,0,0,0,0,0,0.078364609905781,0,0,0,0.0907663016427467,0,0,0,0,0,0,-0.0714102067387875,0,0,-0.0268168066322327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00798836724022005,0,0,0,0,0,0.00453539258176565,0,0,0,0,0,0
