,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X002236.SZ,X000338.SZ,X600031.SH,X300003.SZ,X300124.SZ,X002008.SZ,X601877.SH,X002456.SZ,X000625.SZ,X600487.SH,X600066.SH,X600809.SH,X600271.SH,X000100.SZ,X600867.SH,X002294.SZ,X002241.SZ,X600522.SH,X600566.SH,X300136.SZ,X000981.SZ,X002508.SZ,X002179.SZ,X000050.SZ,X300142.SZ,X000157.SZ,X600089.SH,X600498.SH,X000977.SZ,X002049.SZ,X000661.SZ,X600707.SH,X600177.SH,X600584.SH,X000596.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.390410068449958,0.215585629867508,0.00420046406351588,0.0825103468229454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00811272770082216,0,0,0,0,0,0,-0.0109082776196369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201700272239805,0,0,0,0.0147826702771924,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.16510999723279,0,0,0.0621418988999735,0.19653985194899,0,0,0,0,0,0,0,0,0,0,0,-0.0128160117676819,0.0642181624269196,0,0,-0.178389029808962,0,0,0,0,0,0,-0.0342583414566769,0,0.0853545121040724,0,0,0,0,0,0,0,0,0,-0.102720734726985,0,0,0,-0.0152077642493044,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0979580214835172,0.0470153572173333,0,0,0,0.0746716883765119,0,0,0,0,0.13300078887624,0,0,0,0,0,0,0,0,0.319204977791472,0,0.0191819697822532,0,0,0,0,0,0,0,0.138226747314124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00259649391750439,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.321234501186204,0,0,0,0,0.202771986677853,0,0,0,0,0,0,0.0697219817332371,0,0.0221453942980144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106088745956115,0,0,0.166880388314102,0,0,0,0,-0.0247024954389038,0,-0.040820672125912,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.16419403229302,0,0,0.176121738350629,0,0,0,0,0,0,0,0.591747841237408,0,0,0.0158983255623403,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0024623583904203,0,0,0,-0.0124024930545462,0,0,0,0,0,0,0
X600276.SH,0,0,0.111989758411284,0.101751273949008,0.0614536721929772,0,0.17116922953568,0,0,0,0.0516116187225726,0,0,0.0576793165046646,0,0,0,0,0,0,0,0,0,0.157296767884377,0,0.0740267602371371,0,0,0.039442220273697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348647445477121,0,0,0,0,0,0,0.00227055699103029,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.204187962913912,0,0,0,0,0,0,0.001700625295041,0,0.0741467659351116,0,0,0,0,0,0,0,0,0,0.318001449193119,0,0,0,0,0,0,0,0,0,0,0,0,0.463224952167232,0,0,0,0.161108709408342,0,0,0,0.0502799729979666,0,0,-0.00078854714136764,0,0,0,0,0,0,0
X002304.SZ,0.234209211215115,0,0,0,0.314418781179224,0,0,0,0,0,0,0.157633280592072,0,0.114589580250839,0,0,0.0288579088809669,0,0,0,0,0,0,0,0,0,0,0,0,-0.0542041163351962,0,0,0,0,0,0.128731976868157,0,0,0,0,0,0,0,0.0618703027460971,0,0,0,0,0,0,0,0.0197017592159732,-0.0260690189783048,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566707046094127,0,0,0,0.237356539250836,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.124665702242836,0,0,0,0,0,0,0.104120624218824,0,0,0.00585417125427558,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.174248863819918,0.314175026630741,0,0,0.174856741601904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638761183837108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.115893835062701,0,0.280880644275449,0,0,0,0,0,0,0,0,0.146479565743018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243935856730741,0,0,0,0,0.0299763720073564,0,0,0,0.345160982079423,0,0,0,0,0.0171821518403809,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.486263837819178,0,0,0.124967865994282,0.00318786224433238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235312981163552,0,0,0,0,0,0,0,0,0,0,0,0.00222590985262488,0,0,0,0,0,0,0.214450960579886,0,0,0,0.110144726542862,0,0,-0.0107697959029569,-0.00215159562604453,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0116627392175648,0,0,0,0,0,0,0,0,0,0.108821763135815,0.338562751322978,0,0,0,0,0,0,0,0,0,0,0,0.0471203298380304,0,0,0,0,0.0306284738487343,0,0,0,0,0.0122672351896905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0.696191212185122,0,0,0,0,0,0,0,0,0,0.156890134978886,0,0,0,0,0,0,0.0780147137958488,0,0,0,0,0,0,0,-0.10726512381501,0,0,0,0,0,0,-0.00636910715093666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293498965216491,0,-0.216681515847455,0,0,0,0,0
X002236.SZ,0,0,0.224773425815552,0,0,0,0,0.0115048387292328,0,0,0.218994635415433,0,0,0,0,0,0,0,0,0.298367016468585,0,0.0592248391729513,0,0,0,0,0,0,0,0,0,0,0,0.0744185515264682,0,0.0748645558404293,0,0,0,0,0,0,0,0.00561242825528035,0.110840032849225,0,0,0,0,0,0,0.0204556366057846,-0.0223191272140489,0,0,0,0,0,0
X000338.SZ,0,0,0.0211617551482513,0,0,0,0.106474037976278,0,0,0,0,0.0489295135175921,0,0,0.0851359399449788,0,0.3829084023686,0,0.0045151081775817,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0311849017423151,0,0,0,0,0,0,0,0,0.0422738011752845,0,0,0,0,0.0369950235085067,0,-0.00207835476388828,0,0,0,0,0,0,0
X600031.SH,0.154123942801485,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0255664372568331,0,0.0723345121349183,0,0.364030827131068,0,0,0,0,0.00283055255046566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582668288819812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110350900998761,0,0,0,0,0,0,0
X300003.SZ,0,0,0.00665195693343618,0,0,0.272817109753869,0,0,0,0,0,0,0,0,0,0.149920847203475,0,0,0,0,0.0392261129322796,0,0,0,0,0,0,0,0.298205683230693,0,0,0,0,0,0,0.00142280994932361,0.0051719740374374,0,0,0,0,0,0,0.141252484326691,0,0,0,0,0,0.0769678096974614,0,0.0140407872668229,0.0176457031569236,0,0,0,0,0,0
