,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X600104.SH,X000568.SZ,X003816.SZ,X000725.SZ,X300124.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X002179.SZ,X600418.SH,X002463.SZ,X000977.SZ,X600584.SH,X600089.SH,X600703.SH,X000157.SZ,X600372.SH,X002028.SZ,X002049.SZ,X000066.SZ,X600522.SH,X600741.SH,X002236.SZ,X600183.SH,X600839.SH,X601877.SH,X600066.SH,X600460.SH,X002156.SZ,X002456.SZ,X000661.SZ,X002085.SZ,X600487.SH,X002129.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.257364803336963,0,0,0,0,0.051516706975782,0,0,0,0,0,0,0,0,0,0,0.250732021863685,0,0,0.00541222082372045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225589788460897,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0377843920990544,0,0
X000858.SZ,0.194959227521172,0,0,0,0,0,0.346224472558875,0,0,0.0493705834725296,0,0,0,0,0,0,0.0347265883783252,0.172736725543883,0,0.0194440448184245,0,0,0,0,0,0,0,0,0,0,0.116145593635026,0,0,0,0,0,0,0,0,0.00194649857755983,0,0.0760725197286412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892267521364827,0,0,0,0,0,0.203468678723462,0,0,0,0.317565369310286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00604720862053201,0,0,0,0.120524470344715,0,0,0,0,0,0,0,0,0,0,-0.00441485907349548,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114547385364604,0,0,0,0,0,0,0.0414103748056445,0.444249087216407,0,0.0516913363119528,-0.00367424866878443,0.0907717828531338,0.0475506903557342,0,0,0,0,0,0,-0.0310745164254486,-0.0131332046706156,0,0,0,0,0.0594556070124461,0,0,0,0,0,0,0,0,0,0,0,0,-0.07869979463924,0,0,0,4.33680868994202e-19,0,0
X002415.SZ,0,0,0,0,0,0.0795557110947345,0,0,0,0,0,0,0,0,0,0.114952839370635,0,0,0,0.0544196872057679,0.254182937493098,0,0,0,0,0.017849687318649,0,0,0,0,0,0,0,0,0.0418938229159002,0,0,0,0.0367445022163134,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212088975057597,0,0,0,0,-0.0307977981673845,0,0
X600690.SH,0,0,0,0.0594171389656784,0,0,0.091505468355863,0.271008396978637,0,0,0,0,0,0,0,0.0975729941847789,0,0,0,0,0,0,0,0,0,0.00570786508570397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00515475184705017,0,0,0,-0.0105780170729347,0.0701420333394711,0,0,0,0,0,0,0,0,0,0,0,0.0376117720679157,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.0136742674334451,0.550070743452846,0,0,0,0,0,0,0,0,0.306474604101529,0.011904295890408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.00022447278041183,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.330880604702074,0,0,0,0.0717286690072112,0,0,0,0,0,0,0,0.139046262287334,0,0,3.46944695195361e-18,0,0,0.0541926951977886,0,0,0,0,0,0,0,0,0,0,0.00867875641572277,0,0,0,0,0,0,0.113305943881278,-0.0571548843988358,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00284461499625808,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,-0.0708737652009819,0,0,0,0.430552575139929,0,0,0,0,0,0,0.0465879569428825,-0.0105676933821822,0,0,0,0.0367123442030732,0.1125616793548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127070540443977,0,0,6.67360443103589e-05,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449907232371665,0,0,0,0,0,0,0,0,-0.019558399565224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536625064541155,0,0,0,0,0.240372776916866,0,0,0,0,0,0,0.0683144848147955,0,0
