,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X002506.SZ,X000100.SZ,X600031.SH,X002292.SZ,X600066.SH,X002241.SZ,X002236.SZ,X600118.SH,X000157.SZ,X600741.SH,X002049.SZ,X000559.SZ,X002465.SZ,X002475.SZ,X600372.SH,X000338.SZ,X600089.SH,X000568.SZ,X600498.SH,X300124.SZ,X600177.SH,X002294.SZ,X600867.SH,X000869.SZ,X300003.SZ,X601877.SH,X002456.SZ,X000977.SZ,X600582.SH,X002129.SZ,X002074.SZ,X002426.SZ,X000550.SZ,X600584.SH,X002085.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0222960407332853,0,0,0,0,0.102591916170046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139742387629841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00340389690483023,0,0,0.00521340350533932,0.00389562388356085,0,0,0,0,0,0
X600104.SH,0,0,0,0.0294457263040096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11418776471697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188731208557014,0,0,0,0,0.0324372481936453,3.46944695195361e-18,0,0,0,0.050735108587251,0.0458933465902146,0,0,0,0,0,0,0.00491976261250541,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0616711885066152,0,0,0,0,0,0,0.111401501072361,0,0,0,0,0,0,0,0,0.354360225281029,0,0,0.106087396350589,0,0,0.086339364271428,0,0,0,0.0293480662165908,0,0,0,0,0,0,0,0,0,0,0,-0.0232137474455306,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0951899030752524,0,0,0,0.0565683772717892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34849647122064,0,0,0,0,0.0233055136132156,0,0,0,0.0257202124642113,0,0,0,0,0,0,0,0.0195805335121177,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00906240976172142,0,0,0,0.0266977298969003,0,0,0,0.101330820901063,0,0,0,0,0,0,0,0.0489959958597904,0.0889179505045674,0,0,0,0,0,0.0499486294353668,0,0,0.118896331512705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0864949607331529,0,0,0.0800390565122993,0,0,0,0.166687926398232,0,0,0,0,0,0,0.101803640585409,0,0,0,0,0,0,0,0,0.0114410162976777,0,0,0,0,0,0,0.0228022958434448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0538857204432492,0,0,0,0,0,0,0.130587554103959,0,0,-0.010618274190095,0,0,0,0,0.00926513167551653,0,0.0990530840433513,0,0,0,0,0,0,0,0,0,0.194135223343739,0,0,0.0454489684600559,0,0.0754959809360038,0,0,0,0,0,0,0,0,0,0,0,0,0.00757262163798793,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281459002689189,0.14349192682351,0,0,0,0,0,0,0.0540998643900348,0,0,0,0,0,0,2.16840434497101e-19,0,0.0112429798187055,0,0,0,0,0,0,0.0743590846009067,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190426190857442,0,0,0,0.0397464911952742,0,0,0,0.262043431495921,0,0,0,0,0,0,0,0,0.127957537633648,0,0,0,0,0,0,0,0,0.0567586495353338,0,0,0.0742611504010438,0,0,0.04462236920186,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.115122912167471,0,0,0,0,0,0,0,0,0.0990209909713538,0,0.023270107106587,0,0,0,0,0,0,0,0,0,0.0349629958549685,0.0257035538411556,0.169185141196417,0.135557895650312,0,0,0,0,0,0,0.00320877963825601,0.0874037299891798,0,0,0.0835206781566005,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.0228726369891126,0,0,0,0,0,0.0678212168160916,0,0,0,0,0,0,0,0.00708456268617403,0,0,0,0,0,0,0.126636222912591,0,0.0607401703439026,0.0618123232100449,0,0.0346903442106546,0,0,0.0153253887087662,0,0,0,0,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220439147025224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286018616711217,0,0,0.19050598121869,0,-0.118140536128863,0,0.174539087735771,0,0,0,-0.0234321073324596,0.0136879093330708,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.0984990318807038,0.046830659518669,0,0,0,0,0,0.0467789717259337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100791272676428,0,0,0,0,0,0.138304202321651,0,0,0.0642296928497735,0,0,0,0,0,0.0434871278932428,0,0.0362926028048333,-0.038313982275609,0,0,0,0,0,0
