,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000625.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002129.SZ,X600703.SH,X600089.SH,X002236.SZ,X002049.SZ,X600372.SH,X002241.SZ,X000661.SZ,X600584.SH,X000157.SZ,X600741.SH,X000977.SZ,X601877.SH,X600522.SH,X002007.SZ,X000800.SZ,X002074.SZ,X600183.SH,X002463.SZ,X601799.SH,X600418.SH,X000733.SZ,X300142.SZ,X002180.SZ,X000066.SZ,X002456.SZ,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.178993420580913,0,0.233226029545762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603146927198423,0,0,0,0,0,0,0,0,0,0,0,0,0.0568710744891198,0.0399576712034225,0,0,0,0,0.0207066345788689,0,0,0,0,0,0,0,0,0,0,0.00549269608518639,-0.00118349170917356,0,0,0,0,0,0,0
X000858.SZ,0.312625537064157,0,0,0.0726246343389488,0,0,0,0,0,0.159307413235672,0,0,0.0576578677684672,0,0,0.00317495914215303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117438405607951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156443864273507,0,-2.16840434497101e-19,-0.00527955827911926,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386412328004753,0,0,0,0,0,0,0.0481337431485141,0,0,0.233221070084158,0,0,0,0,0,0,0,0.0853493228307912,0,0,0,0,0,0,0.00293653610184944,0,0,0,0,0,0,0,0,0.0537307624648847,0.0126351813205921,-0.0248344006986322,0,0,0,0,0,0
X000568.SZ,0.211981270513482,0.0196705798533667,0,0,0,0.349072840827465,0.103801284396477,0,0,0,0,0,0,0,0,0.152961555991717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240613834974639,0,0,0,0,0,0,-0.0662061809740408,0,0,0,0.0154853363039207,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0343844959888765,0,0.202651991847904,0,0,0,0,0,0,0,0,-0.0176393035483945,0,-0.0342914467039955,0,0,0,0,0,0,0,0,0,0,0.0581042054247967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00504304738411509,0.043801920679172,0,0.039446487663346,0,0,0,0,0,0,0,-0.0470351500950931,0,0
X600809.SH,0.19157113886642,0,0,0.447647247037472,0,0,0.00800809167274981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105090118592827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000406683495440798,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868927776394057,0.00591292317621396,0,0,0.116770121154606,0,0,0,0,0,0.0881807427600919,0,0,0,0,0.168941193709049,0,0,0,0,0,0,0,0,0,0.155618919725981,0,0.0445458201640085,0,0,0,0,0.0415510391430548,0,0,-0.030908320298781,0.0336790656873082,0,0,0,-0.150918579958832,0,0
X600690.SH,0.12166432275242,0,0,0,0,0.0807111830953629,0,0,0,0,0,0,0.0124680711690919,0,0,0,0,0,0.13063043421803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710767338828521,0,0,0,0,0,0,0,0,0,0,0.000795174416352712,0,0,0,0,0,0
X000651.SZ,0.0702237802011609,0,0,0,0.0771024284260577,0,0,0.0596084150832161,0,0,0,0,0,0,0,0,0,0,0.0473001338096242,0,0,0,0,0,0,0,0,-0.00847940180046357,0,0,0.0631393200426755,0,0.00456969589709024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00639933034020923,0,0,0,0,0,0
X002304.SZ,0,0.0422585945453673,0,0,0,0.288055813285392,0,0,0,0,0,0,0.128569734844397,0,0,0,0,0.0274743988863575,0,0,0.0307676129319097,0,0,0,0,0,0,0.029002453847395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136444021708012,0,0,0,0,0,0,-0.0737700166330459,0.03991363025883,0,0,-0.00672275830782138,0,0,0,0,0,0
X600104.SH,0.110636429371229,0,0,0,0,0,0,0,0,0,0,0,0.17941533832612,0,0,0,0,0,0.158574419962784,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150235069871048,0,0.0119649758888807,0,0,0,0,0.130992565321947,0.0142763519426407,0,0,0,0,0,0,0,0,0,0,0,0.00740240248841001,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257744456828767,0,0,0,0,0,0.0207420414402216,0,0.00955276740718788,0,0,0,0,0.120927300794637,0.0788228176810172,0,0,0,0,0,-0.0631245543885555,0,0,0,0,0,0,0,0,0,-0.0665058593426903,0,0,2.71050543121376e-20,0.00601961967501637,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.115561260280899,0,0,0,0,0,0,0,0,0,0,0.0643209433817839,0,-0.0126593705050344,0,0,0,0,0,0,0,0,-0.0483488935620497,0,0,0.0135342122367232,0,0,0,0.048856650739425,0,0,0,0,0.44127219018937,0,0,0,0,-0.0144463792566305,0,0,-0.00460568295966586,0,-0.152234491891329,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0868813027706633,0,0,0,0,0.0972201134295628,0,0,0,0,0,0.451696596393852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024641893931685,0,0,0,0.00972345402749105,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419911460556163,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0747560706451336,0,0,-0.132940457916719,0,0,0,0.0295734657333372,0,0,0,0.122889217939954,0,0,0,0,0.0286291542758992,0,0,0,0,-0.0864923187436145,0,-0.0682072172919168,-0.00280716314532705,0,0,0,0,0.00690153207286278,0,0
X000596.SZ,0,0,0,0.336957466741659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00440584222515052,0,0,0,0,0,0,0,0.091678904512775,0,0,0,0,0,0,0,0,0,0,0,0,0.0390575385468392,0,0,0,0,0,0,0,0.0113167971634656,-0.0142511660590289,0,0,0,-0.00584436467970011,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00994316830726637,0,0,0,0,0,0,0,0,0,0.058790622325625,0,0,0.0263689489023052,0,0,0,0,0.0719628361963103,0,0,0,0,0,0,0,0,0,0,0.0091383543794802,0.0599683242521722,0,0,0.131169670760442,0.0318444389597091,0,0,0,-0.0161005121313212,0,0,0,0,0,0,0
