,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X600031.SH,X002475.SZ,X000725.SZ,X600104.SH,X000661.SZ,X300014.SZ,X300124.SZ,X000338.SZ,X003816.SZ,X000063.SZ,X002241.SZ,X000100.SZ,X600703.SH,X000596.SZ,X000157.SZ,X000625.SZ,X300142.SZ,X002129.SZ,X600741.SH,X002371.SZ,X002049.SZ,X002179.SZ,X002007.SZ,X601877.SH,X002236.SZ,X600584.SH,X000799.SZ,X002414.SZ,X300003.SZ,X600183.SH,X300146.SZ,X000800.SZ,X601799.SH,X600779.SH,X600460.SH,X600089.SH,X600702.SH,X002074.SZ,X002008.SZ,X000977.SZ,X600707.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0258683050547685,0,0,0,0,0.195178793522636,0,0.0284593132219275,0,0,0,0,0.0154053147331179,0,0,0,0,0,0,0,0,0,0.0870479832866582,0,0,0,0,0,0,0.0384364996161374,0,0,0,0,0.177811658955441,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375774388825944,0,0,-0.0155886916999326,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.00919714804650054,0.408888617863113,0,0.163294086657437,0,0.0118168157135934,0,0,0,0,0,0,0,0,0,0,0,0,0.0759155186777403,0,0,0,0,0,0,0,0,0,0,0,0.150789094415751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00286291542455203,0,0,0,0,-0.000636991191767564,0,0
X002415.SZ,0,0,0,0,0,0,0.222685380700771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643591333355107,0,0.290099636712369,0,0.0824031101693796,0.223730873723906,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205765072176685,0,0,0.0493894782776528,0,0,0,-0.0115242009302997,0,0
X600276.SH,0,0,0,0,0,0,0.136948770120959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797155568465193,0,0,0,0,0,0,0.116431677293949,0,0,0,0,0,0,0,0,-0.166831097910738,0,0.0356267813861052,0,0,0,0,0,0,0,0,0,0,-0.000397415114391312,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,1.73472347597681e-18,0,0.0730700907780312,0.0417782848795284,0,0,0,0,0,0,0.0449963194886603,0,0,0,0,0.0988194538740838,0.0160622966446788,0,0.0230718217496921,0,0,0.0390021251938161,0.137044805765847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220679017707324,0,0,0,0,0,0,0.000686538689891538,0,0,0,-0.00561663697885277,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.112177796538671,0,0,0,0,0.106410092569498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888474955614455,0.0627564037212804,0,0,0,0,0,0.426097485063053,0,0,0,0,0,0.0397300190984129,0.00261614781714631,0,0,0,0,0,0,0,0,0,-0.0964640137986418,0,0,0,-0.0383651851155928,0,0
X000568.SZ,0,0.640722918943825,0,0,0,0,0,0,0,0,0,0,0,0.0419162679689193,0.0453571154508872,0,0,0,0,0,0,0,0.0206405868208231,0,0,0,0,0,0,0,0,0.235092830371407,0,0,0,0.014205651414596,0,0,0,0,0,0,0.100494979579339,0,0,0,0,0,0,0,0,0,-0.0187232192651035,0,0,0,-0.00678714361517857,0,0
X600690.SH,0,0,0.179263001354329,0,0,0.0826232714693531,0.0426106339689885,0,0.0958393306571169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120257102917642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176169692442455,0,0
X002304.SZ,0,0.383738031409605,0,0,0,0.0692375546726559,0.202093840063558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154983857907304,0,0,0,0,0,0,0.05671201853698,0,0,0,-0.00913608429332004,0,0,0,0,-0.0104805188422497,0,0
X600031.SH,0,0,0,0,0,0.0475158300851804,0,0,0,0,0,0,0,0,0,0.257374502466585,0.0994927674410458,0,0,0,0,0.0297665150300209,0,0,0,0,0,0,0.0294263367176232,0.262013715245685,0.0345441097153994,0,0,0,0,0,0,0,0,0,0,0.0430678746511507,0,0,0,0,0,0,0,0,0,-0.0133864920166318,0,0,0,0,0.0143924987992895,0,0
