,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X000725.SZ,X300124.SZ,X600031.SH,X003816.SZ,X002129.SZ,X002371.SZ,X300014.SZ,X002049.SZ,X000338.SZ,X002241.SZ,X000063.SZ,X600703.SH,X000596.SZ,X601877.SH,X002179.SZ,X000625.SZ,X600460.SH,X600089.SH,X000100.SZ,X600741.SH,X000661.SZ,X300142.SZ,X002180.SZ,X000157.SZ,X002074.SZ,X600522.SH,X000733.SZ,X600702.SH,X600884.SH,X002236.SZ,X000799.SZ,X002414.SZ,X002008.SZ,X600584.SH,X600779.SH,X002007.SZ,X000977.SZ,X600563.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.523599631927523,0,0,0.0528447752402654,0,0,0.125431108562205,0,0,-0.0167080433137243,0,0,0,0,0.0137979500297396,0,-0.0129517503175573,0,0,0,0,0,0.0698495326981318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081942680933621,-0.0159653307364555,0,0,0,0,0,0,0,0,-0.0228316134265727,0,0,-0.00666785480946255,-0.0106854875890548,0,0,0,0,0,0
X000858.SZ,0.216730742515797,0,0.0265647978220249,0,0.0930471904098852,0.0406066207155941,0,0.0945712530139914,0.0516714328033129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103815757450033,0,0,0,0,0,0,0,0,0,0,0.00921801107205437,0,0,-0.0365848317045697,0,0.119324350316908,0,0,0.0742400843648171,0,0,0,0,0,0.0406629968375551,0,0,0,0,0.0110510993628848,0,0,0,0.0182731889689601,0,0
X002415.SZ,0,0.0349781922152128,0,1.0842021724855e-19,0,0.0884538475970976,0,0,0,0,0,0,0.0137871386486989,0,0,0,0,0,0,0,0,0,0,-0.0147557027570067,0,0,0,0,0,0,0,0,-0.0440909900416504,0.11202247178204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167641226604169,0,0,0,0,0.0127949580111865,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.226022100751979,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.00870184232775689,-0.174998380220569,0,0,0,0,0,0,0,0,0,0,0,0,-0.100222459157603,0,0,-0.0417412759405798,0,0,0,0,0,0.254894886239798,0,0,0,0.1223075674956,0,0,2.16840434497101e-19,0,0,0,-0.00250538746614273,0,0,0,0,0,0
X000568.SZ,0.26419772263849,0.150260679588157,0,0.0550236328609039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123857385068204,0,0,0,0,0,0,0,0,0,0.0945654875313679,0,0,0,0,0,0,0,0.170258308931529,0,0,0,0.0160972291849571,0,0,0,0,0,0,0.029615127148518,0,0,0,0,0,0
X002475.SZ,0.0185889704292453,0,0.0017888240336737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28045172588853,0,0,0,0.214352355462938,0,0.077098791973026,0,0,0,0,0,0,0,0,-0.0495883243402834,0,0,-0.157945446162507,0,0,0,0,0,0,0,0.0674460250206226,0,0,0,0,0,0,0,0,-0.0424559519324279,0,0,0,0,0,0,0
X600276.SH,0.039673960323693,0,0.0404433744452941,0,0,0,0,0,0.306424723146454,0,0,0,0,0,0,0,0,-0.144325007541035,0,0,0,0.26840424175606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373504792180577,0,0,0,0,0,0,0,0,0,0,0,0,0.0135442193874427,0,0,-0.0196911815668961,0,0,0,-0.0263116619089427,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147248146896425,0,0,0,0,0,0,0.213530725301116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190892387964083,0,0,0,0.0819101737610603,0,0,0.0104067100673137,0,0,0,0,0,0
X600690.SH,0,0.0874439140810062,0,0,0,0,0.0688037021410497,0.0634114943907761,0,0,0,0,0,0,0,0,0,0,0,0.152481109730075,0,0.0553833299442611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108364173899629,-0.0732817899556609,0.0480610541451852,0,0,0.14370297783674,0,0,0.0528899927233706,0.105139903738213,0,0,0,0,0,-0.00814516141060039,0,0,0,0,0,0,0
X600104.SH,0.00381310469337572,0,0,0,0.0387888902123623,0,0,0,0,0,0.0605387849326665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168659149360118,0,0,0.100567672894987,0,0.00787249140745486,0,0,0.0952376754082985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.00233534046437282,0.00260120424671687,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.00910008383902162,0,0,0.077617998262021,0,0,0,0,0.118850860126558,0.135367702010059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167192970449466,0,0,0,0,0,0,-0.0342888442722137,0,0,-0.027762225859165,0,0,0,0,0,0,0.0235929914625531,0,0,-3.46944695195361e-18,0,0,-0.0155286676342512,0,0,0,0.00107950786274015,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.00891012925031353,0,0,0,0,0,0,0,0,0,0.00746862347312117,0,0,0,0,0,0,0.104666283839399,0,0,0.406688837450943,0,0,0,0,0,-0.00528410447599517,0.020159867248078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00515984133214485,0.0162994693979733,0,0,0,0.0309565040056852,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121110417051816,0,0,0,0,0.0777949391105301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100274115586867,0,0,0.215835738314974,0,0,0,0.0927996367086145,0,0,0,0,0,0,0,0,0.0383151848794395,-0.026723360478159,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.104549981818819,0,0.122123994158334,0,0.0358427493419383,0,0,0,0,0,0,0.242955015318381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602678176023233,0,-0.0100202943357648,0,0,0,0,0,0.186446668516813,0,0,0,0,0,-0.0298300933741289,0,0,0,-0.0248246585673453,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0766568182582412,0,0,0,0,0,0,0,0,0,0.189276483563321,0,0,0,0,0.0244675354342437,0.114510325280957,0,0.00508372070167159,-0.0426869142465882,0,0,0,0,0,0,0,-0.157649945745712,0,0.0509125451312159,0,0,0,0,0,0,0,0,0,0,-0.0186095647124783,0,0,0,-0.0417710019181043,0,0
X002129.SZ,0.0801463957645881,0,0,0,0,0.089365299826957,0,0,0,0,0,0,0,0,0,0,0.15965960494943,0,0,0,0,0,0.0520201217552886,0.0284790102501958,0,0,0,0,0,0,0,0,0.0583850516240155,0,-0.294193447578258,0,0,0,0,0,0,0.0114331017838966,0,0,0,0,0,0,0,0,0,-0.0205749978394791,0,0,0,0,-0.113108538051086,0,0
