,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X000568.SZ,X003816.SZ,X600104.SH,X000725.SZ,X300124.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X600418.SH,X002179.SZ,X002241.SZ,X002463.SZ,X600584.SH,X000977.SZ,X600089.SH,X600703.SH,X000066.SZ,X600372.SH,X000157.SZ,X002028.SZ,X002049.SZ,X002236.SZ,X600839.SH,X600522.SH,X600741.SH,X600183.SH,X002456.SZ,X600066.SH,X600460.SH,X601877.SH,X002156.SZ,X000661.SZ,X002085.SZ,X000800.SZ,X002129.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.270806609462281,0,0,0,0,0.0221886990927205,0,0,0,0,0,0,0,0,0,0,0.285304609916908,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.000256099621254184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102873637318424,0,0,0,0,0,-0.0984499103601185,0,0,0,-0.0521823763408222,0,0
X000858.SZ,0.306884558891722,0,0,0,0,0,0.350386070474539,0,0,0,0,0.00666718675857934,0,0,0,0,0.0351189741900474,0.163277761298234,0.0818534181637445,0.0379035726305738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594832547760335,0,0,0,0,0,0,0.00339836713196017,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.00134176499047049,0,0,0,0,0,0.124398067608693,0,0,0,0,0,0.18148225637284,0.0426889232106773,0,0,0.253189975578535,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149873828759809,0,0,0,0,0,0,0,0,0.0702665292313593,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0.0295794064305533,0,0,0,0,0.0460839493315434,0,0,0.00631617686190174,0,0,0,0,-4.33680868994202e-19,0,0.110010165812092,0,0,0,0.133995700160157,0.263854600820934,0,0,0,0,0,0,0,0,0,0.0533481182207712,0,0,0,0,0,-0.0491383824862712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0712326182817207,0,0,0,0,-0.0398403054946092,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881675545889367,0,0,0,0,0,0,0.0430830712736831,0,0,0,0.456150647503032,0.123394364290274,0,0.0351012730570513,0,0,0,0,0,0,0,0,0.031316071190072,0,0,0.0161560824792374,0.039188068061836,0,-0.0349225173790491,0,0,0,0,0,0,0,0,0,-0.0928276002250843,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0680047563710522,0,0.0874871346135213,0.264941837738998,0,0,0,0,0,0,0,0.0996471343037556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00149742659538035,0,0,0,0,0,0,0,0,0,0.074053874576708,0,0,0,-0.0294721845179809,0,0,0,0,0,0,0,0,0,0,0,0.0291951642607849,0,0
X600809.SH,0,0.0323775275906347,0,0,0,0,0,0,0,0.757349844972825,0,0.00817363334070812,0,0,0,0,0,0,0,0.100351467555085,0.00405118470600696,0,0.0332499833382608,0,0,0.0547323617015909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.414727361032474,0,0,0,0,0,0.0659096762773015,0,0,0,0,0,0.087322065828272,0,0,0,0,0,0,0,0,0,0,0,0,0.0122958098877081,0,0,0,0,0,0,0,0,0,0,0.00671100545317269,-0.000146973956134062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401159345977565,0,0,0,0,0,0,0.0347880287542014,0,0,0,0,0.0641670084581159,0,0.0563196387945534,0,0,0,0,0,0,0.035672546619268,0,0,0,0,0,0,0,0,0,0.165103363760582,0,0.0073487588075683,0,0,0,0,0,0,0,0,0,0.0277140070444497,0,0
X000568.SZ,0,0.241155205733943,0,0,0,0,0.403202704852302,0,0,0,0,0.00117212277952029,0,0,0,0,0,0.14012456334474,0,0.077434652063857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173763567239119,0,0,0,0,0,0,0.065824215397401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0256491527439064,0,0.039622090559115,0,0,0,0,0.105072631595429,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.235930805722826,0,0,0,0,0,0,0,0,0,-0.0800639843135341,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0516311616046122,0,0
X600104.SH,0,0.000387383017708232,0,0,0,0,0,0,0,0.284252657964463,0,0,0,0.0842237819017375,0,0,0.194087565096136,0,0,0,0,0,0,0,0,0,0,0,0.00991823047156845,0,-0.0156775845378581,0,0,0,0,0,0,0.0310132913278464,0,0,0,0.0249548310181546,-0.108735982748676,0,-0.0323575795919509,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967216233478901,0,0,0,0,0,0,0.0154211769889493,0.402826852337989,0,0,0.0224146517602905,0,0,0,0,0.0342859799695441,-0.00425000343532106,0,0,0,0,0,0.107408051713791,0,0,0,0,0,0,0,-0.0146373583298276,0,0,0,0.0305367335953227,0,0,0,0,0,0,0,0.0219839736047993,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677982272681549,0,0,0,0,0,0.497009061910174,0,0,0.129111795569007,0,0,0,0,0,0,0.0561152503297646,0,0,0,0,0,0,0,0,0.0207465438387107,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.161820550720375,0,0,0,0,-0.0502765041627789,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0515610634246392,0,0.14067080955259,0,0,0,0,0,0.0744550639356961,0.0343180791773971,0,0,0,0,0,0,0.170712855702975,0,0,0.119529320442669,0,0,0,0.215097941497604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231966892881073,0,0
X600031.SH,0,0,0,0.0835289089988201,0,0,0,0,0,0.124556166639813,0,0,0,0.0257410109469011,0,0,0,0,0,0,0.119825381273981,0,0,0,0,0.0366570908855942,0,0,0,0,0,0,0.236072220498244,0,0,0,0,0,0,0,0,0,-0.0128628029282622,0,0,0,-0.0221737705990718,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0.261273533158532,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0422683497619311,0,0,0,0,0,0,0,0,0.0975016150960608,0,0,0,0,0,0,0,0.0659967083300576,0,0,0,0.182865469349957,0,0,0,0,0,0,0,0.109073771845272,0,0,0,0,0,0.0173828072836266,0,0.0093664004714649,0,0,0,0,0,0,0,0.0175061945013271,0,0
X002304.SZ,0,0.559056333314443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00142476005932834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0824082401668762,0,0,0,0,0,0,0
X000338.SZ,0,0.143324543960344,0,0,0,0,0,0,0,0.211199231045069,0.0300980589980775,0.0568035395685913,0,0,0,0,0,0.0321002919977515,0,0,0,0,0,0,0,0,0,0,0,0,0.0573342508377237,0,0.225428945763644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168939338066205,0,0
X000596.SZ,0,0,0,0,0,0,0.520870053293721,0,0,0.267477299590085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0993653353657932,0,0,0.0219180563980074,0,0.0698010280313139,0,0,-0.0252947337779592,0,0,0,0.0934416786622715,0,0,0,0,0,0,0,0,0,0,-0.0083935319208055,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308358957512502,0,0,0.00617053692900785,0,0,0.0718056574325333,0,-4.33680868994202e-19,0,0,0,0,0,0.188469748383818,0,0,0.0802934054118004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810481922376394,0,0.0945593735557031,0.598579607736414,0,0,0.00541079625428658,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.115360263855154,0,0,0,0,0,0.140710763758075,0,0.226369355872505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0848900643561816,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0736742182091882,0,0,0,0,0,0,0,0,0,0.00516473194089593,0,0
X600418.SH,0,0,0,0,0,0,0,0,0,0,0,0.125491310856402,0,-0.056676380984823,0,0,0.215953599782094,0,0,0,-0.0609152130239075,0,0,-0.0806412100795255,0,0,0.0645396536669722,0,0,0,0.105157725683051,0.296327652890218,0,0,0,0,0,0,0.0376876325244143,0,0.282431672037358,0.0326951507399727,0.084562053479064,0,-0.221494721456893,0,0,0.0209482853537107,0,0,0,0,0,0,0,0,0.0597690583804376,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37021399350067,0,0,0,0,0,0,0.0832901698985375,0,0,0,0,0,0,0,0,0,0.059592569913503,0,0,0,0,0,0,0,0,0,0.0512449973471408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376299769533734,0,0
X002241.SZ,0,0,0,0,0.273282203386523,0,0,0,0,0,0,0,0,0,0,0,0,0.191882964919665,0,0,0.0570983528776953,0,0,0,0,0,0.0653585906701505,0,0,0,0,0,0,0,0,0.0096618716017068,0.182488808477487,0,0,0,0.0783177789695431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206065574416039,0,0
X002463.SZ,0,0,0,0,0,0,0,0,0.457340553515302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614309760206497,0,0,0,-0.0234781342297724,0,0,0,0.00136103843330597,0,0,0,0,0.178264226089142,0,0,0,0,0.0135498040933184,0,-0.0606485146200857,0,0,0,0,0,0,0,0,0,-0.0193643791160855,0,0
X600584.SH,0,0,0,0,0,0,0,0,0.101589488994789,0,0,-0.0532630970364022,0,0,0,0,0,0,0,0,0.125170281989943,0,0.039932585481375,0,0.0907802876359972,0,0,0.0219374412210942,0,0,0.0756418162625662,0,0,0,0.293451879326198,0,0,0,0,0,0,0,0,0,0.122796887940428,0,0,0,0,0,0,0,0,-0.100909984577744,0,0,0.0291398214767858,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0.172313737166449,0,0,0,0,0.116131235620492,0,0,0,0,0,0,0.0286247552541953,0,0.0195304262885745,0,0,0.0107299663735762,0,0,0,0,-3.46944695195361e-18,0,0,0,0.128134840725338,0,0.0800292119930112,0,0,0,0.0925452800798562,0,0,0,0,0,0,0,0.122864507083625,0,0,0,0,0,0,0,0.0854669628269014,0,0
X600089.SH,0,0,0,0,0,0.111629279165332,0,0,0,0,0,0.0396925621536641,0,0,0,0,0.0165797247652441,0.263065715274128,0,0,0.166259290688572,0,0,0,0,0,0,0,0,0,0,0,0.0376997690082049,0,0,0,0,0.113851954986506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885103262931391,0,0,0,0,0.0475238032030873,0.0978530696261494,0.125850207499518,0,0,0.0350652874839321,0,0,0,0.237902005402992,0,0,0,0,0,0,0,0.0128842482716031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000066.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268555691177407,0,0,0,0,0,0,0.155168342350045,0,0,0.0687514406710382,-0.0823571804813286,0.0827042518673326,0,0,0,0,0,0,0,0,0.461839544640488,0.0243330012857931,0,0,0,0,0,0,0,0,0,0.0338529757108599,0,0,0,0,0,0,0,0,0,0.262204171594356,0,0
X600372.SH,0,0,0,0,0,0,0.164363396137479,0,0,0,0,0,0,0.0490446591810574,0.0611998905112844,0,0,0,0,0,0.140217440324641,0,0,0,0.0756850902272972,0,0,0,0,0,0,0,0,0,0,0,0.0310315829534257,0,0,0,0,0.0160174108544701,0,0,0,0,0.117657482464008,0,0,0,0,0,0.0426678393654646,0,0,0,0.0550835059784023,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648488973530356,0,0.175411239481642,0.076053808907786,0.313894197868331,0,0,0.0551963814782909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00517433781335091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002028.SZ,0,0.0276322921949505,0,0,0,0,0,0,0.164193381384987,0,0,0,0,-0.0487626655702136,0,0,0,0,0,0,0,-0.0302256351757061,0,0,0,0,0,0,0,0.00877874585765616,0,0,0,0,0.0112330341373371,0,0,0,0,0,0,0.410243550542028,0,0,0.0144881197525445,0,0,0,0,0,0,0,0.0244408761546575,0,0,0,0.0331390774822841,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325839746643027,0.0836168354387855,0,0,0,0,0,0,0,0,0,0,0,0,0.142080366171804,0,0.215556558277285,0,0,0,0,0,0,0,0,0,0,0,0,0.0610199140227972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194698398584707,0,0,0,0,0,0,0.185697985281807,0,0,0,0.131100367482123,0,0,0,0,0,0.0364431232601189,0,0.0138364163003547,0,0,0,0.0418395999581591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600839.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143661134307547,0.0685545786390684,0,0.200735139944521,0,0,0,0,0,0,0,0,0,0,0,0,0.469478372075451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141338107378162,0,0
X600522.SH,0,0,0.0372978636665686,0,0,0,0,0,0,0,0,0.00465599636899231,0,0.0763543892117909,0,0,0,0,0,0.0921319108742613,0.218628797350171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510089247598967,0,0,0,0,0,0,0,0,0,0,0,-0.0068911103422394,-0.107176400541737,0,0,0.00956822725578987,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0.0555619376142181,0,0,0.0810933084939997,0,0,0,0,0,0,0,0,0,0,-0.0564937109434882,0,0.0514518705427702,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.0673922780895026,0,0,0,0,0.00720461343273106,0,0,0,0.164756307688317,0,0.493868747260047,0,0,0,0,0,0,0,0,0.0395782438257244,0,0
X600183.SH,0,0,0,0,0.0657766905015577,0,0,0,0,0,0,0,0,0.117203686718589,0,0,0,0,0,0,0.195448350175782,0,0,0,0.10343504818982,0.0443013112416576,0,0.0310035991418084,0,0,0.0200888261996851,0,0,0,0,0,0.0668912564096986,0,0,0,0.0149188365927321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103701262004944,0,0
X002456.SZ,0,0,0,0,0,0.151466641405122,0,0,0,0,0,0,0,0.221197508988589,0,0,0.0590943190002279,0,0,0,0,0.379379191317846,0.346380811149415,0,0.07930299798143,0,0,0,0,0,0,0,0,0,0,0,0.04822648324422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177402443883788,0,0
