,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X600031.SH,X000568.SZ,X600809.SH,X000725.SZ,X000063.SZ,X000661.SZ,X600690.SH,X003816.SZ,X002241.SZ,X000338.SZ,X600703.SH,X300124.SZ,X002007.SZ,X000596.SZ,X300014.SZ,X300142.SZ,X600741.SH,X002371.SZ,X000625.SZ,X000100.SZ,X002049.SZ,X002129.SZ,X000157.SZ,X601877.SH,X002236.SZ,X600584.SH,X300003.SZ,X600183.SH,X002179.SZ,X002414.SZ,X000800.SZ,X300136.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002185.SZ,X000547.SZ,X000050.SZ,X002008.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0657802624593008,0,0.134941315895923,0,0,0,0.0226634871921069,0,0.153081387754804,0.19543329837205,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-3.46944695195361e-18,0,0,0,0,0.0224403556754866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216847692034468,0,0,0,0,0,0,0,0,-0.0104430414324041,0.0193091584971529,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.17038405340226,0,6.93889390390723e-18,0.318527456055419,0,0,0,0,0,0.069186260892755,0,0,0,0,0.0968613729859127,0,0,0,0.0194947974588674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171973214600918,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.100155018619932,0,0.0926381511977313,0,0,0,0,0,0,0,0,0,0,0,0.054717947110545,0,0.000765949858920036,0,0.0312948367559144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016544999421483,0,0,0,0,0,0,0,0,-0.000546867771430506,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324364669211368,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0176185023204764,0,0.0935415057474087,0.00211290296125085,0.0387171286786451,0,0,0,0.169787571897007,0,0,0,0,0,0,0,0,0,0,0,0.0664178408416532,0.0250740688746033,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.168025807604472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0.0387918480508519,0,0,0,0,0,0,0.0487484085020722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102419289743401,0,0,0,0,0,0.0326036361647294,0,0,0.0351041295268843,0,0,0,0,0.0247997731926861,0.0915230174991033,0,0,0,0,0.0351199998070841,0,0.0252555480747776,0,0,0,0,0,0,0,0,0.0675496728926694,0,0,0,0,0,-0.0269778361705434,-0.0196766695721556,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0.112360799143165,0.074573917777928,0,0,0,0,-0.016202020948491,0,0,0.0703816721454588,0,0,0,0,0,0,0,0,0.0956709827658383,0,0,0,0,0.161254672710428,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.00470556492833129,0,0,0,0,0,0
X002304.SZ,0,0.300601773653115,0,0,0,0,0,0,0,0.249320575654158,0.0243829160639774,0,0,0,0,0,0,0,0,0,0,0.0763750948582399,0,0,0,0,0,0,0,0.183976987784385,0,0,0.00495838756428753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000576817914523484,0,0,0,0,0,0
X600031.SH,0,0.012803461528815,0,0,0,0,0,0.0434792771810221,0,0,0,0.0272464661409027,0,0,0,0,0,0.413500153997625,0,0,0,0.0757941889380154,0,0,0.0477031438567179,0.0157622737495889,0,0,0,0,0.189467285862423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.211281584682527,0,0,0,0,0,0.118995187640875,0,0,0.160172756717476,0,0,0,0,0,0.0225457851266145,0,0,0,0.0908205888085358,0.0723663636133183,0,0,0,0,0,0,0,0.0410421826366074,0,0,0,0.021350636391417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302350673832814,0,0,0,0,0,0,0
