,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X002475.SZ,X600690.SH,X000651.SZ,X300124.SZ,X000725.SZ,X600104.SH,X000063.SZ,X002129.SZ,X003816.SZ,X000596.SZ,X600031.SH,X300014.SZ,X002371.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000100.SZ,X002241.SZ,X002236.SZ,X000661.SZ,X002180.SZ,X600522.SH,X600702.SH,X601877.SH,X600584.SH,X300142.SZ,X000977.SZ,X002074.SZ,X000157.SZ,X600741.SH,X600460.SH,X000733.SZ,X000066.SZ,X600183.SH,X300003.SZ,X002463.SZ,X000799.SZ,X002414.SZ,X002007.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.141561144324332,0.0170220110010219,0,0.133552852706981,0.0342773107828766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128044267598926,0,0,0,0,0.0774089979981027,0,0,0,0,-0.021535733218195,0.0431095994176998,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.49451718308323,0,0,0,0,0,0,0,0,0,0,0.0269738479732585,0,0,0,0,0,0,0,0,0,0,0.107327327779967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155558300752676,0,0,0,0,0,0,0,0,-0.00366575034273431,-0.0129506155237125,0,0,0,0,0,0
X002415.SZ,0,0.0133938222690245,0,0,0,0.16071792752695,0,0,0,0,0,0,0,0,0.0706275842592322,0,0,0,0.0356876160115529,0.0492165867974572,0,0,0,0.125403778931542,0,0,0,0,0.300274926059049,-0.104075495856279,0,-0.138797040414803,0,0,0,0,0.122203446984594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00645944200163323,0,0,0,0,0,0
X000568.SZ,0,0.352172989896064,0,0,0,0,0.36806076366013,0,0.0359581435839416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00484991576516251,0,-0.0555081910534364,0,0,0,0,0.0281260116537212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043740121550633,0,0,0,0,0,0
X600809.SH,0,0.0720794266904917,0,0,0,0.0630522642422802,0.0442754723941106,0.00108705360186759,0.0754667987235218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259216558659306,0,0,0.0840148398161787,0,0,0,0,0,0,0,-0.0114000918384481,0,0,0,2.16840434497101e-19,0.259205574365144,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.0581384514471007,0,0,0,0,0,-0.00482150569712739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749552360478651,0.038928860530693,0,0,0,0,0,0,0.0436964157096459,0,0,0.0531726658250561,0,0.0770141456247423,0,0,0,0,0,0,0,0,0,0.376320223682669,0.020731799529678,0,0,0,0,0,-0.0259508681323024,-0.0139522967149343,0,0,0,0,0,0
X002304.SZ,0,0.433589328264099,0,0.267969657442848,0,0.00788420766384911,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.19111301437064,0.0536737956409986,0,0,0,0,0,0,0,0,0,-0.0102844735729213,0,0.0306588530488303,0,0,0,0,0,0,0,-0.0378427345854546,0,0,0,0,-0.0826806399229147,0,0,0,0,0,0,-6.93889390390723e-18,0,-0.00274098467796114,0,0,0,0,0,0,0
X002475.SZ,0,0,0.13824600918986,0,0,0,0,0,0,0,0.0701005941205707,0,0,0,0.0382290902796358,0,0,0,0.269191900415148,0.00708152425996856,0,0,0,0.0565773449031597,0,0,0,0.0222782364421637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138495438342353,0,0,0.0880379055151685,0,0.0457718424541804,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0600885200558308,0,0,0,0,0,0.0711220743119367,0.0738994336415127,0,0,0,-0.0705723714269258,0,0,0.141276437714418,0,0,0.0875754989429851,0,0,0,0,0,0,0,-0.0120274526431715,0,0,0,0,0,0,0,0.00505611405164667,0,0,0.0454392444966744,0,0,0,0,0.0678633738431821,0,0.0481671434776473,0,0,0,0,0,0.00733056289703598,0,0,0,0,0,0
X000651.SZ,0,0.135852218857332,0,0,0,0,0,0,0.186668109405012,0,0,0,0,0,-0.0208726601905211,0,0,0,0,0,0.0825659838812072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493967147089318,0,0.00696812697279136,0,0,0,0,0,0,0,0,0,0,0,0.00153261250500104,0,0,0.00712777965824408,0,0,0,0,0,0,0
X300124.SZ,0,0,-0.116701382188393,0,0,3.46944695195361e-18,0,0.188467495932802,0,0,0,-0.0645381069527795,0,0,-0.0309207693207133,0,0,0,0.124995989969151,0,0,0,0,-0.0752073567434618,0,0,-0.131961382199571,0.0179027119867509,0,0.0592406722124999,0,0,0,0,0.0251027380791315,0,0.139644192257746,0.202332802505898,0,0,0.162525711605351,0,0,0,0,0,0,0,0,0,0,-0.0392708306068019,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0279884350860865,0,0,0,0.0222235120936346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078885742454051,0,0,0.168591888495037,0,0.00910132938018011,0.0470560690445594,0.0570501956831883,0.0391577491215125,0,0,0,0,0,0.0613041654488831,0,0.0394065960407023,0,0,0,0,0,0,0,0,0.0140206270365554,0,0,0,0.00699271498369395,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0412404215125877,0,0,0,0,0,0,0,0,0,-0.00157534809859517,0.192035010088011,0.083400156899233,0,0.0109806146285303,0,0,0,0,0,0,-0.0370460267979689,0,0,0,0,0,0.0196697948397406,0,0.00622887037402555,0.156391358533414,0,0,-0.00763265590145539,0,0,0,0,0,-0.142591967171101,0.0131999070325217,0,0,-0.00593283340508064,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18225074961032,0,0,0,0,0,0,0,0,0.38529719102014,0,3.46944695195361e-18,0,0,0,0,0,0.0133431155381296,0,0,0,0,0,0.0171828905913415,0,0,0,0.0224885024074414,0,0.084395855875026,0,0,0.0565814238382851,-0.0449188806679717,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021062674860554,0,0,0,0,5.42101086242752e-20,0.150352815593115,0,0,0,0,0.0137647214271283,0,0,0.0255734136616697,0,0,0,0.0736762735949477,0,0.110113700504619,0,0,0,0.168246604289842,0,0,0,0.0106846646614378,0,0,0,0.0640094847157323,0,0,0,0.107924136821536,0,0.0260090037044379,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0.0306389033577436,0,0,0,0.0445666569272177,0,0,0.0275984613410473,0.138587105869147,-0.0586071663195028,0,-0.0217003174094896,0,0,0,0,0.0226412082523241,0,0.0239298476359677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306529919072341,0,0,0,0,0,0,0,0.102924261469865,0,0.026431574543019,-0.00629416656350655,0,0,0,0,0,0
X000596.SZ,0.0693263402694048,0,0,0,0.300902936797098,0,0.0679163576423094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521313401566888,0,0.163512196226016,0,0,0,0,0,0,0.0835946629574092,0,0,0,0,0,-0.00694801679785615,0,0,0,0.0946835929575187,0,0,-0.0380944370742252,0,0,-0.0158294790075775,0,0,0,0,0,0
X600031.SH,0,0.276341390219607,0,0,0,0,0,0,0.117538500606908,0,0,0,0,0,0,0,0,0,0,-0.0166575055636762,0,0.278576137545794,0,-0.10796989615505,0,0,0,0,0,0,0.0867324229685582,0,0,0,0,0,0.0575936106846977,0,0.33228851058556,0,0,0,0.0183186599574895,0,0,-0.079869141789766,0,0,0,0,0,-0.018344402974126,-0.0141080493589557,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0.0298976372993921,0,0,0,0,0,-0.151449196602782,0,0,0,-0.256605699058733,0,0,0.152061475191938,0,0,0,0,0,0,0.0179641149354822,0,0,0,0,0,0,0,0,0,0.122909907797779,0,0,0,0,0.0438411125574402,0,0,0.155815903426125,0,0,0,0,0,0.000783898117851034,0.0190847315475635,0,0,0,0,0,0
X002371.SZ,0,0.0298154801781086,0,0,0,0,0,0,0,0,0,0,0,0.0581335814698384,0,0,0,0,0,0,0,0,0.22116410294408,0,0,0,0,0,0,0,0.0494255036580258,0,0,0,0,0,0,0,0,0,0.473373439106402,0,0.193787535269079,0,0,-0.0813647312269492,0.00725988426534518,0,0,0,0,0.00805613379175554,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688483578555388,0,0,0,0,0,0,0,0,0,0,0,-0.0647659176247715,0,0,0,0,0,0,0.132708129087616,0,0.611192171703804,0.0848495112027688,0,-0.00746034829383186,0.165440721769218,-0.10062044633005,0.0371023352947521,0,0,0,0.0487071164522864,0,0.024161031361437,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.194806452388635,0,0,0.0361235042051704,0,0,0,0,0.195625848137341,0,0,0,0,0,0,0,0,0,0,-0.0489259920960834,0,-0.0939014458074268,-5.42101086242752e-20,0,0,0,0,0.00195328245837514,0,0.156851548966233,0,0,0,0.0488819887012412,0,0,0,0,0,0,0,-0.0954229549213228,0.0217473320565696,0,0,0,0,0,0,0
