,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000858.SZ,X000625.SZ,X002304.SZ,X600276.SH,X600690.SH,X000063.SZ,X000100.SZ,X600703.SH,X600031.SH,X600271.SH,X600118.SH,X000338.SZ,X000157.SZ,X600372.SH,X002241.SZ,X600741.SH,X002292.SZ,X600089.SH,X600066.SH,X002475.SZ,X000559.SZ,X601877.SH,X600177.SH,X002236.SZ,X600839.SH,X002129.SZ,X002223.SZ,X000568.SZ,X000016.SZ,X002456.SZ,X000800.SZ,X300124.SZ,X002276.SZ,X300003.SZ,X002465.SZ,X600582.SH,X000869.SZ,X002294.SZ,X600435.SH,X000066.SZ,X000727.SZ,X002008.SZ,X000581.SZ,X000550.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0171228637727955,0,0,0,0.110569387000791,0,0,0,0,0,0,0,0,0,0,0.0528052858638285,0,0,0,0.05777878198584,0,0,0,0,0.171887040583247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067310295504228,0,0,0,0,0,0
X600104.SH,0,0,0.0223139424791423,0.134400953245725,0,0,0,0,0,0,0,0,0.0485253052466639,0,0,0,0.00612102626081215,0,0.0303353238101358,0,0,0,0.163558592664199,0,0,0,0,0.03252246769714,0,0.0651175210563041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014919526625196,0,-0.00261432420342246,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.161794907650214,0,0,0,0,0,0.0478358663128631,0,0,0,0.0582576035942388,0,0,0.0688266507458978,0,0,0,0,0,0,0,0,0.00408633411553624,0,0,0,0.0483710765088395,0,0,0.0193129462749373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00647230026165876,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1988565195914,0,0,0.0489097082343634,0,0,0,0,0,0.0388630851738649,0.185396880279307,0,-4.33680868994202e-19,0,0.0100810344970018,0,0.0214285002892522,0,0,0,0,0.0198432333866635,0,-0.0194339834653986,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0687002036920307,0,0,0.148876342230862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104232827147936,0,0,0.0453586250918744,0,0,0.0129638116978142,0.0644448413105956,0,0,0,0.16596538915235,0,0,0,0,0.097251804593796,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.150589331288228,0,0,-6.93889390390723e-18,0,0.111447558759734,0,0.0453168509865631,0,0.110867296000939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343431441288482,0,0,0,0.0207390025832457,0,0,0,0,0.0115650403206428,0,0,0,0.00751462864239104,0,0,0,0,0,-0.00983359006384257,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20373388157049,0,0,0,0,0.151885049343672,0,0.0538582563038726,0,0,0,0,0,0,0,0,0,0,0.0444997026640233,0,0,0,0,0,0,0,0,0,0,-0.00332689505613485,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00531238779218316,0,0,0,0.0332357898478598,0,0,0,0,0,0,0.0392886311480603,0,0,0,0,0,0,0.131079351548821,0,0,0,0.0898539836618556,0,0,0,0,0,0,0.0476968162833743,0,0.102548820834991,0,0,0,0,0,-0.0104202743248405,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.00360821290618679,0,0,0,0,0,0,0,0,0.109694375299817,0,0,0,0,0,0,0,0.106007487079305,0.0394291620848973,0.0312796296506176,0,0,0,0,0,0,0,0,0,0.0338099037019377,0.0760873397152176,0,0,0,0,0,0,0,0,0,0,-0.0146692321969676,0.0132714115246081,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0534131051177912,0,0,0,0,0,0,0,0,0,0,0.00259786610613776,0,0.0021709284969684,0,0,0,0,0,0,0.163503967833807,0,0,0,0.0395242416748773,0,0,0.0886722814178184,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0812298789566332,0,0.0267488985575669,0,-0.010801387768797,0,0,0,0,0,0,0
