,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600104.SH,X600276.SH,X000651.SZ,X300124.SZ,X300014.SZ,X002371.SZ,X600031.SH,X002129.SZ,X000725.SZ,X002241.SZ,X003816.SZ,X000625.SZ,X000596.SZ,X002049.SZ,X000063.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X601877.SH,X300142.SZ,X600741.SH,X002074.SZ,X000661.SZ,X600460.SH,X600522.SH,X002180.SZ,X000733.SZ,X000100.SZ,X600702.SH,X600884.SH,X000157.SZ,X000799.SZ,X002236.SZ,X601799.SH,X600584.SH,X000800.SZ,X600563.SH,X002414.SZ,X600372.SH,X600183.SH,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.263653507630282,0,0.0578043534905676,0,0,0,0,0.0577577917609286,0,0,0,0,0,0,0,0.00499326887696481,0.0505853494460409,0,0.0461410681677832,0,0,0,0,0,0,0.0373674942180369,0,0,0,0,0.0364608389328489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372153235517477,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.275362864100773,0,0,0,0,0,0,0,0,0,0.07438743051452,0,0,0,0,0,0.132929610661079,0,0.0603982425807639,0,0,0,0,0,0,0,0,0,0,0,0.00729450222788668,0,0,0.235728182578573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00448959260426382,-0.036407326756611,0,0,0,0,0,0
X600809.SH,0,0,0,0.0484971308592654,0.364883392488767,0,0,0,0,0,0,0,0.0363144346535947,0,0,0,0,0,0,0,0.0890182104137242,0,0,0,0,0.147258987117367,0,0,0,0,0,0,0,0,0,0,0,0.143725633344743,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321650082302692,0,0,0,0,0,0,0
X002415.SZ,0,0,0.132257411355172,0,0,0,0.0304509917552764,0,0,0,0,0.0168572930876904,0,0,0,0,0,0.105714740338552,0,-0.260059154044832,0,0,0,0,0.119376569977008,-0.0471113208710648,0,0,0,0,0,0,0,0.0704215507853659,0,0,0,0,0,0,0.0904190810219911,0.700190523617074,0,0,0,0,-0.0779493376122882,0,0,0,0,-0.0238784334607288,0.058865538455071,0,0,0,0,0,0
X000568.SZ,0,0.307772689057995,0.343825545303597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068478452590112,0,0,0,0,0,0.0568577044318527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00590824102168157,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103053339807376,0,0,0,0.391649409732413,0,0,0.057529890473188,0,0,0,0,0,0,0,-0.0202854524752807,0,0,0,0,0.056138296008015,0,0,0,0,0,0,0,0.158730021339175,0,0,0,0.0110850192007513,0,0,0,0,0,0,0.00710975918806597,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.0859933225522385,0,0,0,0.184751333599762,0,0,0,0,0,0,0,0,0.170575321548844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209550144662726,0,0,0,0,0,0,0,0,0.04548648710424,0,0,0,0,0.00240047953092003,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.188497943870941,0,0.0621968599004732,0,0,0,0,0,0,0,0.160799324922832,0,0,0,0.122629735142429,0,0,0,0.078610745166568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0446779261064106,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104623182284625,0.13806540898231,0,0,0,0,0,0,0,0,0,0.123490852755945,0,0,0,0,0.0602938164402955,0,0,0,0,0,0,0,0.00205333693371261,0,0.119905111863225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0552518772064375,0,0.186790537061789,0,0,0,0,0,0,0,0,0,0,0,0.109150664360129,0,0,0,0,0,0.133424669651158,0,0,0,0,0,0,0,0,0,0,0,0.096951305669826,0.0854418083646908,0,0,0,0,0,0,0,0,0.290734640471452,0,0,0,0.00626771211370909,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0642222407734926,0,0,0,0,0,0,0,0.14078511168654,0,0,0,0.00446892496995647,0.0540607709575419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0.0127017157285059,0.0495363433509281,0,0,0.0368722065215061,0,0,0,0,-0.0105763920536596,-0.00594061255946222,0,0,0,0,0,0
X300124.SZ,0,0,0,0.151028334458232,0,0,0,0,0,0,0,0,0,0,0.100067569842111,0.0497789992535831,0,0,0,0,0,0,0,0,0,0,0,0.0151769281505812,0,0,0,0,0,0.12519611862914,0,0,0,0.118311520614632,0,0,0,0,0,0.111553497827237,0,0,0,0,0,0,0,0.00999856870183689,-0.0815534549342816,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111849837310706,0,0,0,0,0,0,0,0,0,0,0,0.0444981843533494,0,0.0153069603488296,0,0,0.343283164324158,0,0,0.121629079065768,0.0753853287267003,0,0,0,0,0,0.0802373970054833,0,0.0631819135642591,0,0,0.0670745293285279,0.0159060607191406,0,0,0,0,0,-0.0799296449479243,0,0,0,0,0,0
X002371.SZ,0,0,0.0187343423552559,0,0,0.0686329301319762,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.166282454344132,0,0,0,0,0,0,0,0.301518630286024,0,0,0,0,0,0,0.222260736050406,0,0,0,0,0,0.106665143956599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149216522569678,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0506925358418667,0,0,0,0,0,0,0,0.0206002591525082,0,0.183591038283598,0,0,0,0.203757536127657,0,0,0,0,0,0,0.0573050992485437,0,0,0,0,0,0,0,0,0,0,0,0,0.017561894978377,0,0,0,0.130599603363475,0,0,0,0.0127382501114957,0,0,0,0,0,0,0
