,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X600066.SH,X000568.SZ,X600271.SH,X002292.SZ,X002236.SZ,X000100.SZ,X002241.SZ,X600118.SH,X600031.SH,X600372.SH,X600177.SH,X002074.SZ,X000559.SZ,X002506.SZ,X002475.SZ,X300003.SZ,X002456.SZ,X000338.SZ,X000157.SZ,X002180.SZ,X002007.SZ,X300124.SZ,X002085.SZ,X002508.SZ,X002426.SZ,X000050.SZ,X000869.SZ,X002294.SZ,X600867.SH,X000981.SZ,X600522.SH,X600089.SH,X002249.SZ,X600498.SH,X601877.SH,X002465.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.19604432546837,0,0.0161896942928606,0,0,0,0.318186300114096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100663303384249,0,0,0,-0.138966880629441,0,0,0,0,0.14478555156359,0,0,0,0,0,0.0996052170254559,0,0,0,0,0,0,0,0,0,0,0.045430429143774,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0974188980561105,0,0,0,0.062951151655282,0.144261071645889,0,0,0.0925317220119827,0,0,0.000188393884201853,-0.00252258434502493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788375548044105,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0495950372154611,0,0.0697542183030698,0,0,0.0474268745977917,0,0,0,0,0.0584967466989167,0.142835000968344,0.03174611215815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00953308233042724,0.00328085857338273,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.215585059291697,0,0,0,0.0465967052449377,0,0,0,0,0,0.0285390371328008,0,0,0,0,0.0457262363204825,0,0,0,0,0,0,0,0,0,0,0,0,0.10869048444316,0,0,0,0.0196638608137831,0,0,0,0,0,0,0,0,0,0.0780179530724694,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.70683048965697,0,0,0,0,0,0,0,0,0,0.0577984165604916,-0.0324282346158425,0,0,0,0,0,0,0,0,0,0,0,0,0.148886437340652,0,0,0,-0.0353721329776048,0.0170650623565674,0,0,0,-0.000271044289528333,-0.0593769075447471,0,0,0,0,0,0,0,0,0,0,0,0,0.0429194595657019,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0131283019405935,0.0197996346630949,0,0,0,0.138143553983252,0.022309862695913,0,0,0,0,0,0,0,0.0472272606790723,0,0.0569330493292428,0,0,0,0,0.0439252287057172,0,0,-0.0581880644496977,0,0,-0.0346071920665695,0,0,-0.0243872804698153,0,0,0,-0.019232685021468,0,0,0,0.130905865965255,0,0,0,0,0,0,0,0,0,0.049264099065866,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0546225238965904,0,0,0,0,0,0,0,0.0315189215259914,0,0.304430953806379,0,0,0,0,0,0,0.183431132304197,0,0,0,0.0263604778359777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172499647291648,0,0,-0.045741648782457,0.0158500821501096,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.0359100945274678,0,0,0,0,0,0,0,0,0,0.143558829041113,0,0,-0.0270922545084073,0,0,0,0.0260383048837626,0,0.027317720821815,0,0,0,0,0,0,0,0.0818324384351779,0,0,0,0,0,0,0,0,0,0,0.14265553595615,0,0,0,-0.0211408635408327,0.100850368375534,0,0,0,0,0,0
X600690.SH,0,0,0,0.112879897711141,0,0,0,0,0,0,0,0,0,0,0,0.0106819980544647,0,0,0,0,0,0,0,0.0250702906248065,0.0354469586617865,0,0,0,0,0,0,0,0.0452106044028281,0,0,0.0821856329729517,0,0.110773892396241,0,0,0,0,0,0,0,0,0,0,0,0,-0.00276746649240041,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0924094074369579,0,0,0,0.0474970691887664,0.153333334291718,0,0,0,0,0,0,0.150404686425289,0.0330040128453632,0,0.0801399030959016,0,0,0,0,0,0.0173567301597553,0,0,0,0.0489571098233402,0,0,0,0.0266198045076345,0,0,0.0192109685112419,0,0,0,0,0,0.0511487910411225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015024551130663,0,0.0187289000686904,0,0,0,0,0.0342275751699198,0,0,0.199896552032955,0,0,0,0,0,0,0,0,-0.104224367351508,0,0,0.0696534641644144,0.0184872938181782,0,0,0,0,0,0,0,0,0.0207229197662035,0,0,0,-0.0374046238809079,0,0,0,0,0,0,0
X600741.SH,0,0,0,0.066830484561601,0,0,0,0,0,0,0,0,0,0,0.0839071702827675,0,0,0,0,0,0,0,0,0,0.00344095829095168,0.0325649364596843,0,0,0.0575733309763122,0,0,0,0,0,0,0,0.0862129520399845,0.11050967505008,0,0,0,0.147692388526099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839742173993066,0,0,0,0,0.119564530423445,0,0,0,0.099299203599881,0,0,-0.0631907399308766,0,0,0,0,0,0.0279730004434518,0,0,0,-0.130360463096069,0,0,0,0,0,0,0,0,-0.0142656467036385,0,0,0,0,0,0,0
X000568.SZ,0.0824153684810682,0,0,0,0.115863554793778,0,0,0,0,0,-0.182928238761287,0,0,0,0.00858830384225889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700513497972362,0,0,0,0,0,0.0462962183568975,0,0,0,0.0720519610017932,0.167624791120272,0,0,0,0.162318350553242,-0.103926137772885,0,0,0.00653285154895589,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111408431885539,0,0,0,0.072576612442271,0,0.153902294888721,0,0,0,0,0,0,0.0801458306623646,0,0,0,0.040480861005535,0,0,0,0,0,0,0,0,0.125189092286814,0,0,0,0.162218028517933,0,0,0,0,-0.0617457578993544,0.0609736601400915,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0.12788797123611,0,0,0,0,0,0,0,0,0,0.159109950624818,0,0,0,0,0.251125257373665,0,0,0,0.140461128042508,0,0,0,0,0.0535949961335376,0,0,0,0.171057695165422,0,0,0,0.0929724020239857,0,0,0.0887703700360143,0,0,0,0,0,0,0.164778530673201,0,0,0,0,0,0
X002236.SZ,0,0,0.20863136117082,0,0,0,0,-0.0628863117102905,0,0,0,0,0,0,0,0.195944490845761,0,0,0,0,0,0,0,0.0413535438495252,0,0,0,0.0724789117047895,0.0612907833328674,0,0,0.0691454372298583,0,0,0,0,0.0326634674875625,0,0,0,0,-0.0056212756416764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.313698373683958,0,0.0659376871239325,0,0,0,0,0,0.00856520909873569,0,0,0,0.0231949227039778,0.0797857548050921,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.00525532083822644,0,0,0,0,0,0.055419031898157,0,0,0,0,0,0,0.0438146382734475,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210454307607113,0.199622916333612,0.0874067279570196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230603326749767,0,0,0,0,0.25180398874288,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193282528220022,0.0325316686902772,0,0,0,0,0,0
X600118.SH,0,0,0,0.0980783804826801,0,0,0,0.0875801874314738,0,0,0,0,0,0,0,0.0355564463648535,0,0,0,0,0,0.144518685241718,0,0,0.108335766298792,0.159946744122444,0,0,0,0,0,-0.01596812848815,0,0.0729179406196557,0,0,0,0,0,0,0,0,0,0,0.104890360543805,0,0,0,0,0,0.0472787276697443,0.0513377920380739,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711273819029953,0.0504585453804493,0,0,0,0.13935105981683,0,0,0,0,0.0903077023800788,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223858921662305,0,0,0.0520807329860949,0,0.0771325929838879,0,0,0,0,0,0,0,0,0,0,0
