,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000625.SZ,X000568.SZ,X600741.SH,X002475.SZ,X002241.SZ,X600031.SH,X002236.SZ,X000338.SZ,X600066.SH,X000100.SZ,X002456.SZ,X601877.SH,X300124.SZ,X002508.SZ,X300003.SZ,X002085.SZ,X600177.SH,X300136.SZ,X600271.SH,X002008.SZ,X600522.SH,X600089.SH,X000157.SZ,X002007.SZ,X600118.SH,X002294.SZ,X600867.SH,X600487.SH,X600699.SH,X000066.SZ,X600372.SH,X600566.SH,X600809.SH,X002180.SZ,X300115.SZ,X000050.SZ,X000559.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.071924642431475,0,0,0.123391095390898,0,0,0.158749375121307,0,0.0520279161010254,0,0,0,-0.0421334999320755,0,0,0,0,0.0202201488842733,0,0,0,0,0,0,0.0333774278652626,0,0.0424454960426483,0,0.0654097902010254,0,0,0,0,0,0.0679700649173769,0,0,0,0,0.147177937859671,0,0,0,0,0,0,-0.0160769189606746,0,0,0,0,0,0
X600104.SH,0,0,0,0.0161212068884997,0,0,0,0.0871799494510124,0.168696422984761,0,0,0.228515965872641,0,0.233134816567064,0,0,0,0,0,0,0,-0.0653718329207547,0,0,0,0,-0.0673229441031625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0861281461731115,0,0,0,0,-0.0115712963164426,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0637846795032158,0.0875014118025011,0,0,-0.146480177241893,0,0,0,0,0,0,0,0,0.300458099022783,0,0,0,0,0,0,0.288354707935712,0,0,0,0,0,0,0.0322248082186845,0,0,0,0,0,0,0,-0.280813949461478,0,0,0,0,-0.00777124730493237,0,0.00444198104690527,0,0,0.0101150281262128,0.0195067417535107,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.080532441854814,0,0,0,0,0.170853526891536,0,0.0722653900286556,0,0,0,0,0,0,0.0780227524694356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00925723422532713,0,0,-0.0116903029297328,0,0,0.140489030810494,0,0,0,0,0,0.0230147453257385,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0032309825614131,0,0.0315575075851897,0,0,0,0,0,0,0.599999185919843,0,0,0,0,0.0902215084866462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00162970985787642,-0.000296425786319995,0,0,0,0,0,0
X000725.SZ,0,0,0.0686800502184997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441427161123894,0,0,0,0,0,0,0,0,0,0,0.570057983942394,0,0,0.0976732872344785,0,0,0,0,0,0,0,0,0,0.0998625381552986,0.00989513221939055,0,0,-0.00672458671516695,0,0,0,0.00623886351356376,0,0,0,0,0,0
X600276.SH,0,0,0,0.110839577769725,0,0,0,0.0759209588039358,0,0,0,0,0,0,0,0,-0.176967170577979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00851649984087879,0,0,0,0,0,0,0,0,-0.126329728388992,-0.00106569394406474,0,-4.33680868994202e-19,0,0,0,0,0,0.00902001673484446,0.000357589891703323,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.413825573721608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181048707273087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165488875338443,0,0,0,0,0,0,0.0147512740020755,0,0,0,0,0,0
X600690.SH,0,0.484968486678115,0,0.0578921606050741,0,0,0,0.0699369058677708,0,0,0,0.0460513332543259,0,0.0358387007633592,0,0,0,0,0,0,0,0,0,0,-0.0152792943516439,0,0,0,0,0,0.0207586836542329,0,0,0,0,0,0,0,0,0,-0.0548641116731332,0,0,0,0,0.121578468590596,0,0,0,0,-0.00326994535396583,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.130788511100356,0,-0.0341018393052728,-0.0122237855186666,0,0,0,0,0.0470452211295368,0,0,0,0,0,0,-0.138718463542308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527338334171956,0,0,0,0.0567426300751653,0,0,0.173360849484264,0,0,0,0,0.17234732471393,0,0,0.0058752393536476,-0.026192451973558,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.13026569228426,0,0,0,0,0,0,0,0,0,0,0,0.00301067215570723,-0.105535652629325,0,0,0.0637488604408414,0,0,0,0,0,0,0,0,0,0,0.043633547097422,0,0,0,0,0,0.210478574705563,0,-0.0265040253243897,-0.0193754486201331,0,0,0,0,-0.0349843577574634,0,0,0.0290584514558914,-0.0137237342449848,0,0,0,0,0,0
X000625.SZ,0,0.133098363981263,0,0.0955382826263885,0,0,0,0,0.0501261118289703,0,0,0,0,0,0,0,0,0,0,0.296291106814503,0,-0.134232813568022,0,0.0443192115653426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135196052694957,0,-0.0381635531670675,0.0457733885554567,0,0,0,0,0,0
X000568.SZ,0,0,0.109318943680666,0,0.677033647521812,0,0,0,0,0,0,0,0,0,0,0,0,0.0220809504239989,0,0,0,0,0,0,0.0153560690131077,0,0,0,0,0,0,0.0454759531523803,0,0,0,0,0,0,0,0,0,0,0,0.134350216408096,0,0,0,0,0,0,-0.00164166803372634,0,0,0,0,0,0
