,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600276.SH,X300014.SZ,X600104.SH,X002129.SZ,X000651.SZ,X300124.SZ,X000625.SZ,X002371.SZ,X000725.SZ,X003816.SZ,X002049.SZ,X600031.SH,X000596.SZ,X002241.SZ,X600703.SH,X000063.SZ,X000338.SZ,X600089.SH,X002179.SZ,X600522.SH,X000661.SZ,X601877.SH,X002074.SZ,X300142.SZ,X002180.SZ,X600884.SH,X600741.SH,X000100.SZ,X000733.SZ,X600460.SH,X000157.SZ,X600702.SH,X600584.SH,X002414.SZ,X000799.SZ,X601799.SH,X002236.SZ,X600418.SH,X600563.SH,X600487.SH,X000800.SZ,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.271341974907458,0,0,0,0,0,0,0,0,0,-0.0165931008872429,-0.0393972333125647,0,0,0,0,-0.0203877646650139,0,0,0,0,0,0,0,0.0222504443693466,0.0112006063252131,0,0,0,0,0,0,0,0.0588515226630929,0.0714401753107953,0,0,0,0,0,0.0216252843573617,0,0,0,0,-0.0125136899867785,0,0,0,0,0,0,0,-0.00297852302478583,0,0
X000858.SZ,0,0,0.199241517148723,0,0,0,0,0,0,0,0,0,0,0,0,0.0258299841893343,0,0,0.0528162647712511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264586860558385,0,0,0,-0.0414493560849201,0,0,0,0,0,0.0641185722760612,-0.0155303250349957,0,0,0,0,0,0.011323063359137,0,0
X600809.SH,0,0,0,0.448392996284724,0,0,0,0,0,0,0,0,0,-0.0538544692157506,-0.0684448227024373,0.0322498080476231,0,0,0,0,0,0,0,0,0,-0.0536683251122598,0,0,0,0,0.0861060212471473,0,-0.055667104536921,0,0,0,0,0.103717784147968,0,0.106417889216101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.00978396851675656,0.172320432293251,0,0,0.0395349585057705,0,0.016650326323745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364951605030653,-0.0417735002550349,0,0,0,0,0,0,0.0802765401042709,0,0,0.394687063373241,0,0,0,0,0,0,0,0,0,0,0,-0.0411016964839826,0,0,0,0,-0.0131274457887081,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0625311853237576,-0.0573771437228359,0,0,0,0,-0.0381425714422696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824745380106814,0,0,0,-0.0285033142353942,0.743350308802068,0,0,-0.00717342967667245,0,0,0,0,0,0,0,0,0.0153340538242116,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543714471907301,0,0,0,0,0,0,0.218644751049044,0.107500012599792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620261550203954,0.0478417288557618,0,0,0,0.0335050702655008,0.155060235406964,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.000364685500562021,0,0.180292846708323,0.0123729285558559,0,0,0,0.00823146325959099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581629306749193,0,0,0.283944553112477,0,0,0,0,0,0.0419288660431311,0,0,-0.0510226252027443,0.0357588920576676,0,0.01246089319774,0,0,0,0,-0.0136256866613837,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.101022952887149,0,-0.00826200291830523,0,0,0,0,0.10240330733535,0,0.161299510711349,0,0.152360632104424,0,0,0,0,0,-0.0562111471672645,0,0,0,0,0.128726482109987,0.042712769251996,0,0,0,0,0.0348100278562568,0.0337030218797968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.103089119615832,0,0,0,0,0.00204926869419787,0,0,0,0,0,0,0,0,0,0.040177538304601,0,0,0.139666672837181,0,0,0,0,0,0.128080243007983,0,0,0,0.151302504653184,0,1.0842021724855e-19,0,0,0,0.149447565471851,0,0,0,0,0,0,0,0.0888568506088937,0,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0.150866064619927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589211858867077,0,0.114621796924693,0.101185054601482,0,0,0.139273310081408,0,0,0,0,0,0.0346187939960824,0,0,0,0.1284420054765,0,0.0715123587795989,0,0,0,0,0,0,0,0,0,0,0,0,0
