,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600031.SH,X600741.SH,X002241.SZ,X002475.SZ,X002236.SZ,X600066.SH,X000338.SZ,X601877.SH,X000100.SZ,X002456.SZ,X600271.SH,X600118.SH,X600089.SH,X002085.SZ,X300124.SZ,X000157.SZ,X600177.SH,X600522.SH,X002508.SZ,X002007.SZ,X600372.SH,X300136.SZ,X000066.SZ,X300003.SZ,X000981.SZ,X600487.SH,X600699.SH,X002294.SZ,X600867.SH,X000050.SZ,X002008.SZ,X002180.SZ,X000559.SZ,X002292.SZ,X000596.SZ,X000623.SZ,X600809.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.000907929828562345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219982750700871,0,0,0.0228222926939423,0,0,0.125155901254426,0.102900954622122,0,-0.00732787515751494,0.00457600535376952,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.0392204247055995,0,0,0,0,0,0,0,0,0,0,0,-0.0334135533589515,0,0,0,0,0,0.057119862728768,0,0.230832170202943,-0.0175922152657084,0,0,0,0,0,0,0,0,-0.105468537531598,0,0,0.0946787288280418,0,0,0,0,0,0,0,0,0,0,0,0,0.0154678157826762,-0.0090197504079857,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0577320544960401,0,0,0,0,0,0,0,0.0248882937432739,0,0,0,0.0677501965092599,0,0,0,0.10403424355688,0,0,0,0.0530263510469308,0,0,0,0,0,0,0,0,-0.0269818763950805,0,0,0,0,0,-0.0556071115618101,0,0,0,0,0,0,0,0,0.0280047645414671,0,0.0830014285962888,0,-0.0199231127951051,0.0108917437785968,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0393806564915958,0,0,0,0,0.193649815271289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123633344104579,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0896003374116412,0,0.104132523625116,0,0,0.149539353637968,0,0,0,0.276571685617044,0,0,0,0,0.0213782745140359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0990443367726792,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307606462154163,0,0.00872782296087959,0.00260519433141073,0,0,0,0,0,0
X002304.SZ,0,0,0,0.100594192492992,0.0577839615964117,0,0,0,0,0,0,5.42101086242752e-20,0.0721368639855982,0.0611793271921756,0,0,0,0,0,0,0,0.1250398649919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019546246539337,0,0,0,0,0,0,0,0,0,0,0,0,0.114495231623353,0.159347653362675,0,0,-0.00133598634629593,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.163237773862163,0,0,0,0,0,-0.0427647510215443,-0.0152283275513476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728812841330419,-0.0500222206170345,0,0.00628317172277012,0,0,0,0,0,0
X000725.SZ,0,0,0,0.257206872840104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164790122037923,0.0185616187188119,0,0.0554838291695001,0,0,-0.0258437664717802,0.00547445609430274,0,0,0,0,0,0
X000625.SZ,0,0.127794672316479,0,0,0.115830373014177,0,0,0.0313024168819018,0,0,0,0,0,0,0.197327644691895,0,0,0.045061114794555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260439541565695,0,0,0,0,0,0,0,0,0,0,0,0,6.92818415445148e-05,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827665645532831,0,0,0,0,0.182126736585086,0,0,0,0,0,0,0,0,0,0,0.0823979072168299,-0.0120124387611269,0,0,-0.00875679032825468,0,1.0842021724855e-19,0,0.00721782705706306,0.00651734911162173,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0567287580815989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602667777559973,0,0,0.0883947229569568,0,0.119795104955489,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0112252609678952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176626357264617,0,-0.0025905659028453,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.0596154468228346,0,0,0,0,0,0,0,0,0,0,0.0504000442543357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396788632006621,0,0,0.233552504718819,0,0,0,0,0,0,0,0,0.0640194979236447,0.0143322760205062,0,0.205024203228807,-0.0161260821927722,0.0168009998356432,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.768960626220268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152375831459178,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.0609707850894139,0.106478653147825,0,-0.00294715570471427,-0.00443894506422189,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.134479645441969,0,0,0,-0.0475120601114367,0,0,0,0,0,-0.0515302141799264,0,0,0,0,0,0,0,0.329567028594934,0,0,0.0741277888954369,0.240221466949068,0,0,0,0,0,0,0,0.0144210699529607,0,0,0.227628694171975,0,0,0,0,0,0,0,0,0,0,0,-0.0199618726893386,0.0104722207191063,-0.0039683512018745,0,0,0,0,0,0
X600741.SH,0,0.167950347447785,0,0,0.21067586369445,0,0,0,0,0,0,0.0548117342570025,0,0,0,0,0,0,0,0.0982890914852221,0.129088943251537,0,0,0,0,0,0,0,0,0,0,0.0744442139817811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01126828710812,0.000696664233005869,-0.0031117303748281,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,-0.0153406402794785,0,0,0,0,0,0.0877878378582321,0,0,0,0,0,0,0,0.125796194378018,0,0,0.0858688545584921,0,0,0.0434969733379802,0,0,0,0,0.00356500488864563,0.120543730399626,0,0,0,0.0505471892450928,0,0,0.104863617058755,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.035558115295201,-0.00690837274579803,0.00123499219463551,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.253167408717853,0,0,0,0,0,-0.0657094954270974,0,0,0,0.0171558162703986,0,0,0,0,0.0388510342123946,0,0,0,0,0,0,0,0,0,0,0,0.331926769452754,0,0,0,0.113273355173554,0,0,0,0,0.0174097736419889,0,0,0,0,0,0,0,0,-0.00339491859193071,0,0,0,0,0,0
X002236.SZ,0,0,0.0978401317680673,0,0,0,0,-0.0190762375329028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00287492909655086,0,0.134139373712717,0,0,0,0,0,0,0,0,-0.10869684916658,0,0,0,0,0,0,0,-0.00690483359434812,-0.00542002197261512,0,0.274718514670212,0,0,0.0998150637873662,0,-0.0034983181306707,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0.0557887995890084,0,0,0.150001593952198,0,0,0,0,0,0,0,0,0.0338795168999446,0,0,0,0,0.0290640567748523,0,0,0,0,0,0,0,0,0,0,0,0.0229334746544195,0,0,0,0.142967374716959,0,0,0,0,0,-0.107155827145728,0,0,0,0,0,0,-0.0277794164174044,0.00667790281212965,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0926784757322103,-0.201758336792006,0,0.348581045439773,0,0,0,0,0,0,-0.0137559576873308,0,0,0,0,0,0,0,0,0,0,0,0,0.127106742838694,0,0.0060852760409046,0.00753591429357136,-0.00846091351708564,0,0,0,0,0,0
X601877.SH,0,0,0,0.180082475442139,0.03977256626703,0,0,0.0658063452536007,0,0,0,0,0,0.0561489292807094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194878251583942,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.0281309071532423,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.0322986606695619,0,0.181616629379698,0,0,0,0,0.0507928589145793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498630231628956,0,0,0,0,0,0,0,0.0647051480201549,0,0,0,0,0.0225454734055412,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353522747894059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182962407327093,0.058282183864064,-0.00818331294213003,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0.0571007124233104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174819078260432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128741614887318,0,0,0,0.0012288122658206,0.00549951034070159,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0.0591448861617241,0,0,0.0827403145479372,0.0412483871633372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369747598097474,0,0.0334089876052358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600089.SH,0,0,0,0.0864099261622628,0,0,0,0.0110147629800131,0,0,0,0,0.126725822289029,0.0878622908219078,0,0,0,0,0,0,0,0,0,0,0.00198497752686318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396062715808541,0,0,0.0467531961729028,0,0,-0.00547963530510097,0,0,0,0,0,0
