,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X600690.SH,X002415.SZ,X000651.SZ,X600809.SH,X002371.SZ,X003816.SZ,X000568.SZ,X000725.SZ,X600104.SH,X300124.SZ,X600031.SH,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X002179.SZ,X000100.SZ,X002241.SZ,X002463.SZ,X600418.SH,X600089.SH,X600584.SH,X600703.SH,X000977.SZ,X600372.SH,X600839.SH,X002028.SZ,X000157.SZ,X002049.SZ,X600066.SH,X002236.SZ,X600522.SH,X600741.SH,X600183.SH,X600460.SH,X002129.SZ,X002456.SZ,X601877.SH,X600487.SH,X000661.SZ,X000800.SZ,X000066.SZ,X002185.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.455320857311866,0,0,0,0,0,0,0,0,0,0,0,-0.0143673832344928,0,0,0,0.204335719591593,0,0,0,0,0,0,-0.00280853964884964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546949679284604,-0.123699933339334,-0.020796054657179,0,0,-0.0252222485660335,0,0
X000858.SZ,0.591084542821237,0,0,0.0606046044816683,0,0,0,0.329756069743661,0,0,0,0,0,0,0,0,0,0,0.0126203741032514,0.0186789563535064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152616677126434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063947141530798,0,0,0.672487844428262,0.0847670282816319,0,0,0.0166475856518209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878784773020471,0,0,0,0,0,0,0,-0.0629934683232391,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0997431174782638,0,0,0.00522397504396664,0,0,0,0,0,0,0.0456713312489616,0.291980243336923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831069402472076,0,0.0804162431155802,0,0,0,-0.0899004650022645,-8.67361737988404e-19,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.316227463945305,0,0,0,0.0293156547151322,0,0,0,0,0,0.107637104490333,0,0,0,0.0337274404036021,0,0,3.46944695195361e-18,0,0.0522127124559335,0,0,0,0,0,0,0.013581495826828,0,0,0,0,0,0,0,0,0,0.0522475734284214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0.0789232710764147,0,0,0,0.198385119729175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22464861494552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00926712928137919,0,0,0,0,0.0037770403341165,0.017606749111712,0.144497467122061,0,0,0.0238723058143514,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.419742806584231,0,0,0,0,0,0,0,0,0.0424926822322412,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0.0157295968803834,0,0,0,0.0258932055561528,0,0,0,0,0,0.0584161523214097,0.0145732542301803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.175941496421762,0,0,0,0,0,0,0,0.0223589254354728,0.462322703072738,0,0,0,0,0,0,0,0,0.249105237390148,0.0763277724477872,0,0,0,0,0.0296660957900095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123753747092101,0,0,-0.0269995863777346,0,0,0,0,0,0,0,0,-0.0257656700279957,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181088524963584,0,0,0,0,0,0,0.0580224509653783,0,0,0,0.104973318514969,0,0,0.0348137455142866,0,0.18849331073605,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.21928575636623,0,0,0,0,0,0,0,0,0,0,0,-0.0209692206295246,0,0,0,0,0,0
X003816.SZ,0,0,0,0,-0.073071970523194,0,0,0.04033099672572,0,0,0,0,0,0.00679771612610985,0,0,0,0,0,0,0,0,0,0.122024488550631,0,-0.016685185437327,0,0,0,0,0,0,-0.207609184309926,0.248600956588945,0,0,0,0,0,0.132368917827454,0,0,0,0,-0.0520998389115215,0,0,0,-0.0664886825951773,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.0167946833425271,0,0,0,0,0,0.685042331549572,0,0,0,0,0,0.0748925284003736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400131847072895,0,0,0,0,0,0.0117804484913257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0526388907358953,0,-0.0332593030543832,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076785274925038,0,0,0,0,0,0.0310836072869519,0.00844694881340845,0,0.507776777863367,0,0,0,0,0,0,0,0,0.0702245531244922,0,0,0,0,0,0,0,0,0.00725300429924145,0,0.00892303826200232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0844306066618128,0.204469355931108,0,0,0.0604542338912777,0,0,0,0,0,0,0,0,0,0,-0.0173423468888895,0,0.217083631039136,0,0,0,0,0,0,0,-0.0228583839841349,0.0841596320786436,0,0.0438189444837665,0,0,0,0,0,0,0.046262308133422,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522560202553493,0,0,0,0,-0.0267387725187721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085909348726191,0,0,0,0,0.0910446731404029,0,0,0,-0.152350764599312,0.0460143370975336,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0501091658713399,0,0,0,0.117515880571647,0,0,0,0,0,0,0,0,0,0.16666628683267,0,0,0,0,0,0,0,0,0,0,0,0,0.194845606039137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129758537758682,0.123866737003671,0,0,0,0,0.000357869563502547,0.064125587457798,0,0,0,0,0,0.0305891756852329,0.0530353202213162,0,0,0,0,0,0,0.131520272275278,0,0,0,0,0,0,0,0,0,0,0,0,0.26046341866561,0.0535507604376268,0,0,0.0431388468905553,0,0,0,0,0.172707135733836,0,0
