,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X600690.SH,X002415.SZ,X000651.SZ,X003816.SZ,X600809.SH,X002371.SZ,X000568.SZ,X000725.SZ,X600104.SH,X600031.SH,X000625.SZ,X300124.SZ,X000063.SZ,X002304.SZ,X000338.SZ,X002179.SZ,X000596.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X002463.SZ,X600089.SH,X002028.SZ,X000157.SZ,X600372.SH,X600066.SH,X600741.SH,X600584.SH,X600703.SH,X600418.SH,X000977.SZ,X002236.SZ,X600522.SH,X600183.SH,X601877.SH,X002049.SZ,X000921.SZ,X000800.SZ,X601799.SH,X600487.SH,X002294.SZ,X002180.SZ,X002074.SZ,X000661.SZ,X002223.SZ,X000400.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0806749440573217,0,0,0,0,0,0,0.115879043177447,0,0.177730042178452,0,0,0,0,0,0,0,0,0,0.023417418978328,0,0,0,0,0,0,0,0,-0.0229119441717094,0,0.155440208191599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00316907622787459,0,0.0114924531633368,-0.0972009325261624,0,0,0,0,0,0
X000858.SZ,0.216736493400395,0,0.0724287412958752,0,0,0,0,0,0.303457308146705,0,0,0,0,0,0,0,0,0,0,0,0.132466328315655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028667898733474,0,0,0.0303798955845114,0,0,0,0,0,0,0,0.00606397850079408,0,0,0,0,0.00461617471891207,0,0,-0.0111645464011406,0,0
X600276.SH,0,0,0,0,0,0,0,-0.0824911278958963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672695994136228,0,0,0,0,0,0,0,0.348319870116766,-0.0472556574149507,0,0.106377840814736,0,0,0,-0.0393904016556633,0,0,0,0,-0.0147737044417229,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,-0.0150756103197216,0,0,0,0,0,0,0,0,0,0,0,0,0.181937823723722,0.139145601006112,0,0,0,0,0,0,0.213731758828008,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340775413529361,0,0,0,-0.027685797073263,0,0
X600690.SH,0,0,0.026416469885389,0,0,0,0.367884740023456,0,0,0,0,0.0541781602568521,0,0,0,0,0,0,0.104211069755867,0,0.0454423689754364,0,0.0568951516740683,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0173298620142208,0,0,0,0.25393856764182,0,0,0,0,0,0,0,0,0.0803862567294948,0,-0.0017076672220131,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.141182097492661,0,0,0,0,0,0,0,0,0.0968856450735451,0,0,0,0,0.0141440698867885,0,0,0.0200736218976605,0,0.0232518743105087,0,0,0,0,0,0,0,0,0,0.0478887435931908,0,0.0196851981658335,0,0,0,0.197101936737923,0,0,0.0530039200055852,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127936596020124,0,0
X000651.SZ,0,0,0,0,0.175697466711776,0,0,0,0,0,0.11766834867382,0,0,0,0,0,0,0,0,-0.017901709017308,0,0,0,0,0,0,0.0529448880916976,0,0,0.0577915678208772,0,0,0,0,0,0,0,0,0,0,0.0742393123210402,0,0,0,0,0,0,0,0,0.00517605147051898,0,0,-0.0179432683943292,0.013016726697465,0,0,-0.00762228807476792,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.127383882910351,0,0,0,0,0,0,0,-0.206333632509656,0,0,0,0,0,0,0,0,0,0,-0.0749824201368169,0,0,0,0,0,0,-0.00688903090633601,0,0,0,0,-0.394011073786673,0,0,0,0,0,0.149395521737168,-0.168626322973359,0,0,0,-0.123075504998529,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0.154708902134618,0,0,0,0,0,0,0,0.0119177283730201,0,0.555746534045037,0,0,0,0,0,0,0,0.228112899475131,0.0692805437791971,0,0,0,-1.73472347597681e-18,-0.0865229777832362,0,0,0,-0.0689214898626306,0,0,0,0,-0.0878728761844702,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134444640914558,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019253079228353,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0454972104860625,0,0.208244178889736,0,0,0,0,0.192731932446578,0,0,0,-0.145664091437004,0,0,0,0,0.170632032590203,0,0,0,0,0,0,0.000989546376033257,0,0,0,0.0167190368103422,0,0
X000568.SZ,0.160751608953879,0.348662847574149,0,0,0,0,0,0,0.437398948998407,0,0,0,0,0,0,0,0,0,0,0,0.00660509229009257,-0.0433750339988727,0,0,0,0,0,0,0,0,0,0.0810986892249739,0,0,0,0,0,-0.0235528969045725,0,0,0,0,0,-0.0638447383818358,0,0,0,0,1.0842021724855e-19,0,0,-0.0247119456027263,0,-0.052436598975422,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603327716029825,-0.026441281852329,0,0,0,0,0,0,0,0,0,0.0692102104656802,0,0,0,-0.0158632743457462,0,0,0,0,0,0,-0.0258232850051736,0,0,0,0,0,0,0,-0.033222453077065,0,0,0,0,0.00232625392144281,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.170982837012455,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0421655850715465,0,0,0,0,0,0,0,0,0.0133207347094701,0,0,0.0650518473628625,0,0,0,0,0.101177819185384,0.0204519895054613,0,0,0.142881748978434,0,0,0,0,0,0,0.0307661308584572,-0.019463954118695,0,0,0,0,0
