,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X600031.SH,X003816.SZ,X000725.SZ,X002304.SZ,X000568.SZ,X000661.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X002007.SZ,X600741.SH,X300003.SZ,X002371.SZ,X600183.SH,X000100.SZ,X002241.SZ,X300014.SZ,X000596.SZ,X000977.SZ,X601877.SH,X002236.SZ,X000625.SZ,X300142.SZ,X300124.SZ,X000157.SZ,X002129.SZ,X002463.SZ,X600498.SH,X002456.SZ,X002223.SZ,X002179.SZ,X300136.SZ,X600118.SH,X000066.SZ,X600271.SH,X600584.SH,X002049.SZ,X600487.SH,X002414.SZ,X600177.SH,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.438935606904691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181139705139159,0,0,1.73472347597681e-18,0,0,0,0,0.0077833594177121,0,0,0,0,0,0,0,0,0,0,0.0126517837224367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362512628024672,-0.0071609123702093,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0508069852872619,0,0,0.0766938207164389,0,0,0,0.441170242152979,0.0545447236446192,0,0,0,0,0,0,0,0,0,0,0,0,0.169913871430274,0,0,0,0.0388066523509447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139402051964228,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115177765898359,0.058159066890648,0,0,0,0,0,0,0.0211490010039015,0,0.0776030053210086,0,0,0.0149226701847021,0,0,0,0,0,0,0,0,0,0,0.0318151413227643,0,0,0,0,0,0,0,0,0,0,0.00997442457437112,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0702026606186971,0.150156629460493,0,0,0,0,0,0.193124449912664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496176425000621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0789912722726649,0,0,0,0,0,0.0347804285433638,0,0,0,0,0,0,0,0,0.0297895760921114,0,0.0941756137591175,0.0107664746299836,0,0,0,0,0,0.163840840565996,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.014208574085511,0,0.0170053121880589,0,0,0,0,0,0,0.0181308516496863,0,0,0.0391810606653153,0,0,0,0,0,0
X600104.SH,0,0.0881633946134353,0,0,0,0,0,0,0,0,0,0,0,0,0.0964480835796205,0,0,0.0776270611411393,0,0,0,0,0,0,0,0,0.0414327049391441,0.0159612106104169,0,0,0.299898152872825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195220820355234,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399434656145208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134425572129113,0,0,0,0,0,0,0,0,0.310037322022609,0,-0.0329879387332357,0.0210421566199779,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0483994526542401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285360331517034,0,0,0.136850822795546,0,0,0,0,0.0886839482251539,0,0,0,0,0,0.26661327531145,0,0,0,0.0678541739034709,0,0,0,0,0,0,0,0,0,0,0,0.0495606741960488,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.11064077203161,0,0,0,0,0,0,0,0.0149144950628776,0.115872421255796,0,0,0,0,0,0,0,0,0.00151547296284488,0,0,0.0844730499539651,0,0,0,0.0811140906595807,0,0,0.386483216564097,0,0,0,0,0,0,0,0.0119975130640451,0,0,0,0,0,0,0,0,0,0.0338203519884684,0.00263139366797231,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0509974169984176,0,0,0,0,0,0,0,0,0,0,0,0,0.0337680482289214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155963101286393,0,0,0,0.0170324997193903,0,0,0,0,0.00242731814328829,-0.0100142762035254,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496531116770624,0,0.0726443172847579,0,0,0,0,0,0.124224466422149,0,0,0,0,0,0.0610930449804114,0,0,0.0181140577727174,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.268218369684303,0,0.0887752156347366,0,0,0,0,0,0,0.0311810707314933,0,0,0,0,0,0,0,0,0.0846229304209242,0,0,0,0,0,0.000396370053187768,0,-0.0112544900669991,0,0,0.0121896738367276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.394877454364908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42833993323315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642854281172802,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00912687195047444,-0.0078697395745167,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0470346970054594,0,0,0,0,0,0.0704108185403158,0,0,0.0106489915521329,0,0,0,0,0,0.174923980552928,0,0,0,0.128422785945205,0.0734239105798912,0,0.159192962271001,0,0,0,0,0,0,0,0.152370732191536,0,0,0,0,0,0,0,0,0,0.0248630199150239,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.03076457230519,0,0,0,0,0,0.393960833682787,0,0,0,0.00440995333563182,0,0,0,0,0.00602470239475441,0,0,0,0,0,0,0,0,0,0.0484243323047996,0,0,0,0,0,0,0,0,0.039028418227134,0,0,0,0,0,0.0723964578370895,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.136249050250363,0,0,0,0,0,0,0,0,0,0,0,0,0.117836037389617,0,0,0.0740726614193693,0,0,0,0,0,0,0,0.107532012907843,0.0234346860465674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011213565044662,0,0,0,0,0,0,0.103488345086205,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095042425082111,0,0.123124295167315,0.0839050786272811,-0.0349754333751791,0,0,0,0,0,0.569998137923795,0.0517600735973747,0,0,0,0,0,0,0.0221645903237451,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.582050981910088,0,0.0376530840078947,0,0,0,0,0,0,0.00199244949780681,0,0,0,0,0.107714094832525,0,0,0,0,0,0,0,0.0581376290352861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655447245937319,-0.0102410568167892,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344879084756077,0,0,0.0345398497937685,0,0,0.143049755412914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00675218206906335,0,0.195428831742174,-0.105957048392772,0,0,0,0,0,0,-0.0566845838593545,0,0,0,0.0554983906552987,0,-0.054373912967795,0,0.0878821910036474,0,0,0,0
X600741.SH,0,0,0,0,0,0.0523119478327288,0.3348336700958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0640316339964208,0,0,0.037478889990183,0,0,0,0,0,0.0620293401627844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00924058385539079,0.0436688224617732,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160919837798963,0,0,0,0,0,0,0.0923737483716827,0,0,0.152485716724455,0,0,0,0,0.0240014315525334,0,0,0,0,0,0,0,0,0,0,0,0,0.0135265288781449,0.0535381122602663,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146139365922449,0,0,0,0,0,0,0,0.133880702243496,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.256097098343099,0,0,0.0493166510861113,0,0,0.10856935460429,0,0,0,0,0,0,0.0593743384069987,0,0,0,0.0409663368691711,0.0265720339574229,0,0,0,0,0,0
X600183.SH,0,0,0,0,0,0,0.0608929552850394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716340636668967,0,0.0954280396487119,0,0.0552579446763447,0,0,0,0,0,0,0,0,0,0.577793216237446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191452875654434,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0.314120243767959,0,0,0,0,0,0,0,0,0,0,0.26574557358781,0,0,0.00620038492796817,0.0795774214653128,0,0,0,0,0,0,0,0,0,0,0,0.00141552994101899,0,0,0,0.09334110622376,0,0,0.0422410937475145,0,0,0,0,0,0,0.00637927178134577,0.0209266682625632,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.0963505137816946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298165489716398,0,0,0,0.208042627830929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249088507491373,0.0474638393423821,0,0,0.148700083697825,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0.0237527615042577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335358144482958,0,0,0,0,0,0.214724573679893,0,0,0,0.201321188460551,0,0,0,0,0,0,0.0741025059095918,0,0,0,0,0,0,0,0,0,0,-0.00784402143416836,0,0,0,-0.238362673751254,0,0
X000596.SZ,0,0.159089080428078,0,0,0,0.139403281343588,0,0,0.0381489441885953,0,0,0,0.339051970171306,0,0,0,0,0,0,0,0,-0.0619465349804463,0,0,0,0.206928154656063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00244944754795273,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.330550253034462,0,0.00938242081991733,0,0,0,0,0,0.0554280444349367,0.0506963686335202,0,0,0,0,0,0,0,0,0,0.0816433863945976,0,0,0,0,0,0.071913849070024,0,0,0,0,0.252985159353213,0.127500983233474,0.0516098196190331,0,0,0,0,0,0,-0.0520816262563088,0.0319675139263051,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0.0362906336506281,0,0,0,0,0,0.124171178969244,0,0.101508564803941,0,0,0.199220432583502,0,0,0,0,0,0,0,0.0498099918897408,0,0,0,0,0,0,0,0,0,0,0,0,-0.0384878739693779,0,0,0.111344439177655,0,0,0,0,0,0,0,0,0,0.0458841029052103,0.00268865418963353,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.0023722460940766,0,0,0,0,0,0.0306453248237254,0,0,0,0.126907366796772,0,0,0,0,0,0,0,0,0,0.0606658735411483,0.134468589191049,0,0.119206247125601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213638579557733,0,0,0.225164648152561,0.0824394272906863,0,0,0,0,0.023528830019905,-0.0219646876798949,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.193122159391373,0,0.100084439653239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797664522856001,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.283843165793152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017508803135444,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.244973446208986,0.070595066384934,0.0350997133607786,0,0,0,0.115902710501748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111645122443607,0,0,0,0,0,0.148516991477409,0.0822717363825002,0,0,0,0,0,0,0,0.00122251961860456,-0.037161841279754,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337776670680988,0.0789737639474308,0.152580807918266,0,0,0,0,0,0,0,0,0,0,0.0886184784124647,0,0,0,0,0,0,0,0,0,0.0283219189089311,0,0,0,0,0.00380627170050466,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0.336995881422243,0,0,0,0,0,0.141886490561806,0,0,0,0,0,0,0,0,0.00719367601020378,0.0158002988734486,0,0,0,0,0,0.171574832570618,0,0,0,0,0,0,0,0,0,0,0,0.0109709060087408,0,0,0,0.0499480964129349,0,0,0,0,0,0.027319935200762,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280332740671439,0,0,0,0,0.132908505508065,0,0.15758604100367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192968344274954,0,0,0,0,0,-0.0125480953329129,0,0,0,0,0,0,0
X002463.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0822321797179208,0,0,0,0,0,0,0,0,-0.040411647880557,0.242220091679376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139541511769219,0.254408135648436,0,0,0,0,0.096110051691769,0,0.117806310679701,0,0,0.0230077503778312,0,0,0,0.0160316661788495,0.000167541561942111,0,0,0,0,0,0
X600498.SH,0,0,0,0,0,0,0,0.106746379029884,-0.0671585874176787,0,0.195357940749053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648594994880421,0,0,0,0.461070454249194,0,0,0,0,0,0,0,0,0,0,0.153808788416357,0,0,0,0.199015014788521,0,0.0262990122512966,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769927476294582,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.206585027739457,0,0,0,0.284587593088995,0,0.0969049223874501,0,0,0,0,0.0753230681121752,0,0,0,0,0,0,0
X002223.SZ,0,0,0,0,-0.19905957033903,0,0.313560872070431,0,0,0,0,0,0,0,-0.0183455988586058,0,0,-0.235757885087724,0.0664705974935658,0,0.229934738090372,0,0,-0.0289181505905784,0,0,0,0,0,0,-0.17152794469058,0,0,0,-0.0530414915926961,0,0,0,0,0,0,0,-0.0478701064787289,0,0,-0.140133582744949,0,0.265753991583354,0,0,0,0,0.0224288081596755,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0.0449368266076363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621139427375531,0,0,0,0.0206589953007923,0,0,0,0.115240659733104,0,0,0,0,0,0.0411417536941086,0,0,0,0,0,0.0568247812424934,0,0,0.0812270396112884,0,0,0,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0,0.0218086586824154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508046196590012,0.0727162247419263,0,0,0,0,0,0,0,0.142133234513679,0,0,0,0,0,0,0.22865359818568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447173636548834,0.0177817455893845,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0.00834230522738607,0,0,0,0,0,0.242436260366162,0,0,0,0,0.0852244871333562,0,0,0,0,0.19616097160732,0,0.346513862017482,0,0,0.0634393456306536,0,0,0,0,0,0,0,0,0,0.0184084002049196,0,0,0,0,0,0,0,0,0.132430262870712,0,0,-0.173515926799192,-0.0922417159211235,-0.0175366328059222,0,0,0,0,0,0
X000066.SZ,0,0,0,0,0,0,0,-0.004375371922463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0624125333004094,0.256374773104667,0.48645474925052,0,0,0,0,0.0784740323842123,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0.0486433392320535,0,0,0,0,0,0,0,0,0,0.217310878951736,0,0,0,0,0,0,0.0832256803759185,0,0.106281451028904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24845360421286,0,0,0,0.0270880388607569,0,0,0,0,0,-0.00343830251732933,0,0,0,0,0,0
X600584.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470598722080411,0,0,0,0,0.0340843919859831,0,0,0.1002060430667,0.120721770880914,0,0,0,0,0,0,0,0,0.0788164868197013,0,0,0.0738637408443351,0,0,0,0,0.0326898574383645,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0.0152648489406675,0,0,0,0,0,0,0,0,0,0.134019679027024,0,0,0,0,0.0675715376493857,0.181840746666083,0,0,0,0,0.0443878405956379,0,0,0.147844425330253,0,0,0,0.0874148860982004,0,0,0,0,0,0,0,0,0,0.143973884758817,0,0,0,0,0,0,0,-0.00222756340070493,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114837085157172,0.0991153804490896,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0758283684457901,0.17749890365712,0.0244270216588628,0.139079636689542,0,0,0,0,0.0447155945145877,0,0,0,0,0,0,0,0,0,0.0362620242063361,0,0,0,0,0,0
X002414.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155655504375492,0,0.0115068486187125,0,0,0,0,0.0403335732035259,0,0.477283496308676,0,-0.0478715630043719,0,0.0870355574621555,0,0,0,0,0,0,0,0.061050206137082,0,0,0.148136214961519,0,0,0,0.00121405184496411,0,0,0,0,0,0,0,0,0,-0.0116521109292425,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0722106749440237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114690767899476,0,0,0,0.107622103423917,0,0,0.0208593605101556,0,0,0,0,0,0,0,0,0,0.0355992988782458,0,0,0,0,0.00928176462439321,-0.00570816522531056,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0.100878863200406,0,0.00914116972274926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246343677386676,0.130972426365567,0,0,0,0,0,0,0,0,0,0,0,0.0144114204668222,0,0,0.383411119832693,0.00535848987374766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
