,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000625.SZ,X000063.SZ,X600690.SH,X002292.SZ,X600703.SH,X600271.SH,X600118.SH,X000559.SZ,X600031.SH,X000100.SZ,X002241.SZ,X600066.SH,X002236.SZ,X002475.SZ,X600741.SH,X600372.SH,X000157.SZ,X000338.SZ,X002049.SZ,X600089.SH,X300124.SZ,X002465.SZ,X600177.SH,X000568.SZ,X601877.SH,X002074.SZ,X600582.SH,X002294.SZ,X300003.SZ,X000869.SZ,X002506.SZ,X300001.SZ,X600252.SH,X002426.SZ,X002085.SZ,X000977.SZ,X600867.SH,X000547.SZ,X600839.SH,X002129.SZ,X002276.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0750533253029183,0,0,0,0,0.0947046928796708,0,0,0,0,0.0279850514775854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801363116769004,0,0,0,0,0,0,0,0.0618289426570375,0,0,0,0,-0.00947559157450795,0,0,0,0,0.012219532233939,0,-0.0236394547336123,0.0278107494857057,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.397353748632949,0,0,0.021804092930061,0.0312645813243575,0,0,0,0,0,0,0,0,0,0.0183595345939422,0.0706013107142568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108204484267095,0,0,0,0.0234672075441931,0,0,-0.0108868418512104,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186102090210838,0,0,0,0,0,0,0,0.0480250492160643,0,0.0893425986449389,0,0,0,0,0,0,0,0,0,0,0.0305026001895957,0,0,0,0,0,0.0325597962763741,3.46944695195361e-18,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.00250986148218568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585636254492284,0,0,0,0,0,0.142351400615566,0,0,0,0,0,0.198412104483669,0.00298108027031851,0,0.0219605347243633,0,0,0,0,0,0,0.0908884266051877,0,0,0.00721634183226123,0.00154847309582182,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0237000639654736,0,0,0,0.0534786719364497,0,0,0,0,0,0,0,0,0,0,0.00688787835311214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571754254180052,0.0951155772419279,0.137891336752349,0.0186382345844945,0,-0.00386053553494682,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0794876557305705,0,0,0,0.108751387836045,0,0,0,0,0,0,0,0.0759728992264763,0,0,0,0,0,0,0.0813265933131675,0,-0.00263507975071771,0,0,0.0636277728468804,0,0,0.0436589160499906,0,0,0,0,-0.03777644481746,0.0244809435449981,0,-0.070449305623995,0,0,0,0
X002304.SZ,0,0.109000693365558,0,0.0217189426587391,0,0,0,0,0,0,0,0.0234457366466035,0,0,0.148016663023367,0,0,0,0,0,0.080892030624155,0,0,0,0,0,0,0,0,0,0,0.116213139436617,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0525531741107564,0,0,-0.0101492170732709,0.00972171458739685,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0347050117017213,0,-0.00713936943400208,0,0,0,0,0,0,-0.0261792088762604,-0.0685294275055015,0,0,0,0,0,0,0,0,0,0,0,0.0601231937830409,0,0,0,0,0,0,0,0,0,0,0,0.0531275788087762,0,0,0,0,0,0.0306455971544498,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0644787601896317,0,0,0,0.113576666270155,0,0,0,0,0,0,0.211768847600658,0.150611490020892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328469542583924,0,0,0,0,0,0.00895614783334328,0,0.0567491423751053,0,0,-0.0200878336064945,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.108706975456452,0,0,0.0247634881574397,0,0,0,0,0,0,0,0,0.037203525652319,0,0,0,0,0.223536516108889,0,0,0,0,0,0.0220653450451901,0,0,0,0,0,0,0,0,0.0146841929714842,0,0,0,0.117392589175194,0.0163485328107363,0,0.00692767366496241,0,0,0,0,0,0,0
