,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X002475.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X300003.SZ,X000100.SZ,X300124.SZ,X600809.SH,X002008.SZ,X600487.SH,X000625.SZ,X000596.SZ,X000661.SZ,X600498.SH,X002456.SZ,X002007.SZ,X600776.SH,X000157.SZ,X002179.SZ,X300142.SZ,X000050.SZ,X600066.SH,X300146.SZ,X600177.SH,X600522.SH,X600867.SH,X600089.SH,X600372.SH,X300136.SZ,X002241.SZ,X600566.SH,X000977.SZ,X002129.SZ,X002180.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0345012203055463,0.144018424036107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323873140368897,0.0321786263941278,0,0,0,0,0,0,0,0,0.0543164183232656,0,0,0,0,0,0,0,0,0.0196855845031433,0,0,0,0,0,0.0230396985117475,0,0,0,0.0689157593782199,0,0,0,-0.00580819822419719,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.02554287542829,0,0,0.0829243172595411,0,0,0,0,0.206222130754305,0,0,0.0137137156262652,0.103170183393298,0,0,0,0.0805106959343737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304923679381074,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.166941650270928,0,0,0,0.0393437157881413,0,0,0.0189700216053657,0,0,0.0846459506315667,0,0.377305879098272,0,0,0,0,0,0,0,0,0,0,0.0197665488806886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275638895905978,0.0674938909279446,0,0,0,0.0387236520446086,0,0
X000858.SZ,0,0,0.0290246891175043,0,0,0.0222384430422661,0.095404096167068,0,0,0,0,0,0,0.3237657939084,0,0,0,0,0.0755198453177093,0,0,0,0.0545775061553981,0,0,0,0.0414974230287034,0,0,0,0,0,0,0,0,0.00676594739078117,0,0,0,0,0,0,0,0.00983883032020788,0,0,0,0,0,0.0411016588055381,0,-0.00907231160514243,0,0,0,0,-0.00718954741521116,0,0
X000651.SZ,0,0.129525087796718,0,0,0,0,0.0583422365355617,0,0,0.139798993762851,0,0,0,0,0.00664987463101408,0,0,0,0.0372766985601059,0,0,0,0,0,0,0.0313797186515397,0,0,0,0.0208344766900952,0,0.0254084471667951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879296818229636,0,0,0,-0.00130897904977793,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391100815477748,0,0,0.317433888579863,0,0,0,0.0233152371567931,0,0,0,0,0,0,0,0,0,0,0.0208931849968468,0,0,0,0,0,0,0,0.0352911928492463,0,0,0,0,0,-2.16840434497101e-19,0.0537407397246255,0,0,0,0.00510465445359669,0,0
X002304.SZ,0,0.180613784692861,0,0.154702035434059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735792929997746,0,0.116188869497889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281542276259075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00752715642005554,0,0,0,0,-0.0206357732027697,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0887116948303012,0,0,0,0,0,0,0.0606529437959702,0,0.347815522959133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233668263286579,0,0,0,0,0,0,0,0,0,0.0731560529912365,0,0,0,0,0,-0.00898463033628925,0.01468759199512,0,0,0,-0.0378138023898258,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0166077763593452,0,0,0,0,0.0359860074434099,0,0.0576304607195392,0,0,0,0,0,0,0.282140532656838,0,0,0,0.17085546567818,0.0293272835788722,0,0,0,0,0,0.042541552266048,0,0,0,0.0424647711093669,0.0525681207710631,0,0,0,0,0,0,0,0,0,0,0.00599710840798743,0,0,0,0,0.14563201521829,0,0
X600690.SH,0,0.091991049074468,0,0,0.0711648329661429,0,0.169140771502332,0,0,0,0,0,0,0,0,0,0,0,0.0520908842663767,0,0,0,0.0176553805393073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196923968054464,0,0,0,0,-0.0140933474031383,-0.0166431738817442,0,0,0,0.0245520920822756,0,0
