,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X003816.SZ,X600690.SH,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X600031.SH,X000063.SZ,X300124.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X600089.SH,X600372.SH,X002463.SZ,X600703.SH,X000157.SZ,X600584.SH,X002028.SZ,X000977.SZ,X600741.SH,X600522.SH,X002236.SZ,X600066.SH,X600183.SH,X600418.SH,X002049.SZ,X601877.SH,X000921.SZ,X000661.SZ,X000800.SZ,X002223.SZ,X601799.SH,X002180.SZ,X600487.SH,X600460.SH,X002074.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.377127541613338,0,0,0,0,0,0.107375259987539,0,0,0,0,0,0,0,0,0,0,0.0300832171629024,0.106554290366107,-0.0157916491688268,0,0,0,0,0,-0.0470347883846047,0,0,0,0,0,0,0,0,0,0.0499256994519889,-0.00773595571441193,-0.0275848137566921,0,0,0,0,0,0,0,-0.093452887724174,-0.0212039528057964,0,0,0,0,-0.071925849119419,0,0,0,0.00952431730173978,0,0
X000858.SZ,0.131539684865533,0,0,0,0,0,0,0,0,0.322837890393824,0,0,0,0,0,0,0,0,0,0.133201807919877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209232583937132,0,0,0,0.027538762536499,0,0,0.0238806044784109,0.0175482082087337,0,0,0,0,0,0,0.022666124268777,0,0
X600276.SH,0,0,0,0,0,-0.0060757329236928,0,0,0,0,0,0,0,0,0,0,0,0.089691348380494,0,0.0378020656590147,0,0.0593301244738938,0.0479697836669095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324273516633002,0,0,0,0,0,0,0.141816488285485,0,0,0,0,-0.015404885959907,-0.0161986995323472,0,0,-0.0136139583360605,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461150977904264,0,0,0,0.246072684423997,0,0,0,0,0,0,0,0,0,0,0,0,0.00534026110342056,0,0.0404765324561774,0.132865962448886,0.038511779713319,0,0,0,0,0,0,0.0715276336857919,0,0,0,0,0,-0.019706663660336,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503731851809668,0,0,0.481654910931834,0,0,0,0,0,0.201701349163223,0,0,0,0.0521216493890444,0,0.0362321044877445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0435703070352743,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.0444967346618119,0,0,0,0,0,0,0,0,-0.1452249037036,0,-0.0287116124237771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00812061545779671,0,0,0,0,0,0,0,0,0,0,0,-0.059565488401312,0,0,0,-0.348002926011969,0,0.020392257554191,0,0,0,0,-0.00868899378342984,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.175581051714948,0,0,0,0,0,0.272513147287058,0,0,0,3.46944695195361e-18,0,0,-0.190902528299608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319543211299085,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213689723577938,0,0,-0.000981004498703526,0,0
X600809.SH,0,0,0,0,0,0.020803524917353,0.151470373061322,0,0,0,0.0251861444259706,0,0,0,0,0,0,0,0,0.470250666429206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281127622671042,0,0,0,0,0,0,0,0.00223010364974696,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.085121929571066,0.0305523815094649,0,0,0,0,0,0,0,0,0,0,0.0247402334715232,0,0,0,0,0,0.0178266822199006,0,0,0,0.0372128255245185,0,0,0,0,0,0,0,0,0,0,0,0.151135883085628,0,0,0,0,0,0,0,-0.0274631137716303,0,0,0,0,0,0,0,-0.00636749267845121,0,0
X000568.SZ,0.472376947048239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282742847741915,0,0,0,0,0,0,0,0,0,0,0,0.0281596906034146,0,0,0,0.00493812863054872,-0.0313925751713836,0,0,0,0,0.0623504294741607,0,0,0,0,0,-0.0532225962790907,0,-0.0367425457781389,0,-0.0158689333044789,0,-0.0298694967881957,0,0,-0.0017619080966897,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356232672843387,0,0,0,0.0317163070062324,0,0,0,0.0801944831826618,0.0250290725398031,0,0,0,0,0,0,0.00392383373803533,0,0,0,0,0,0,0.0394117507367666,0.0730132893236911,0,0,0,0,0
X600104.SH,0,0,0,0,0,8.67361737988404e-19,0.0204986753407718,0,0,0,0,0,0.015312053810441,0.0269939412705637,0.120997620116678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149207791531506,0,0,0,0,0,0.0139535149702114,0,0,0,0,0,0,0,0.0147338282752156,0,0.0667970538739211,0.0762684496153533,0,0,0,-0.0237002388753756,0,0,0,0,0,0
