,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X002304.SZ,X600031.SH,X003816.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X002371.SZ,X000596.SZ,X002007.SZ,X002241.SZ,X000100.SZ,X300142.SZ,X300014.SZ,X600183.SH,X600741.SH,X300003.SZ,X300124.SZ,X000977.SZ,X601877.SH,X002129.SZ,X000157.SZ,X002236.SZ,X600584.SH,X000625.SZ,X000800.SZ,X002049.SZ,X002414.SZ,X002463.SZ,X300136.SZ,X000066.SZ,X002456.SZ,X002179.SZ,X600118.SH,X002185.SZ,X600522.SH,X002074.SZ,X000021.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.3236858002078,0,0,0,0,0,0,0,0,0,0.044278934910488,0,0,0,0,0,0,0,0.132466257254846,0,1.73472347597681e-18,6.93889390390723e-18,0,0,0,0,0.0165671824509225,0,0,0,0,0,0,0,0.0467782891049734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112137107628097,-0.024158862069069,0,0,0,0,0,0
X000858.SZ,0.227513905865886,0,0.0201227185843882,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.256009367974557,0.393288800573976,0,0,0,0,0,0,0.11669616614582,0,0.00647474556188576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0829107775230113,0,0,1.72789760754112e-05,0,0,0,0,0,0,0
X600276.SH,0,0.193292797185419,0,0,0,0,0,0,0,0,0,0,0.146934708249184,0,0.0536008669721414,0,0,0,0.0241552834931174,0,0,0,0,0,0,0,0,0.000612274011088777,0,0.0220223629730377,0,0,0.129883717478507,0,0,0,0,0,0,0,0,0.0214297402143893,0,0,0,0,0,0,0,0,0,-0.0124539801234384,0,0,0,0,0,0,0
X000651.SZ,0,0.0514360288182508,0,0,0,0.0864096866147589,0,0,0,0,0,0,0,0,0,0.19723104636375,0,0,0,0,0,0.0322674300047991,0,0,0,0,0.0195054119520018,0,0,0,0,0,0,0,0,0,0,0.0208455953945757,0,0,0,0,0,0,0,0,0,0,0,0,0.0195819944760936,0.00985563890786222,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0932777689480338,0,0,0,0,0,0,0,0,0,0.1332734073167,0,0,0,0,0,0,0.133631945968339,0,0.0631584977693367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159604055278601,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123941569240847,0.104844404884362,0,0.0623429275083331,0.134489302732168,0,0,0,0,0,0.0215280159331541,0,0,0,0,0,0,0,0,0,0,0.127713695390947,0,0.00106503861482367,0,0,0,0,0,0,0.0155253199141469,-0.00876468530772841,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0423561112111869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153642986879579,0,0,0,0,0,0,0.307046236167836,0.0815091715311814,0,0.0967585487305112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200040845198073,-0.00245530850924852,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.126511061169125,0.0482154070357992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15392444194519,0,0,0.159467012605023,0.312900120481997,0.0975521055998003,0,0,0,0,0,0,0,-0.04259412623703,0,0,0.0237311564665741,0,0,0,0,0,0,0
X002304.SZ,0,0.18491665474787,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0404909953680645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146154671303487,0,0.00601662002541394,0,0,0,0,0,0,0
X600031.SH,0,0.0769989722140714,0,0,0,0.1725236541385,0.0364799039870556,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.189177973584537,0.0192373432593645,0,0,0,0,0,0,0,0,0,0,0.009110075971965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104181765511732,0.0194440864477875,0,0,0,0,0,0
