,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X002475.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X000596.SZ,X002236.SZ,X600703.SH,X601877.SH,X300003.SZ,X002241.SZ,X000100.SZ,X002463.SZ,X000157.SZ,X002007.SZ,X002179.SZ,X300142.SZ,X600271.SH,X300014.SZ,X000625.SZ,X300124.SZ,X000066.SZ,X600867.SH,X002008.SZ,X300136.SZ,X002049.SZ,X000977.SZ,X600498.SH,X002129.SZ,X600066.SH,X002371.SZ,X600177.SH,X000050.SZ,X600487.SH,X002506.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.167776746757005,0,0,0.096569168741099,0,0,0,0,0,0,0,0,0,0,0,0.0619162373566004,0,0,0,0,0,0,0,0,0,0.00598493337264586,0,0,0,0,0,0,0,0,0,0,0.0350254865845378,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108985126594099,0.0279946906837731,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.161530265053994,0,0,0.040118463505252,0.308621341747944,0,0,0,0,0.17498486302413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274339222901896,0,0.0409491967474486,0,0,0,0,0,0,-0.00272517668231661,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0309540600592602,0,0,0,0,0,0.241417560086891,0,0,0,0.0313005663332017,0,0,0,0,0,0,0,0.0820372582574594,0,0,0,0.0455821571153836,0,0,0.036843495722821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099602178348507,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.126079263399987,0.178722735049053,0,0,0,0.0922326743797159,0,0.0452080364110057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0450520422420564,0.076084828319745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108621939285901,-0.0149045155044549,0,0,0,0,0.0176636471732447,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.185885615101131,0,0,0,0,0,0,0.0377010412852725,0,0,0.255760366981292,0,0,0,0.217880848013095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00708776097595018,0,0,0.0581514274380484,0,0,0,0,0,0,0,0,-0.00047038610561323,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158632520886155,0,0,-0.00559614182317681,0,0,0,0,0,0,0,0,0.0406639939993496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0200488570578233,0.0164554741708842,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00951016638861745,0,0,0,0,0.108124092930332,0,0
X002304.SZ,0,0,0,0,0,0,0.101858744059329,0,0,0,0,0.249731960515796,0,0,0,0.175872030055742,0,0,0,0.111910571618269,0,0,0,0,0.0461964047392775,0,0,0,0,0,0,0,0,0,0,-0.018485414772397,0.00838504849447281,0,0,0,0,0,-0.0829346251061456,0,0,0,0,0,0,0,0,-0.0276316259486156,0.0656944776494426,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.260111398946699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153711122489432,0,0,0,0,0.0169114918522418,0,0,0,0,0,0.0671655800247249,0,0,0,0,0.0912137682201109,0,0,0,0,0,0,0,0,0.0713176487391545,0,0,0,0,0.00728986121261496,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,3.46944695195361e-18,0,-0.00289240527217901,0,0.052626371194578,0,0.0233571342596111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011386196953325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136254088533397,0,0,0,0,0,0,0,0.337346893053522,0,0,0,0,-0.0131199261407336,0.0374957351554166,0,0,0,0,0,0
X002475.SZ,0,0.236801275106839,0,0,0.0580002510775202,0,0,0,0,0.0067739069490581,0,0,0.0595559501496219,0,0,0.128715713268506,0,0.0739477165630867,0,0,0.282201094068229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0887255026445015,0.0956763763038889,0,0,0,0.0383276476738562,0,0.10125022930826,0,0,0,0,0,0,0.0167372361001802,0,0,0,0,0,0,0
X000568.SZ,0,0.487126493288226,0,0,0,0,0,0.0949697735424442,0,0,4.33680868994202e-19,0,0,0,0,0.057912811042626,0,0,0,0.114853979087764,0,0,0,0,-0.0489275278735662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153396841206517,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.122555200641004,0,0,0,0.0771499294227854,0,0,0,0,0,0,0,0,0,-0.030346020370565,0,0,0.148283041820216,0,0,0,0,0,0,0,0.043627587077665,0,0,0,0,0.0424044304346034,0,0,0,0,0,0,0,0,0,0,0,0.0218626052902126,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.00122287755715385,0,0,0.0646346811049342,0.108399466413108,0,0.0147886302807407,0,0,0,0,0.0652119938277629,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0985145102295038,0,0,0,0,0,0,0,0,0,0,-0.116566797513899,0,0,0,0,0,0,0,0,0,0.00605277965466248,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.0289449450434282,0,0,0,0,0,0,0,0.140125150798865,0,0.0840071552603063,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.164555865170851,0,0.0220471406277482,0,0,0,0,0,0.106070386129436,0.0166072301389732,0,0,0,0.00748351309914109,0,0,0,0,0,0,-0.00584349618274455,0,0,0,0,0,0,0
X600741.SH,0,0,0,0.0366138379047296,0,0.109756124751958,0,0,0,0,0.291781140713628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148177110706239,0,0,0.0280627740089302,0,0,0.0641703974487292,0,0,0.0518331067465741,-0.0731289496956363,0,0,0,0,0,0,0,0,-0.113410350704703,0,0.0065747177630204,-0.0263685398422609,0,0,0,0,0,0
X600809.SH,0,0.401967684569574,0,0,0,0,0,0,0.0325498947870566,0,0,0,0,0,0,0,0,0,0,0.0741266589383597,0,0,0,0,0,0,0,0,0,0,0.0658745468253976,0,0,0,0,0.00453323483796595,0,0.024218672133782,0,0,0,0,0,0,0,0,0.00707022285825384,0,0,0.0173344170980868,0,0,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0.195867826759071,0,0,0,0.154634159412306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292775149177357,0,0,0,0.135397904957984,0,0,0,-0.113705970624894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233674682770317,0,0,0,0,-0.0891945829414145,0,0
X600183.SH,0,0,0,0,0,0,-0.0819520847428127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130960119712222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840978615935725,0,0.196058223671052,0,0.0407333329127309,0,0,0,0.0786899523572593,0,0,0,0,0,0.0380669690363354,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0.244693279754351,0,0,0,0.254489684249422,0,0,0,0,0,0,0.0817358717349598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595445150443877,-0.0823902758297142,0,0,0,0,0,0,0,0,0,0,0,0,0.136383752898921,0,0,0,0,0,0.0328338915640602,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.0586093040303896,0,0,0,0.149714570715066,0,0.197423325503381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150891779885682,0.0455137683382536,0,0,0,0,0,0,0,0,-0.00780188213870666,0,0,0,0.173499595503524,0,0,0,0,-0.0204959229907351,0.0429409129588441,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196073734633488,0,0,0,0,0,0.0693572456152225,0,0,0,0,0,0,0,0,0,0,0.183413918362589,0.081126537676716,0.304778813408659,0,0,0,0,0,0,0.183825615166694,0.0766588505345885,0,0,0,-0.0025494066954415,0.0101341332776236,0,0,0,0,0,0
X601877.SH,0,0,0,0,0.0881225106316095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169435204975686,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183854872644667,0,0,0.0277860061158867,0.0154797114593816,0.0444495485909381,0,0,0,0,0,0,0,0,0,0,0.0135801629070002,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0.0311903829500233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170538052058353,0,0.0502005533158048,0,0,0,0,0,0,0,0,0,-0.0286884195994399,0.00947527272420999,0,0,0.124335018557315,0,0,0,0,0,0,0,-0.0326949288777308,1.73472347597681e-18,0,0,0,0.0633281974521589,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23431799219679,0.0692711261212163,0,0,0,0,0.0468652212506801,0,0,0,0,0,0,0,0,0,0,0.102275030556394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00884920268226906,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0.0644871821415324,0,0,0,0,0.285469501159209,0,0,0,0,0.0484198423727151,0,0,0,0,0,0,0.14486377758356,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0015994315473807,0,0,0.051068021353277,0,0,0,0.0287581988616946,0,0,0,0,0,0,0,0,0,0,0,0,0.0177361164570821,0,0,0,0,0,0
X002463.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456856951138371,0,0,0.12857529576857,0,0,0.161967903252003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000743975239463945,0.0245188080565714,0,0,0,-0.109071094663438,0,0
X000157.SZ,0,-0.0184589386312811,0,0,0,0,0,0,0,-0.0379379630452741,0,0,0.547067792498332,0,0,0,0,0,-0.0265048674451045,0,0,-0.083895876023328,0,0,0.0928159899180458,0,-0.0555304316651946,0,0,0,0,0,0.00254866975590413,-0.0687993281405843,0,0.0424153222702889,0.158795070637167,-0.0666956588781513,0,0,0,0,0,0,-0.140008147651856,0,0,0.0483862522063562,0,0.229287053580387,0,-0.00050572417422648,0.0315746595427333,0,0,0,-0.0916200853883791,0,0
X002007.SZ,0,0,0,0,0,0,-0.0159219883380848,0,0,0,0,0,0,0,0,0,0,0.254330101776431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104835900499996,0,0,0.0785920507898477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188099244311744,0.0349901568746339,0,0,0,0.0244030163374931,0,0
X002179.SZ,0,0,0,0,-0.0177880308477056,0.146813333136534,0,0,0,0,0,0,0,0,0,0.137582195426683,-0.0492091427204354,0,0.0961596056000448,0,0,0,0,0.102952806096949,-0.0455419366100773,0,0,0,0,0,0,0,0,0,0,0.0493538290128485,-0.217023488806047,0,0,0,0.259439255954696,0,0,0,0.0099097470910114,0,0,0,0,0.0564105819974464,0,0,0.0256404303556693,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0.0338515783141593,0,0,0,0,0.0988517693405808,0,0,-0.0133631954554682,0,0,0,-0.000196631007508514,0,0,0.246641728139196,0,0.17410846886006,0,0.0281818133532576,0,0,0.0507750768290181,0,0,0.0348677571662936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192664924395664,-0.00788529602993696,-0.0121665160790135,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0.117331322932808,0,0,0,0,0.0271767973110028,0,0,0,0,0,0,0,0.0926576667040511,0,0,0,0,0,0,0.123150216967346,0,0,0,0,0,0,0.0839908598732352,0,0,0,0,0.246156480101611,0,0,0,0,0,0.0607709568053094,0,0,0,0,0,0.038195511606732,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124734662838443,0,0.308931397723834,0.0561197350634519,0.226903504604997,0,0,0,0,0,0,0.0123291764544023,0,0,0,-0.0208341903947993,0,0,0.0113907182084954,0,-0.0915305693369469,0,0,0,0,0
X000625.SZ,0,0,0,0,0.118849466823455,0,0,0,0.0407503291777575,0,0,0,0,0.0179247142656774,0,0,0,0,0,0,0,0.0391237025954986,0,0,0.0925666150061291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177472967248091,0,0,0,0,0,0,0,-0.00632904175089724,0.00918715952075224,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296278229580213,0.00613467394516946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238196414430533,0.0587150467078205,0.110956276337435,0,0.0516513696884799,0,0,0,0,0.0969001929082207,0,0,0,-0.00399083328117944,-0.000498247249145822,0,0,0,0,0,0
X000066.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274259956856885,0,0,0,0,0,0.0822750738007276,0,0,0,0,0,0,0,0.0130349269543848,0,0,0.266522914655829,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.219944743192124,0,0,0,0.0528881874106769,0,0,0,0,0,0.00455816429000364,0,0,0,0,0,0
