,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600809.SH,X600741.SH,X000661.SZ,X600703.SH,X300003.SZ,X002241.SZ,X000596.SZ,X002236.SZ,X600183.SH,X601877.SH,X002007.SZ,X300142.SZ,X000100.SZ,X000157.SZ,X300124.SZ,X000066.SZ,X002179.SZ,X000625.SZ,X300014.SZ,X600271.SH,X000977.SZ,X300136.SZ,X002463.SZ,X002008.SZ,X002456.SZ,X600177.SH,X002371.SZ,X002506.SZ,X600584.SH,X600066.SH,X002180.SZ,X600867.SH,X600487.SH,X600498.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.145209144573436,0,0,0,0,0,0.192458856747306,0,0,0,0.334392602729743,0,0,0,0,0,0,0,0,0.00371614735794888,0.0494907365156974,0,0.00209355836283521,0,0,0,0,0,0,0,0,0,-0.0584080237323784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217039314891973,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0639058495924059,0,0,0,0.499517072617846,0,0,0,0.0419096098485679,0,0,0,0.0309057846055007,0,0.0160467551217936,0,0,0,0,0,0,0,0,0.00506494460314074,0,0,0,0,0.0219030345875072,0,0,0,0.0539125746780986,0,0.0120678786717088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022173925943602,0,0
X600276.SH,0.0930980241005322,0.0264512723178254,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.113165756598288,0,0.0425488929113063,0,0,0,0.169924793244326,8.67361737988404e-19,0.0335041465311286,0,0,0,0,0.0244192719552466,0,0,0,0.0484947411475308,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119359216612516,-0.0349313536348767,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.00784600824753709,0,0,-0.104745894241331,0,0,0,0.183260558527448,0,0,0,0,0,0,0,0,0,-0.101864882442339,0.0826242498132704,0,0,0,0,0,0.00454609632476083,0,-0.023311170311962,0,0,0,0,-0.128509674053952,0,0,0,0,0,0,-0.0932584155948309,0,0,0.295346622805977,0,0,0.00207735491337212,0.00257778088812583,-0.00986609511164297,0,0,0,0.0907962385275609,0,0
X002415.SZ,0,0.0355589068897756,0,0,0,0,-0.0265208272211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580581290464509,0,0.125592816984077,0,0,0,0,0.0673722749882263,0,0,0,0,0,0.025480143027586,0,0,0.0919440913957665,-0.0841817283675737,0,0,0,0,0,0,0,0,0,0,0,0.0692004309988477,-0.0756912088088892,0,0,0,-1.73472347597681e-18,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0712070322871698,0,0,0,0,0.0685861509449945,0.172911483016937,0,0.0453871160822773,0,0,0,0,0,0.0587590572572077,0,0,0,0,0,0,0,0,0,0,0,0,0.00386813969713955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00682977274443753,0.000862696482906044,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.205536319752188,0,0,0,0,0,0,0,0,0,0.0619160317309859,0,0,0,0,0,0,0,0,0.204368145293744,0,0,1.73472347597681e-18,0,0,0,0.0460092596118088,0,0.0254949330171915,0,0,0,0,-0.084057020569553,0,0.072294751200489,0,0,0,0,0,0.0754657505000944,0,0.0733484495981343,0,0,0,0,0.0158741846744687,0,0
X002475.SZ,0,0.160767390444361,0,0,0,0,0,0,0.0553925932993447,0,0,0,0,0,0,0,0,0,-0.0522931753588963,0,0,0,0,0,0,0,0,0,0,0,0.135048812840864,0,0,-0.0290017510304269,0,-0.00186914551311088,0.0678976897562072,0,0.340496008050184,0.124890594295235,0,0,0,0,0,0,0,0,0,0,0,0.0251647687603408,0,0,0,0,0,0,0
X002304.SZ,0.224847489252287,0.0713697674906004,0.0255739819398966,0,0,0,0.125500285263339,0.0119827376340922,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.00302803148894786,0,0,0.0418991861352909,0,0.0094531912105218,0,0,0,0,0,0,0.00746779506360297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658520725476395,0,0,0,0,0,0.0323434181800671,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0401070900504475,0,0,0,0,0,0,0.070648379216496,0,0,0,0,0,0.159289976584853,0.123586321175872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00596368533922267,0.0819016724654861,0.011332549062497,0.0245085367834845,-0.0500925412098427,0,0,0,0.0418872296727034,0,0,0,0,0.144916740376899,0,0,0,0,0,0,0,0,0,0,0,0
