,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600690.SH,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600089.SH,X600703.SH,X600066.SH,X600271.SH,X000100.SZ,X600118.SH,X000550.SZ,X002236.SZ,X601877.SH,X000581.SZ,X000623.SZ,X002475.SZ,X300124.SZ,X000800.SZ,X000568.SZ,X002294.SZ,X600582.SH,X000400.SZ,X600177.SH,X002129.SZ,X600839.SH,X000869.SZ,X000559.SZ,X002292.SZ,X002456.SZ,X000977.SZ,X002007.SZ,X000050.SZ,X600312.SH,X002465.SZ,X300003.SZ,X600252.SH,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,-1.73472347597681e-18,0,0,0.133084100697471,0,0,0,0.143631984097228,0,0,0,0,0,0.527044259580192,0,0,0,0,0,0,0,0.094958181180858,0,0,0,0.0122583771723476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840369409174174,0,0,0,0,0,0,-0.00160892461847045,-0.122834889081573,0,0,0,0,0
X600519.SH,0,0,0.020663825116659,0,0,0,0.234659693392439,0,0,0,0.181555293407354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485878244469256,0,0,0,0,0,-0.0353220350097418,0,0,0,0,0,0,0,-0.055972865673383,0,0,0,0,0,0,-0.00272635218850932,0,0,0,0,0,0
X000651.SZ,0.0464442122186149,0,0,0,0.120660601424033,0,0,0,0,0,0,0,0,0,0,0.172750030191725,0,0,0,0,0.192004019391905,0,0,0,0,0,0,0,0,0,0,0,0,0.0311409140450041,0,0,0,0,0,0,0,0,0,0.00537032374325999,0,0,0,0,0,0,0,-0.0357278062936954,-0.0280364873955105,0,0,0,0,0,0
X002415.SZ,0,0,0.116550233297196,0,0,0,0,0.0273944671509709,0,0,0,0,0,0,0,0,0,0,0,0.146456357941933,0,0,0,0.0902847939671138,0.249972393717022,0,0,-0.0569233504532085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299524233884205,0,0.00816516425366415,0,0,0,0,0,-0.000513391965598058,0,0,0,0,0,0
X000725.SZ,0,0,0.0913656918657402,0,0,0,0.0364947169112241,0,0,0,0,0,0,0,0.145293942202686,0,0,0,0,0,0.0955728098911725,0,0,0,0,0,0,0,0,0,0.0298805737779142,0.126477278767645,0,0,0,0.258374448444109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0082720544971342,0,0,0,0,0,0
X000625.SZ,0.398826007184541,0,0,0.0698046455395573,0,0,0,0.0623504879884969,0,0,0,0,0,0,0,0.0443221268692071,0,0,0,0,6.93889390390723e-18,0,0,0.00169927546272912,0,0,0,0.102570146947654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566754284434491,0,0,0,0,0,0,0,-0.0393731986653836,-0.00807669082200609,0,0,0,0,0,0
X000858.SZ,0,0,0.0772603137740133,0,0,0,0,0.018861037267591,0,0,0,0,0.261934162474372,0,1.73472347597681e-18,0.00459068337654094,0,0,0,0,0,0.0448142779697985,0,0,0,0,0,0,0,0,0,0.0277410929449313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203686413367942,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.455740957530621,0,-0.00515591563517394,0,0,0.0734821734377496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17228317267827,0,0,0,0,0,0,0,0,0,0,0,0,0.00499728362100973,0.000128927204999435,0,0,0,0,0,0
X000063.SZ,0.087451860031487,0,0,0,0,0,0,0,0,0,0,0,0.0237418726188754,0,0.179651859257204,0,0,0,0.0662840199620378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19702233116572,0,0,0,0.0371450900069774,0,0,0,0,0,0,0,0,0,0,0,0,-0.00885980688768376,0,0,0,0,0,0
X600031.SH,0.0690780910700059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917747059992117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232485205774416,-0.00507623279662501,0,0,0,0,0,0
X600690.SH,0.0259358047195254,0,0.0647784216735162,0,0,0,0.341426420300222,0,0,0,0,0,0.124067736134575,0,0,0.192301674874869,0,0,0,0,0,0.134463170065415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00163258570251058,0,0,0,0,0,0
X600276.SH,0,0,0,0.0257931286049577,0,0,0,0.147988949768281,0,0.0197878395771962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218018627270777,0,0,0,-0.115013055653088,0,0,0,0,0,0,0,0,0,0,0,0.16894430395163,0.145158343038901,0,0,0.100191378317117,0,0,0,0,0,0,0,-0.0296179267972251,0.0026749359335185,0.0247681529108044,0,0,0,0,0
X000338.SZ,0,0,0.0902039192897803,0,0,0,0,0,0,0,0,0,0,0,0.590588440097662,0,0,0,0.0512288794320843,0,0,0,0,0,0,0,0.0161291575771605,0.0668485143237897,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.182109672589041,0,0,-0.0187392449875337,0.00418243843458252,0,0,0,0,0,0
X600372.SH,0,0,0.0403022136319593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507546982361858,0,0.0398370765899737,0,0,0,0,0.0947294272911973,0,0,3.46944695195361e-18,0,0,0,0,0,0.234839341815503,0.0675193906049743,0,0,0,0,0,0,0,0,0.111801478187127,0,0,0,0,0,0.0271914751364816,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0.321962463669389,0,0,0.311984964891393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196642846881609,0,0,0,0.0491457461716771,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0442585211426449,-0.030607837683019,0,0,0,0,0,0
X600741.SH,0.141757517660683,0,0.0670674684868788,0,0,0,0,0,0,0,0,0,0.0522177371138329,0,0.05046739113701,0,0,0.17190623218937,0,0,0,0,0,0.150521528040314,0,0,0,0.103657762035137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00250657786594982,0,0,0,0,0,0
X002241.SZ,0,-0.0781560033689925,0.132571142520642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610842365228715,0,0,0,0,0,0,0,0,0,0,0.12659621454598,0.168507419645571,0.0874819233029924,0,0,0,0.0884423117266372,0,0.0021083284068887,0,0,0.0109622731881605,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0.0032603218960867,0,0,0,0,0,0,0.116887775914954,0.223457054302577,0,0,0,0,2.16840434497101e-19,0,0,0,0.140129225837494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.215641736382593,0,0,0,0,0,0,-0.0128982119176496,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0.0947285382170221,0,0,0,0,0,0,0,0,0,0,0.0207449290574845,0,0.226109147291307,0,0,0,0,0,0.123814585039317,0,0,0,0,0,0,0,0,0.00502961528108561,0.106150339321579,0,0,0,0.0062101429776344,0,0,0,0,0.0933663728193687,0,0,-0.0318500294027046,0.000325858666089379,0,0,0,0,0,0
X600066.SH,0.370429492939006,0,0,0,0,0,0,0.0138462986175617,0,0.0443324266566846,0,0,0,0,0,0,0,0,0,0,0.0104383890978438,0,0,0,0,0,0,0.00490921817337498,0,0,0,0,0,0,0,0.10544872433471,0,0,0,0,0,0,-0.00970241763705686,0,0.0708607616521997,0,0,0,0,0,0,0.00094192289908364,-0.0188281054190196,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525392017187635,0,0,0,0,0,0,0,0,0,0.136407402395717,0,0,0,0,0,0.0899815050673618,0.0207993541974308,0,0,0.261305349136038,0,0,0,0.0538753079411419,0,0,0,3.46944695195361e-18,0,0,0,0,0.129440917196466,0.171359628396364,0,0,0,-0.0435210663402242,-0.00875141986528341,0,0,0,0,0,0
