,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X600066.SH,X002456.SZ,X601877.SH,X300124.SZ,X000100.SZ,X002508.SZ,X300136.SZ,X300003.SZ,X002085.SZ,X600089.SH,X600271.SH,X002294.SZ,X002008.SZ,X600177.SH,X600522.SH,X000157.SZ,X002007.SZ,X600487.SH,X600118.SH,X600809.SH,X600867.SH,X600566.SH,X600699.SH,X000981.SZ,X600372.SH,X000559.SZ,X002074.SZ,X000581.SZ,X600498.SH,X300115.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.00966964440575124,0,0,0,0.0584382573482955,0,0,0,0,0.176882072286573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449638773736982,0,0,0,0,0,0,0,0.064071531362886,0,0.314655123579473,0,0,0,0,0,0,0,0,0,0,0,0,2.15982326878371e-05,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.228672340547499,0,-0.0232031505189544,0,0,0,0.143008958070772,0,0.342711623463847,0,0.0925484060220722,0,0,0,0,0,0,0,0,0,0,0,-0.183906640271938,0,0,0,-0.0571679887899983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0466424108070915,0,0,0,0.0234787435154996,-0.004442998537364,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.260110569269805,0.0911820668755848,0,0,0,0,0,0.0609001511384151,0,0,0.361475825440476,0,0,0,0,0,0,0,0,0,0.14544520259904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.145627775238878,0,0,0,0,0,0,0.00659730236376405,0.0198673383713182,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.107865049349319,0,0,0,0,0.213715794699043,0,0,0,0,0.109405767314921,0,0,0,0,0.0156940598537079,0,0,0.0841929276541602,0,0.102081785621019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155079468468018,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0158262873458376,0,0,0,0,0,0,0.675126349777192,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0191128132430084,0,0,0,0.00291492594414566,0,0,0,0,0,0,0,0,0,0,0,0,0.0430186924361999,0,0,0,0,0,0,0,0,0,0,0.0736915191489042,0,0.00639312070360207,0.0111730385834565,0,0,0,0,0,0
X000725.SZ,0,0,0.104895258038504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291907000018216,0,0,0,0,0,0,0,0,0.232088196714528,0.223690993020507,0.260457396109031,0,0,0,0,0,0,0.0307584453496891,0,0,0.0265881113196094,0,0,0,0.127138123122772,0,0,0,0,0,0,0,0,0.0305621472393966,0,0,0,0,0,0
X600276.SH,0,0,0.120041542561557,0,0.0677702304312775,0,0,0.0431043481840669,0,0,0,0.17689232591272,0,0,0,0,-0.200851058443763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430075019348632,-0.088605025743581,0,-0.0375155552123604,0,0,-0.0149688272038061,0,0.0114977527063625,0,0,0,0,0,0,0
X002304.SZ,0.115805308364444,0.0549376514096028,0,0,0.492234148343668,0,0,0,-0.071371173617166,0.0578890124131585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031882479774908,0,0,0,0,0,0,0,0.0566555029362372,0,0,0,0,0.0392663580960036,0,0.149972254754422,0,0,0,0,0,0,0,0,0,-0.130832701661495,0,0,-0.00564870575583395,-0.0118624808930655,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0206796575910725,0,0,0,0,0.120542087604487,0,0,0,0,0,0,0,0,0,0.118348117660356,0,0.196972773617579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878205851683709,0,0,0,0,0.0115628211365124,0,0,0,0,0,0,0.0394749197060548,0.146081763027421,0,-0.0119631438041975,-0.00784183623996952,0,0,0,0,0,0
X600690.SH,0,0.3034593282465,0,0.10583130094055,0,0,0,0.0683386760994454,0,0,0,0.264299929429343,0,0,0.158363087092713,0,0,0,0,0,0,0,-0.0447983200840297,0,0,0,-0.186236675836201,0,0,0,0.0689114680210503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158873699887896,-0.00497817714177554,0,0.0155640695661914,0.011155987459093,0,0,0,0,0,0
