,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X002304.SZ,X000568.SZ,X600104.SH,X600031.SH,X600809.SH,X000725.SZ,X600690.SH,X000661.SZ,X000063.SZ,X300124.SZ,X003816.SZ,X000596.SZ,X300014.SZ,X000338.SZ,X000625.SZ,X600703.SH,X002241.SZ,X000100.SZ,X600741.SH,X002371.SZ,X002007.SZ,X000157.SZ,X002129.SZ,X601877.SH,X002179.SZ,X002049.SZ,X600584.SH,X600183.SH,X002236.SZ,X002414.SZ,X000800.SZ,X300142.SZ,X601799.SH,X300003.SZ,X002074.SZ,X000066.SZ,X300146.SZ,X000977.SZ,X002008.SZ,X300136.SZ,X002456.SZ,X002185.SZ,X000799.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.455699726145687,0,0,0,0,0,0,0,-0.0979354304314436,0.109539116839853,0,0,-0.0215053176112829,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.00293640026297206,0,0,0.0605020751368533,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154910495814376,0,0,0,0,0,0,0.00430047431452195,0,0,0,0,0.00386007119421728,0,0
X000858.SZ,0.0947400525274651,0,0,0,0,0,0.117195126035504,0.170892161215654,0,0,0.0987849415751854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908947865684186,0,0,0,0,0,0,0,0,0.0250408511207063,0,0.0152883613379033,0,0,0,0,0,0,0,0,0.0336370870690768,0,0.00939220151884551,0.12464833512904,0,0,0,0.0206366416782113,0,0,0,0.0253516302474087,0,0,0,-0.00806570249834212,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0696991041790085,0,0.0269761873244944,0,0,0,0,0,-0.0116926545359247,-0.00427212890208722,0,0,0,0,0,0,0,-0.0576706172546645,0.0255464129985638,0,0,0,0,0,0.14679397232007,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.171785149501102,0,0,0.00368170047564479,-1.35525271560688e-20,0,0,0,-0.00230185742229784,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.139843904742192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167007648493042,0,0,0.12260140346651,0,0.0260036825597267,0,0,0,0,0.109592115882369,0,0,0,0,0,0,0.0163214807768191,0,0,0,0,0,0,-0.00477777235847193,-0.00587948760653529,0,0,0,-0.0248339447539026,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312110368586057,0.0697217975375192,0,0,0,0.312044890033611,0,0,0,0,0,0,0,0,0,0,0.0485410488518875,0,0,0,0,0,0,0,0,0,0,0,0.0654123168933446,0,0,0,0,0,0.0135078549989409,0.000984441046575297,0,0,0,0.00251706723207535,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.218199523143057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681832041923302,0,0,0,0,0,0,0.0542545914642943,0.0647559827815181,0,0.151162848807291,0,0,0,0,0,0,0.108711177037873,0,0,0.00543550910237258,0.00637144338082278,0,0,0,8.67361737988404e-19,0,0
X000568.SZ,0,0.0850621194825145,0,0,0,0.0418014277915488,0,0,0,1.0842021724855e-19,0.383997743731488,0,0.100443518345138,0.0417161267447437,0,0,0,0,0,0,-0.0193394631188255,0,0,0,0,0,0,0,0.0909579061075897,0,0,0.00924844790944929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827070693700512,0,0,0.0258150552443945,0,0,0,0,0.00797317191267613,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.0439432336813681,0,0,0,0,0.0326783756396201,0,0,0,0.138049547113143,0.130329919135076,0,0,0,0.0393511822687792,0.150221922818623,0,0,0,0,0,0,0,0,0,0,0.0121439446907358,0.0436145217553848,0,0,0.100166881347827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022047266394319,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02103817514259,0,0,0,0,0,0,0.127561765311324,0,0.1389419358572,0,0,0,0,0,0,0,0,0,0,0.19257690349018,0,0.0429010373006751,0,0,0,0,0,0,0,0.238089465394213,0,0,0.00694118874844478,0,0,0,0,-0.00206509068533285,0,0
