,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X600276.SH,X002475.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002371.SZ,X300124.SZ,X002129.SZ,X000596.SZ,X003816.SZ,X000625.SZ,X000725.SZ,X002049.SZ,X600031.SH,X000063.SZ,X002179.SZ,X002241.SZ,X000338.SZ,X600089.SH,X600703.SH,X600522.SH,X000661.SZ,X002180.SZ,X000733.SZ,X300142.SZ,X601877.SH,X002074.SZ,X600741.SH,X000100.SZ,X600884.SH,X000157.SZ,X600702.SH,X600460.SH,X601799.SH,X600487.SH,X000799.SZ,X300003.SZ,X002236.SZ,X600584.SH,X600563.SH,X002414.SZ,X600372.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0183794518511677,0.0592643776867254,0.23058962818308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472021159969201,0,0,0,0.00209990764259071,0,0,0,0,0,0.0341967010002078,0,0,0,0.00331593670363713,0,0,0,0,0,0,0,0,0,0.0146682096555618,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.16140013521865,0.0464870172342957,0.04581525353081,0,0,0,0,0,0,0,0.0624862904453744,0,-0.00327061872568182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278052206930792,0.00210969122344778,0,0,0,0,0,0,-0.0220809437795684,-0.0506900857252359,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.208225295551947,0,0,0,0,0,0,0,0,0,-0.0931801733974155,0,0.0620983265011464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00919803864498575,0,0,0,0,0.147037112487978,0,-0.115365093573615,0,0,0,0,0.0475965515620648,0,0,0,0,0,0,-0.0126633537811175,-0.0576801547148039,0,0,0,0,0
X000568.SZ,0,0,0.171630256142557,0,0,0,0,0,0,0,0,0,0,0,0,0.0432514918462135,0,0,0,0,0,0,0,0,0,0,0,0,0.00116722176631986,0,0,0,0,0,0,0,0,0,0.279049354391597,0,0,0,0.160879602916536,0,0,0,0,0,0,0,0,-0.0217698233433546,-0.00242373431890357,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0647762387993078,0,0,0,-0.135346500451147,0,0,0,0,0,0,0,0,0.0434271030685471,0,0,0,0,0,0,0,0,0,0,0.137427440452057,0,0,0,0,0.10816726581046,0,0,0,0,0,0.15321028621449,0,0.24266452575001,0.178986179090343,-0.00485701243365674,0,0,0.0410526382483555,0,0,0,0,0,0,-0.0901160828196551,0,0
X002304.SZ,0,0.0885293502691563,0,0,0,0,0,0.043861587261631,0,0,0,0,-0.00933305828867855,0,0,0,0,0,0,0,0,0.0254347467696694,0,0,0,0,0,0,0,0.00882015376905938,0,0,0.0136925942945125,0,0,0,0,0,0.274732066274245,0,0,0,0,0,0,0,0,-0.0957648359283536,0,0,0,0.0422593710552397,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.00867689134852395,0,0,0,0,0,0.0770822788275928,0,-0.00496228835694651,-0.0230927327735871,0,0,0,0,-0.02046264281434,0,0,0,0,0,0,0,0.030082049882396,0,0,0,-8.67361737988404e-19,0,0,-0.124275166575303,0,0,0,0,0,0.0293382242070975,0,0,0,0,0.266254949903891,0,0,0,-0.00474024326535298,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0725132570971099,0.076012119667495,0.0238580074183791,0,0.151055072075804,0,0,0,0.115060305767592,0,0,0,0,0,0,0,0.0674220802841545,0,0,-0.00848951891885714,0,0,0,0,0.0255090064416144,-0.0125536391979002,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0702548478374259,0,0,0,0.0165449287497408,0.0549252079332217,0.442768322423629,0,0,0,0.04885381065064,0,0,0,0,0,0.0817361812365484,0.125364943823087,-0.100440047747527,0,0,-0.07413829514818,0,-0.135748186953844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134906598506129,0,0,0,-0.0818979110741297,-2.16840434497101e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.191145002044375,0,0,0,0,0,0,0,0,0,0,0,0,0.0070462053021299,0.127904875801309,0,0,0,0.0965103272657289,0,0,0,-4.33680868994202e-19,0,0,0.055811843052955,0,0,0,0,0,0,0,0,0,0,0,0.0314337642286499,0,0,-0.106647264194753,0,0,0,0,0,0,0,0,0,0,0,0
