,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X600104.SH,X002371.SZ,X003816.SZ,X000568.SZ,X300124.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X002179.SZ,X600418.SH,X002463.SZ,X600584.SH,X000977.SZ,X600089.SH,X600703.SH,X002028.SZ,X600372.SH,X000157.SZ,X600522.SH,X002049.SZ,X000066.SZ,X600741.SH,X002236.SZ,X600839.SH,X600183.SH,X600066.SH,X601877.SH,X002156.SZ,X002456.SZ,X600460.SH,X600487.SH,X000661.SZ,X000800.SZ,X002129.SZ,X002085.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.276142984963963,0,0,0,0,0.0823881413565461,0,0,0,0,0,0,0,0,0,0,0.195178583317762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00545203125267235,0,0,0,0,0,0,0,0,0,0,0,-0.0527016086061752,0,0
X000858.SZ,0.13361853799177,0,0,0,0,0,0.282549052896585,0,0.0423517962213377,0,0,0.0639879670197225,0,0,0,0,0,0.252662016019362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164156193972827,0,0,0,0,0,0.0101441146931086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.144213934727256,0,0,0,0,0,0,0,0.171906483859299,0,0,0,0.455183838955538,0,-0.0586660575575356,0,0,0,0,0,0,0,0,0.0128712185754362,0,0,0,-0.0234502359608922,0,0,0,0,-0.00231310222544236,0,0,0.0588513504165972,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0886792305635851,0,0,0,0,0,0,0,0.0806575918456857,0.460619426048376,0,0,0,0.0794139174905879,0,0,0,0,0,0,0,0,-0.00532507935938271,-4.33680868994202e-19,0,0,0.0550420481394914,0.0211810195714589,0,0,0,0.00330746329425449,0,0,0,0,0,0,0,0,-0.111375625663493,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.1793082711994,0,0,0,0,0,0,0,0.13148847339524,0.0480108974995135,0,0,0.0213615511858785,0,0.125958756034204,0,0,0,0,0.154304728509369,0,0,0,0,0,0,0,0,0,0.0259095628862974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279087254246286,0,0,0,0,-0.0411580601483497,0,0
X600690.SH,0,0,0,0.0677105991826057,0,0,0.0861775893101158,0.262014764622893,0,0,0,1.73472347597681e-18,0,0,0,0.107056284944665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00449067500957022,0,0,0,-0.0110729645111197,0.0661377361765292,0,0,0,0,0,0,0,0,0,0,0,0,0.0376332115723502,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0.579863250839404,0,0,0,0,0,0,0,0.28086803366483,0.00345136125760671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348388981126106,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0101594973374245,0,0.340356472984902,0,0,0.018083705382578,0,0.0553882406179642,0,0,0,0,0,0,0.147217900695104,0,0,0,0,0,0.0240096599987831,-0.0542625173415451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176121924031825,0,0,0,-0.0252112416622167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.213375079905935,0,0,0,0,0.348986409389275,0,0,0,0.0355317661232513,0,0,0,0.0497187459616617,-0.119558322003464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336814292578999,-0.134598395226951,0,0,0,0,0,0,0,0,0,0,0,0.0476403585063498,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.347003653194002,0,0,0,0,0,0,0,0.0463352957046592,0,0,0,0,0,0,0.32888742761866,0,0,0,0,0,0,0,0.00185589111718858,0,0,0,0,0,0,0.078111718965701,-0.0982279036917323,0,0,0,0,0,0.096844168714166,0,0.0322340123947101,0,0,0,0,0.0129829979501036,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.088112186814701,0,0,0,0,0,0.404667464126774,0,-0.0718963152814292,0.0366705308181569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044793643539574,0,0,0,0,0,0,0,0,0,0.20578784330652,0,0,-0.0735706480080257,0,0
X000568.SZ,0,0.249550528903947,0,0,0,0,0.416131855485713,0,0,0,0,0,0,0,0,0,0,0.133117065165851,0,0.0593377945588233,0.0086663718121042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505597174754335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00403355251693839,0,0
