,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000063.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X002371.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X000100.SZ,X002236.SZ,X000977.SZ,X600372.SH,X002241.SZ,X601877.SH,X600741.SH,X000157.SZ,X000661.SZ,X600584.SH,X600522.SH,X002180.SZ,X000733.SZ,X002074.SZ,X000066.SZ,X002463.SZ,X600460.SH,X000988.SZ,X600702.SH,X300003.SZ,X300142.SZ,X000800.SZ,X002007.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.236373489678418,0,0.113238399886868,0.07694450286795,0,0,0,0,0.0254141416406721,0,0,0,0,0,0.0498530107859149,0,0,0,0,0,0,0,-0.03928320608985,0,0,0,-0.0251218480014273,-0.00655884056982237,0,-0.0074614315177336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X000858.SZ,0.102607676145063,0,0,0.388915532339888,0,0.0770149128322433,0,0,0,0,0,0,0,0,0,0,0.126047127202541,0,0,0,0,0,0,0,0,0,0,0,-0.01544280659461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691358961233081,0,0,0,0,0,0.00465217822610322,0,-0.00925384288877654,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0516589928239992,0,0,0,0,0,0,0,0,-0.0801142659328906,0,0,0,0,0.0830350199424247,0,0,0.0572514194402215,0,0,0,0.206253047047307,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.252166622382378,0,0,0.0308081880634321,-0.0714928457483341,0,0,0,0,0,0,0,0.227088949489563,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.463711119193555,0,0,0,0,0,0,-0.0247543594076711,0,0.0858513031508939,0,0,0,0,0.00773810743416559,0,0,0.0327213867777274,0,0,0,0,-0.0552590653879453,0,0,0,0.0256715960967972,-0.0387328272599346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236655299764338,0,0,0,0,-0.0492930025385838,0,0,-0.0300917898417095,0,0,0,0,0,0
X600276.SH,0,0,0.148255013536613,0,0,0,0,0,0,0,0,0,0,0.0607445695850599,0,0,0,0,0,0,0,0,0,-0.103864662691437,0.0179527880689143,0.0974428428712023,0,0,0,0,0,0,0,0,0,0,0.109467089699817,0,0,0,0,-0.205473031238713,0,0.0130134692326621,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.158389769240009,0,0,0,0,0,0,0,0,0,-0.19577258129326,0,0,0,0,0,0,0,0,0,0,-0.0118912340227191,0,0,0,0.0280718113059288,0,0.00958500919565772,0,0,0.0871029374029093,0.0703471294594042,0,0,0.024683020682633,0,0,0,0.108901175230069,-0.209175174121607,0,0.122266741936268,0.00104324637685399,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0242414395991061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156846277477857,0,0,0,0.100112000949813,0,0,0.404920616768674,0,0,0,0,0.124907533663486,0,0,0,0,0,0,0,0,0.0328690166516169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.00665629957210935,0,0.120767195443089,0,0,0,0,0.109767061041423,0,0,0,0.252817429685844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441007693041907,0,0,0,0,0,-0.122942595470132,0,0,0,0,-0.0216562012319831,-0.00630027659690242,0,-0.0093398316878167,0,0,0,0,0,0,0,0.0264183579559692,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0484542671227056,0,0,0.160302137694214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12007295581439,0.126942268955781,0,0,0,0,0,0,0,0.135721919574915,0,0,0,0,0.0107769020488621,0,0,0,0,0,0,0,0.0804922945726879,0,0.13263281871482,-0.17964129490885,0,0,0,0,0,0
X000651.SZ,0,0,0,0.144696142961123,0,0,0,0,0.116178671088156,0,0,0,0,0,0,0.0407478030339931,0,0,0,0,0,-0.028857909754886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643903024242308,0,0,0,0,0,0,0.00278348354213487,0,0,0,0,0,0,0
