,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600690.SH,X600031.SH,X000063.SZ,X000100.SZ,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600741.SH,X600703.SH,X002241.SZ,X600089.SH,X600271.SH,X600066.SH,X002236.SZ,X600177.SH,X601877.SH,X600118.SH,X000550.SZ,X002129.SZ,X000581.SZ,X000568.SZ,X600582.SH,X000559.SZ,X000623.SZ,X300124.SZ,X002475.SZ,X000800.SZ,X600060.SH,X000050.SZ,X300146.SZ,X300003.SZ,X002294.SZ,X000977.SZ,X002465.SZ,X002292.SZ,X600839.SH,X002456.SZ,X000400.SZ,X000869.SZ,X600435.SH,X600166.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.189454216471569,0.0117065374287528,0,0,0.00306935672789372,0,0,0.0559856710487206,0.0654829892132647,0,0,0,0,0,0.373498069609827,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0326256131066524,0,0,0,0,0,0,0.0747056992362474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.111017223729173,0,0,0.0204965627961004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151563708999012,0,0,0,0,0.0520655001709918,0.0584515488507254,0,0,0.0747209643902189,0,-0.0823977339238719,0,0,0,0,0,0,0,0,0,0,0,0,0.0568478105722511,0,0.122200236005599,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.345309810974184,0.147510835207256,0,0,0.130975691068568,0,0,0,0,0,0,0,0.0913843756887026,0.109553579446021,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00476507944784708,0,0,0,0,0,0
X000651.SZ,0.172186433185455,0,0.0266992153689516,0,0,0,0,0,0.0481433232653356,0,0.0837280208583223,0,0,0.0267167733698386,0,0,0,0,0,0.0122343883190551,0.013264043634491,0,0,0,0,0,0.251400866585584,0,1.73472347597681e-18,0,0,0,0,0.0106949767740368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599309339237643,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0769091421673845,0,0,0,0,0,0.0608528869503643,0,0,0,0,0,0.00913845571982044,0,0,0,0,0.173329443920763,0,0,0,0.286156340766306,0,0,0,0,0,0,0,0,0.0350221285503937,0,0,0,0.0671787734218843,0,0,0,0,0,0,0.127421416281473,0,0,0,0,0,0.00351333690141166,0,0,0,0,0,0
X000625.SZ,0.14532884572251,0,0,0,0.15683204231667,0,0,0.0538952856880623,0,0,0,0,0,0,0,0,0.0933544632672238,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.100913893660373,0,0,0,0,0,0,0.0609249476835778,0,0,0,0,0,0,0,0,0,0,0,0,0.000110192874989904,0,0,0,0,0,-0.02575836097759,0,0,0,0,0,0
X000858.SZ,0,0,0.140630208349944,0,0,0,0,0.0530151413081858,0.0993506270093151,0.132453118741471,0,0,0,0,0.134432426951395,0,0,0,0,0,0,0,0,0.0960580042890152,0,0,0,0,0,0,0,0,0,0,0,0.00493427054430558,0,0,0,0,0,-0.021548339504931,0,0,0.0563901327713284,0,0,0.0322311942322658,0,0,0,0,0.00263636625399517,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.273959469624811,0,0,0,0.11096269974171,0,0,0,0,0,0,-0.0653014434474463,0,0,-0.0243819356212947,0.0570326544418868,0.0525405189228612,0,0,0,0.12170514326364,0,0,0,0,0,0,0,0,0,0,0.0147428331596721,0,0,0,-0.0162172137737982,0,0,0,-0.145399421956545,0,0,0,0,0,0.0393219161468611,0,0,0,0,0,0,0
X600690.SH,0.167904018134326,0,0.200872679075784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125801751235018,0,0,0,0,0,0,0,0,0,0,0,0.0509749809120549,0.140737436149993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0349081920443388,0,0,0,0,0,0,0
X600031.SH,0.0429510967774318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736007918327497,0,0,0,0,0,0,0,0,0.0756091240080866,0,0,0,0,0,0,0,0,0.0729437441751097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
