,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X000596.SZ,X600703.SH,X002241.SZ,X600183.SH,X002236.SZ,X000100.SZ,X002007.SZ,X601877.SH,X000157.SZ,X300003.SZ,X002179.SZ,X002463.SZ,X300142.SZ,X300124.SZ,X600271.SH,X002008.SZ,X000066.SZ,X600867.SH,X000625.SZ,X300136.SZ,X002506.SZ,X002129.SZ,X000977.SZ,X002456.SZ,X600177.SH,X600498.SH,X002180.SZ,X002049.SZ,X600066.SH,X002371.SZ,X600487.SH,X300014.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.3819599615515,0,0,0.0713396449136981,0,0,0,0.0886659324459704,0,0,0,0,0,0,-0.0276802324012098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348574699147006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010723520931404,0,0,0,0,-0.0344671556662921,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.149867781914546,0,0,0.365969544069215,0,0,0,0,0.132220197130741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449896753487532,0,0.00413618266220504,0,0,0,0,0,0.0158852339201847,0,0,0,-0.000132632536046746,-0.0195605640492352,0,0,0,-0.00777299802786461,0,0
X600276.SH,0.0266505991276679,0,0,0,0,0,0,0.0770519503063184,0.0810003022332671,0,0,0.224210330978021,0,0,0,0.0421444228206725,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00609945040719823,0,0,0,0,0,0.10244667547886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00955590117106195,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,-0.00453498803515022,0,0,0,0,0,0,0,0.163611152080511,0,0,0,0,-0.0425727298998321,0,0,0,0.0416412461628607,0,0,0,-0.0915146402049136,0,0,0,0,0.0569260631298702,0,0,0,0,0,0,0,0,0,0,0.109919251832236,0,0,0,0,0,-0.00558856332513614,0,0,0,0,0.00781448428479804,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.115848325499793,0,0,0,0.07201382466436,0,0,0,0,0,0,0,0.0366251612200515,0,0.17945423817618,0,0,0.029634276797107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699511968316063,0.0251540803747636,0,0,0,0,0,0,0,0,0,0,-0.0146599370738276,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568535226312569,0.172507980258576,0,0,0,0,0,-0.0685626520549848,0,0,0,0.0896428289705179,0,0,0,0,0,0,0,0.0656355368939137,0,-0.0355718972201362,0.145758274985591,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00270591574804479,-0.00844286123588449,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00640409751951498,0,0,0,0,0,0,0,0,0,0,0,-0.0366469672968209,0,0,0,0.152173103121781,0,0
X002304.SZ,0,0,0.0819169150174039,0,0,0,0.145614126464637,0,0,0,0,0.139166418151797,0,0,0,0,0,0,0.189114733168173,0,0.0466132399616416,0,0,0,0,0,0,0,0,0,0,0,0,0.10715325734588,-0.0413636208061253,0.0470948228147245,0,0,0,-0.0443572587284776,0,0,0,0,0,0,0,0,0,0,0,0,0.00202814470705072,0,0,0,-0.0259756138635007,0,0
X002475.SZ,0,0.126889640267398,0,0,0.154748593776288,0,0,0,0,0,0.15029216389838,0,0.0969041883307781,0,0,0,0,0,0,0,0,0,0.0177477252577047,0,0,0,0,0,0,0,0,0,0,0.203561004557105,0,0,0,0.0694959408104639,0,0.0569353339811548,0,0.111220115195142,0,0,0,0.0229524626402017,0,0,0,0,0,0.00287317229216766,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.28117053482078,0,0,0,0,0,0,0,0,0,0,0,0.101059676073676,0,0,0.187975251724565,0.0662087096932985,0,0.00870617953133519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133429598180128,0,0,0,0,0.0115330300865792,0,0
