,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X600031.SH,X002475.SZ,X000568.SZ,X600690.SH,X002304.SZ,X600104.SH,X600809.SH,X000725.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X000063.SZ,X300124.SZ,X300014.SZ,X600703.SH,X000100.SZ,X000157.SZ,X002241.SZ,X000596.SZ,X000625.SZ,X002371.SZ,X600741.SH,X002129.SZ,X601877.SH,X002007.SZ,X002236.SZ,X002179.SZ,X300142.SZ,X002049.SZ,X600584.SH,X600183.SH,X002414.SZ,X000800.SZ,X300003.SZ,X000977.SZ,X601799.SH,X000066.SZ,X002008.SZ,X002074.SZ,X300146.SZ,X600089.SH,X000799.SZ,X000050.SZ,X600177.SH,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0554329204690036,0,0,0,0,0,0.273040087783693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04157695335433,0,0,0,-0.0570544973289972,0,-0.0163083963415333,0,0,0,0,0,0,0,0,0,0,0.0264753641738874,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.0109581380134598,-0.0220274347254448,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.388350502029756,0,0.0343579702829217,0,0.0890838584868926,0,0,0,0,0,0,0,0,0,0.0112956482655329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116621582540472,0,0,0,0,-0.0235859901208991,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0185126407091043,0,0,0.0289936960057157,0.0368220247625009,0,0,0,0,0,0,0,0.00217116787208545,0.0346202592986609,0,0,0,0,0,0,0,0,0,0,0.115040343855172,0.560641447694765,0.0365632671868068,0,0,0,0,0,0,0,-0.0697985465760616,0,0,0,0,0.0713215938647482,0,0,0,0,0,0,-0.00523921291015966,0,0,0,0,0,0,0
X600276.SH,0,0.0233508745131409,0.0179016711219765,0,0,0,0,0,0,0,0,0.00140503119258088,0,0,0,0,0,0,0,0,0,0.0603824474758003,0,0,0,0,0,0,0,0,0,0.192339411930624,0.0192943369377976,0,0,0,0,0,0,0,0.0985788720998068,0,0,0,-0.119440148521897,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.028490040830996,0,0,0,0.101756753429281,0,0,0,0,0,0.017792462118279,-0.094311731676049,0.0245962774894399,0,0.12056188818463,-0.0531224634204153,0,0,0,0,0.0165196245439651,0.129100702655267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632855817283537,0,0,0,0,0,0,0,0.00818360411678048,-2.16840434497101e-19,0,0,0,0,0,0
X600031.SH,0,0,0.0360588969119729,0,0,0,0,0,0,0,0,0.147182986902284,0,0,0,0,0,0,0,0.181974834837877,0.0269963631425453,0,0,0,0,0,0,0,0,0,0,0,0,0.213930969525441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143384262060449,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0407839184011448,0.321110228595165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.000108589058358348,0.0389059835754564,0.255704061622823,0,0,0,0,0,0,0.0502173552508761,0,0,0,0,0,0.169002728322853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00522834850550475,0,0,0,0,-0.0147593643369516,0,0
X000568.SZ,0,0.595494259486712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532836558720075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120050722480873,0,0,0,0,0.327741895436995,0,0,0,0,0,-0.0266226835858746,0,0,0,0,0,0
X600690.SH,0,0,0.212402729380836,0,0,0,0,0,0,0,0,0.305936747817213,0,0.123474425369617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029123021085063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049002150975994,0,0,0,0,0,0.0161408824365675,0,0,0,0,0,0
X002304.SZ,0,0.121820320233191,0,0,0,0,0,0.102738271461614,0,0,0,0,0,0,0,0,0,0.0269459757486809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00968287288649158,0,0,0,0,0,0,0,0.109324875490466,0,0,0.0557919732395648,0,0,0,0,0,0,0,-0.0489131186360725,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0458919625845154,0,0,0,0.020524542502788,0,0,0,0.0291022335563025,0,0,0,0,0,0,-0.131812607882331,0.0627921732723176,0,0,0,0,0.268300479786797,0,0,0,-0.00643211226356,0,0.295757176808727,0,0,-0.0444373401147774,0,0,0.0492890818245643,0,0,0.0103567875007937,0,0,0,-0.102544690687117,0,0
X600809.SH,0,0,0,0,0,0.340577718221719,0,0,0,0,0,0,0,0,0,0,0,0,0.0201155408019858,0,0,0.0235996590271898,0,0.219387727528965,0,0,0,0,0,0,0,0,0.0348677747310349,0,0,0,0,0,0,0,0.0573400290564024,0,0,0,0,0,0.173127287389518,0,0,0,0,-0.0471446667956042,-0.0254389715787446,0,0,0,0,0,0
X000725.SZ,0,0,0.0516624709130213,0,0,0,0.0513446263922712,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.165185293152214,0.199234973353699,0,0.0343313402233841,0,0,0,0,0.0180670647714683,0,0,0.088743022654711,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.00960574544581167,0,0,0,0,0,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0.0185114300424814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0973406329515603,0,0,0,0,0,0,0,0,0.152645514666065,0.0200371993396861,0,0,0,0,0,0,0,0,0,0,0.0128229900020067,0,0,0.0163448085686411,0,0,0,0,0,-0.0374226119206824,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174821372052535,0,0,0.0241660914242992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.13180213327272,0,0,0,0,0,0,0,0,-0.00101212751328806,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276213176201776,0,0,0,0,-0.00953313907984982,0,0,0,0,0,0,0,0,0,0.0102855383933911,0,0,0,0,0,0,0,-0.0209522579546641,0,0,0,0,0,0,0,0,0.0730923196043745,0.0294188117606306,0,0.0120802382142668,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0201956642511785,0,0,0,0.0493983049820272,0.0328311475190892,0,0,0,0,0,0,0,0,0.0705990947305374,0,0,0,0,0,0,0,0,0,0.0332851049390139,0,0.111622267591796,0,0,0,0,0,0,0.240801017697658,0,-0.0697094526174163,0.0618823607210843,0,0.00628826736107888,0,0,0,0,0,0.0156089606358607,0,0,0,-0.0260820017159457,0,0
X300124.SZ,0,0,0,0,0,0.137339573280976,0,0,0,0,0.0713168654096068,0,0,0,0,0,0,0,0.261649687218546,0,0,0,0,0,0,0,0,0.197837636327346,0,0,0,0,0.00422729882761416,0,0,0,0,0,0,0,0,0.0989871064024964,0.132112593121467,0,0,0,0,0,0,0,0,-0.0597889648017955,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0.014236660098866,0,0,0.119222184218532,0,0,0,0,0.0553983007988804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433068224816275,0.00116314839498516,0,0,0,0,0,0,0,0,0,0,0.114168350982759,0,0.290195814883258,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0.0580696484043616,0,0,0,0.0637810209926427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173082816750681,0,0,0,0,0,0,0,0,0,0,0.0714418633018094,0,0,0,0,0,0,0,0,0,0,0.157054565740732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.343382356855042,0,0,0,0,0,0,0.264297177141798,0,0,0,-0.0597907187830897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134598893535463,0,0,0.161189617047726,0,0.179656353471084,0,0,0,-0.00454833681766076,0,0,0,0,0.00638910951396744,0,0
X000157.SZ,0,0,0,0,0,0.209862825343281,0,0,0,0,0,0,0,0.3432763899126,0.00851939244816648,0,0,0,0.0275419756500065,0.172563962096585,0,0,0,0,0,0,0,0.19628335325926,0,0,0,0,0,0.27247048360271,-0.155193928160937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165637609120695,0,0
X002241.SZ,0,0,0,0,0,0,0.119034130082053,0.062706479123249,0,0,0,0,0.022934359902986,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.139598499122575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126381649214392,0,0,0,0.0154469593779918,0,0,0,-0.0757889289109962,-0.0237139910517997,0.0289519677661482,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0.0481908843214836,0,0,0,0.143395841750009,0,0,0,0,0,0,0.151946497644822,0,0,0,0,0,0,0,0,0.0355028081993571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168255038159034,-0.0674427671576581,0,0.0127719731493722,0,0,0,-0.0111283930184971,-0.0276422209182026,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,-0.331305927553609,0,0,0,0,0,0,0,0,0,0,0,0.118515499821421,0.291324946766351,0,0,0,0,0.151707180207138,0,0,0,0,0,0,0.128409010858673,0,-0.0939660151503124,0,0,0,0,0,0.0344663189612901,0.116119898480483,0.0168553521576353,0,0,0,0,0,0.0617120730446143,0,-0.0108898372192347,0,0,0,0,0.157160903528691,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220797084007986,0,0,0.033483675353086,0.0816780844712897,0,0,0,0,0,0,0,0,0,0.232124240353376,0,0,0,0,0.345041909428647,0,0,0,0,0.0111971128040521,0,0,0,0,0,-0.0587268824723931,0,-0.0148197098329513,0,0,0,0,-0.00892673613034102,0,0,0,0,0.00587398403628243,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0.103403077548251,0,0,0,0,0,-0.101335532027654,0,0.119006615442791,0,0.114221382245718,0,-0.0257406823690256,0,0,0,0,0,0,0,0,0,-0.078918325671188,0,0,0,0,0,0,0,-0.0493047713912565,0,0,0,0,0,0.208539858059569,0,0,0,0,0.00615545560929874,0,0,0,0,0,0,0
