,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X000651.SZ,X600690.SH,X002475.SZ,X300124.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000063.SZ,X003816.SZ,X000596.SZ,X002129.SZ,X600031.SH,X300014.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X002236.SZ,X000100.SZ,X002241.SZ,X000661.SZ,X600702.SH,X000977.SZ,X600584.SH,X002180.SZ,X601877.SH,X600522.SH,X000157.SZ,X300142.SZ,X600460.SH,X600741.SH,X002074.SZ,X000733.SZ,X300003.SZ,X002007.SZ,X002463.SZ,X600183.SH,X000066.SZ,X002294.SZ,X000800.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0138610487972925,0,0.166704797367191,0,0.150308266808806,0,0,0,0,0,0.0447718697161504,0,0,0,0,0.147502802357536,0,0,0.0223351090947249,0,0,0,0,0,0,0,0,0,0,0.0425647708936163,0,0,0,0,0,0,0,0,0,0.0297066417114192,0,0,0,0,0.00227905519995731,-0.02254466571803,0,0,0,0,-0.0069390376582748,0.0170842949902233,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0712038998044152,0,0.0141716195345621,0.263099708228199,0,0,0,0,0,0,0,0,0,0.0891589763775091,0,0.0496473276115585,0,0,0,0,0,0,0,0.0503595190208653,0,-0.048067971933706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287526172500308,0,0,0,0,0,0,0
X002415.SZ,0,0.0547915740462471,0,0,0.0683782452665134,0,0,0,0,0.0379633233282243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201281862989904,0,0,0,0,0.0679008956072781,-0.0486542556504618,0.0391267752110674,0,-0.123043540548838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430225592869779,0.01204400896394,0,0,0,0,0,0,0
X000568.SZ,0,0.423108179144535,0.0405504600315863,0,0,0,0.144650274061596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649935058989494,0,0,0,0,0,0,0,0,-0.0612868597096484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0773544715577904,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.013354839882202,0,0,0,0,0,0,0,0,0,0,0,0.0671190851014342,0.063613206066299,0,0,0,0,0,0,0,0.157499567928083,0,0.0683196081144789,0,0,0,0.102213768325987,0,0,0,0,0,0.0939834845320828,0.0351536687293566,0,0,1.73472347597681e-18,0.0582226356821337,0,0,0,-0.0202582391991987,0,0,0,0,0,0,0
X600809.SH,0,0.159052532635119,0,-6.93889390390723e-18,0,0,0.205674006418797,0,0,0,0,0,0,0,0,0,0.110340079986092,0,0,0,0,0,0,0,-0.148581586926037,0,0.0517601273005599,0,0,0.0501230303742558,0,-0.0286316348348826,0,0.150582760235075,0,0,0,0,0,0,0,0,0,0,0,0,0.00390484980899627,0,0.0268086529334333,0,0,0,-0.0435722005845784,0,0,0,0,0,0
X002304.SZ,0,0.36404771002598,0,0.366479073251502,0.0930334404984674,0,0,0,0.0190305944825324,0,0,0,0,0,-0.0602876955126019,0,0,-0.014101819749945,0,0,0,0,0,0,0,0,-0.0783935044758118,0,0,0.0352928592095952,0,0.044667358783094,0.0868128983391328,-0.0545340929004284,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0679585773568181,0,0,0,-0.0157850960580699,0,0,0,0,0,0,0
X000651.SZ,0,0.00391268593201867,0,0,0,0,0,0,0.140474150621102,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.152803106038271,0,0.0286821313733797,0.0179276336966826,0,0,0.00898278517235107,0,0,0,0,0.0309213075488378,0,0,0,0,0,0,0.0402764861480649,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0516881250307702,0,0,0.0153201666201531,-0.0339872215348955,0,0,0,0,0,0
X600690.SH,0,0,0,0.105924599471823,0.0135866585020246,0.0304987990999266,0,0.213281172843215,0,0,0.101242722465835,0,0,0,0,0,0,-0.0235588775947214,0.101265032861818,0,0,0,0,0,0,0,-0.135390556742504,0,0,0,0,0.0171333522192394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477344199267189,0.000991033687679212,0.0199365407608439,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142350800677561,0,0,0,0.070306685810981,0,0,0.087867997761586,0,0.0749012766777367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216908680429873,0,0,0,0,0.0703261282809562,0,0.018401493807237,0.0176366284451714,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121295901062981,0,0,0,-0.0772274699132047,0,0,0,0,0,0,0,0,-0.0508366699046996,0,0.200441782999154,0.0176663739212412,0,0.0349141495163447,0.102098932754914,0.024716430317621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164704353621833,0,0,0,0,0,0,0
X002371.SZ,0,0,0.0551427491520152,0,0,0,0,0,0,0,0,0,0,0,0.10029823189374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0746770039097854,0,0,0.689796148860436,0,0,0,0,0,0,0,0,0.0782158549530794,0,0,0,0.0290657743167071,0,0,0,0,0,0,0
X600104.SH,0,0,0.0593485894284829,0,0,0,0,0,0,0,0,-0.0236477814665466,0,0,0,0,0,0,0,0,0.207382488398396,0.0491587762866877,0,0,0,0,0,0,0,0,0,0.000616782371246896,0,0,0,0,0.0525502788934434,0,0,0.123542377755612,0,0,0,0,0,0,0,-0.0246914092862879,0.0140994540324829,0.0241078248761649,0,0,-0.000487550145204126,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0534088150355388,0,0,0.00652985284118515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196436036363798,0,0,0.0186140816872103,0,0,0,0,0.0609645718014171,0.0456125953466723,0,0,0,0,0,0,0,0,0.0451454058382445,0,0,0.0308170688726774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.234015792979128,0,0,0,0,0,0,0,0,0.27173557240325,0,0,0,0,0,0,0,0,0,0,0,-0.305434934497854,0,0,0.446852079779295,0,0,0,0,0,0,0,0,0,0,-0.329296458627608,0,0,0,0,0,0,0,0,0,0,0,0,0.133732008134499,0.0877863613466394,-0.0905990935970287,0,0,0,0,0,0
X003816.SZ,0,0,0.0440251498955084,0,0,0,0,0.0414357374161024,0,-0.0169586235002135,0,0,0,0,0.0146902576856279,0,0,0,0,0,0.0136904509479797,0,0,0,0,0,-0.0150240494454276,0.04820759204854,0.0145197165013175,0,0,0.0361142514141045,0,0,0,0,0.00708498114663828,0,0,0,0,0,0,0,0,0,0,0,0.0898164490622188,0,0,0.0228084261799627,-0.00750604472694826,0,0,0,0,0,0
X000596.SZ,0.236905944012247,0.179947839575951,-0.0329315460504975,0,0,0.173911746152971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273429826699885,0,0,0.131730945197284,0,0.0452611935991067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149578746409152,0,0,-0.0280430908590326,0,0.00420008107322189,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292731497260764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322894587551599,0,0,0,0,0,0,0,0,0,0,0.0338161845552563,0,0,0.0681904305634018,0,0.0274292506489471,0,0,0,0,0,0,0
X600031.SH,0,0.159909548816207,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.019983839750226,0,0,0,0.0873770310745236,0,0,0,0,0,0,0,0,0,0.115722011931709,0,0,0,0,0.378177859710196,0,0,0,0,0,0,0,-0.101519079837885,0,0.0396506982612659,0,0,0.0026053776369161,0,-0.000477378811284269,0,0,0,0,0,0,0
X300014.SZ,0,0,-0.0984096061507828,0,0,0,0,0,0,0.0384295245964421,0,0,0,0,-0.0321082411107262,0,0,0.0420515223318198,-0.0172337109796894,0,0,-0.0886533966707078,0,0.103510576498407,0,0,0,0,0,0,0.234491378677812,0,-0.0400969945438722,0,0,0,0,0,0,0,0.230731887297876,0,0,-0.00898557165022234,0,0,0,0,0,0,0,0.00277332742596268,0.00121318692781982,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0176287756238207,0,0,0,0,0,0,0,0.100504879007094,0,0,0,0,0,0,0,0,-0.00514589930653357,0,0,0,0,0,0,0,0,0,0,0.377245442779287,0.00372166653782161,0,0,0,0,0.0215397453436325,0,0,0,0.0496606626384582,0,0,-0.0110875945716763,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,-0.0751517341084903,0,0.165315952256191,0,0,0,0,0,0,0,0,0,0,0.320318476734956,0,0,0,0,0,-0.0312430382393993,0,0,0,0,0,0,0.00522671823394583,0,0,0,0,0,0,0,0,0.0273102890669155,0,0,0,0,0,0,0,0.162226694337545,0,-0.0462100717137717,0.0152938254605019,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.028623540443093,0,0,0,0.0159674989578999,0,0,-0.0314568767811384,0,0,0,0.0188204838909897,0,0,0,0,0,0,0,0,0,0.061279374236447,0,0,0,0,0,0,0.0548271179464822,0,0,0.212826090811842,0,0,0,0,0,0.148286834143392,0,0.13420023911591,0,0,-0.172783480474996,0,0,-0.0377816986210725,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549930258425174,0,0,0,0,0,0,-0.109720253069556,0.0675917566899122,0,0,0,0.0791019724000705,0.122985956431662,0,0,0,0,0,0.00764146017468252,0,0,0,0,0.370028810939635,0,0,0,0,0,0.0256711059722112,0,0,0,0,0,0,0.0270157977895462,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0291628579592166,0,0,0,0,0,0.0970847602588697,0,0.125284508433923,0.0606873316608551,0,0,0.0354254197200044,0,0.0889174971503142,0,0,0,0,0,-0.00266702680617829,0,0,0,0,0.133491789004309,0,0,0,0,0.0554911067170169,0,0,0,0,0,0,0,0,0,-4.94611104982672e-05,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317826249772324,0,0,0.170853088642147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125161717482335,0.0588886672018871,0.0307329827417691,0,0,0,0.0599354276270148,0,0,0,0.0105019412707699,0,0.0312736875734472,0,0,0,0,0.0309696005248363,0,0,0,0,0,0,0
X002236.SZ,0,0,0.614318409719517,0,0,0,0,0,0,0.294034399146545,0,0,0,0,0.174143369405074,0,0,0,0,0,0,0,0.133274413653937,0,0,0,0,0,0,0,0,0.125657327415798,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.00144762222445831,-0.0461828894921726,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0.0449313404842464,0,0.00683821536449005,0,0,0.0236495950155388,0,0,0,0,0,0,0,0,0.1532278606522,0,0,6.93889390390723e-18,0,0,0,0,0.0754432917027855,0,0,0,0,0,0,0,0,0,0,0,0,0.00777770429929009,0,0,0,0,0,0,0.0138537080532156,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364024549055254,0,0,0,0,0,0.207768265613932,0,0,0,0,0,0,0,0,0.308620268085719,0,0,0,0,0,0,0,0,0,0,0,0.127157493171281,0,0,0,0,0,0,-0.00477130463155793,0,0,0,0,0,0,0
X000661.SZ,0,0,-0.140305630485,0,0,0,0.016860921210944,0,0,0,0,0.0873806170639051,0,0,0,0,0,0,0,0,0,0,0,0.0138371286692325,0,0,0,0,0,0,0.0357883661215775,0,0,0,0,-0.142461975356929,0,0,0,0,0,0.169742165496807,0,0.335262420057964,0,0,0,0.0208646530812887,0,0,0,0,-0.0142963283073188,0,0,0,0,0,0
X600702.SH,0,0,0,0.132830560686785,0.0714940495624995,0,0.244664333070435,0,0,-0.103425246189449,-0.050082020896739,0,0,0,0,0,0.144609480574164,0,0.0439427275082754,0.118170604715977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00601433335973954,0,0,0,0,0,0,0,0,0,0,0.0560928863502541,0,1.73472347597681e-18,0,0,0,0,-5.42101086242752e-20,0.00426030267749168,0,0,0,0,0,0
