,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X002475.SZ,X000651.SZ,X000568.SZ,X600031.SH,X600809.SH,X600690.SH,X002304.SZ,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000063.SZ,X600703.SH,X000338.SZ,X003816.SZ,X000100.SZ,X002241.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X600741.SH,X002129.SZ,X002007.SZ,X000157.SZ,X002179.SZ,X601877.SH,X002049.SZ,X002414.SZ,X002236.SZ,X600584.SH,X600183.SH,X300142.SZ,X601799.SH,X000799.SZ,X002008.SZ,X300003.SZ,X002074.SZ,X000066.SZ,X000800.SZ,X600089.SH,X600118.SH,X000977.SZ,X600779.SH,X000547.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.178335933821815,0,0,0,0,0,0,0.146269348185698,0,0,0,0,0,0,0,0,0,0.177953654478155,0,0.0234866112723093,0,0,0,0,-0.0582740022412961,0,0,0,0,0,0,0,0,0,0.0641032390220169,0,0,0,0,0,0.0182682573398128,0,0,0,0,0,0.059254838226163,-0.00919278864901816,0,0,-0.00880909641861312,0.0131071329213964,0,0,0,0.00313295225415491,0,0
X000858.SZ,0,0,0,0,0,0,0.145604458225203,0,0.210223272208814,0,0.0115835396332891,0,0,0.00833749049909892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117786784133847,0,0,0.0279175209249178,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0410130393351814,0,0,0,-0.00687953227775703,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.116864432447858,0,0,0,0,0,0,0,0,-0.012147179964542,0,0,0,0,0,0,0,0.0283039328151539,0.0851230848678686,0,0,0,0.0612189882235128,0,0.0608577484542838,0,0,0,0.208220405559833,0.174767631076513,0,0,0,0.00753754164303687,0,0,0,0,0,0,0,0,0,0.00672850043987156,0,0,0,0.00334459407387672,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256627886047373,0,0,0,0,0,0,0,0,-0.0288225213591552,0,0,0.114571991328009,0,0,0,0.0269274988723271,0,0,0,0,0,0.00740014359537836,0,0,0.0226761194933352,0,0.0202226369175919,0,0,0,0,0,0,0,0,0,0,-0.0174406534008748,0,0,0,0.00507561395996866,0,0
X002475.SZ,0,0,0,0,0,0,0,0.128142927793468,0,0,0,0,0.0535369604667996,0,0,0,0,0,0,0,0,0.345098132050263,0,0,0,0,0,0,0,-0.0763459382522868,0,0,0,0,0,0.0268459115266886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0250322854555111,0,0,0,0,0.0164804576081217,0,0
X000651.SZ,0,0,0,0,0,0,0.0413651952706359,0,0,0.171001953544318,0,0.0978117166718018,0,-0.0326396599848874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225175933993721,0,0,0,0,0,0,0,0.0203480947553371,0,0,0,0,0.0568414101273871,0,0,0,0,0,0,0,0,0,-0.00340485973752032,0,0,0,0,-0.0116268520701179,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.288594848495695,0,0.0761799827939373,0,0,0,0,0,0,0,0,0,0,-0.0441032396652834,0,-0.0325952475632757,-0.0299153867547811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675542302085283,0,0,0,-0.0633337844561971,0,0,0,0,0.185222090447706,0,0,0,0.0120331091438451,-0.0606579864534365,0,0,0,-0.00630109586414153,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.117287434769308,0.0592240919819597,0,0,0,0,0,0,0,0,0,0,0.0611123046860479,0,0,0,0,0,0,0,0.203639076156687,0,0,0,0,0,0,0,0,0.128357810733657,0.0432782609800629,0,0,0.086546287946894,0,0,0,0,0,0,0,0,0,-0.0231737177056571,0,0,0,0,-0.00462893138191039,0,0
X600809.SH,0,0,0,0,0,0,0.071098404103799,0.0375894009403428,0,0,0.10505970393832,0,0,0,0,0,0,0,0,0,0,0,0.246348545101316,-0.116828714072688,-0.0642822167216563,0,0,0,0,0,0,0,0,0,0,0,0,0.0932950187137004,0.0941357657929416,0,0,0,-0.0159727920298744,0,0,0,0,0,0,0.047827988172608,0,-0.0169810384574484,0,0,0,0,0,0,0
X600690.SH,0,0,0.114122963677579,0,0,0,0,0.101569713904845,0.31923145663883,0,0,0.0709898810286846,0,0,0.00165776229352228,0,-0.0225954452515712,0,0,0,0,0,0,0,0.0139561342443521,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0395580005968978,0,0,0.0198458667316678,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0363296019548187,0,0,0,-0.015409763133898,0,0
