,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X000063.SZ,X003816.SZ,X002241.SZ,X000625.SZ,X600703.SH,X000596.SZ,X002371.SZ,X000100.SZ,X300142.SZ,X002129.SZ,X002049.SZ,X000157.SZ,X002179.SZ,X600741.SH,X000799.SZ,X600702.SH,X002007.SZ,X601877.SH,X002236.SZ,X600584.SH,X600779.SH,X002414.SZ,X300146.SZ,X601799.SH,X600460.SH,X300003.SZ,X600183.SH,X000800.SZ,X002074.SZ,X600089.SH,X000066.SZ,X000977.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0523395153516798,0.0111148737759218,0,0,0,0,0,0.0214971784641485,0,0,0,0,0,0,0.0687370208520458,0,0.0559201142828236,0,0,0.000289163624849164,0,0,0,0,0.129950357273341,0,0,0,0,0,0.0225583919552648,0,0,0,0,0,0,0,0.109979096579957,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.428236198894044,0,0,0.050176693434484,0,0,0,0,0.059401319076531,0.0409274182025501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106948113464833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444925920989332,0,0,0,0,0,0,0,0,0,0,-0.00966594918531765,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0698167107912643,0,0,0,0.0643527107863593,0,0.019333660035753,0,0,0,0,0.11445650577714,0,0,0,0.0263821982708862,0,0,0.0155983696801824,0,0,0,0.0376213674694267,0.0153138632122873,0,0,0.0335599283580691,0,0,0,0,0,0.0947201032350667,0,0,0,0,0,0,0,0,0,-0.00302956250324719,-0.0821495296087569,0,0,0,0.0115791264576004,0,0
X600276.SH,0,0,0,0,0,0,0,0.0749278411376069,0.13936426703964,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0315647752492837,0,0,0,0,0.0393422669381641,0,0,0,0,0,0,-0.0041487025773903,0,0.0775349203276029,0,0,-0.0220152284776622,0,0,0.0111325519229537,0,0,0,0,0,0,0,0,0,0,0.0981368343661599,0,0,0,0,0.0123941495250039,0,0
X600809.SH,0,0,0,0,0,0.315540953736251,0,0,0,0,0,0,0,0,0,0.175694707628352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478042666992703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.527558014367659,0,0,0.126180940352744,0,0,0.0681770224967382,0,0,0,0,0,0,0,0,0,0,0,0.00116409630874041,0,0,0.187200384525634,0.107795774676547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141317318989409,0,0,0,0,0.169076873165258,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0483454831535727,0,0.0584406720656287,0,0,0,0,0,0.04197734935077,0,0,0,0,0,0,0,0,0.164082323444392,-0.0133984860481931,0,0,0.0577725242384765,0,0.0613730600848352,0,0.0224422764501078,0,0,0,0,0.0154449524207571,0,0,-0.0143300532895841,-0.0419442299844539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00124909378337722,0,0
X002304.SZ,0,0,0,0.0545765981748492,0.0398557384048272,0,0,0,0,0,0,0,0,-0.0456205777117611,0,0,0,0,0,0,-0.0235305448634259,0.433443903401455,0.121602268028657,0,0,0.0446458015099337,0,0,0,0,0,0,0,0,0.0337537624617092,0,0,0.0964288532149674,0,0.253836927456077,0,0,0,0,0,0,0,0,0,0,0,-0.0583821109270553,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408923544445739,0.0650424559236074,0,0.113112394415131,0,0.069479930370614,-0.0774161547420317,0.265989403520615,0,0,0.124242715585456,0,0.120632290893419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0537494098031642,0,0
X600690.SH,0,0,0,0,0,0,0.273499331522614,0,0.104624827829283,0,0,0,0.0675141282450227,0,0,0.112952780458161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564522795698508,0,0,0.306179595024941,0.0150697730827017,0,0,0,0,0,0,0,0,0,0,0,-0.115436772922594,0,0,0,0,0,0,0,0,0.0179832771050596,0,0
