,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X002292.SZ,X600690.SH,X600703.SH,X600741.SH,X000100.SZ,X600066.SH,X600031.SH,X600118.SH,X002506.SZ,X002236.SZ,X002241.SZ,X000559.SZ,X002475.SZ,X600372.SH,X000157.SZ,X000568.SZ,X600177.SH,X000338.SZ,X002085.SZ,X002074.SZ,X300003.SZ,X300124.SZ,X002294.SZ,X600089.SH,X002465.SZ,X600867.SH,X002049.SZ,X600498.SH,X601877.SH,X002456.SZ,X002180.SZ,X000981.SZ,X002007.SZ,X002512.SZ,X000869.SZ,X000050.SZ,X300001.SZ,X600699.SH,X600582.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0876395243146811,0,0,0.238688936114331,0,0,0,0,0,0,0,0,0.0239082454875186,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056150973364511,0,0,0,0,0,0,0,0,0,0,0,0,-0.0165308316170361,0,0,0,0,0,0,0
X600104.SH,0,0,0.0443126845178867,3.46944695195361e-18,0,0,0,0,0.0258314194225823,0,0,0,0,0.44964327656738,0,0,0,0,0,0,0,0,0,0,0,0,0.00629017835513006,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.0831027712003696,0,0,0,0,0,0.00665038261724651,0,0,0,-0.000354763803013167,0,0,0,0,0,0,0
X002415.SZ,0,0.079821949104097,0,0,0,0,0,0,0,0,0,0,0,0,0.0919920221787929,0,0,0,0.0344186959373905,0,0,0.0414651049038013,0,0,0,0,0,0,0,0.0882899231810177,0,0,0,0,0,0.0262105069748178,0,0,0,0.206731408796443,0,0,0,0,0,0.139008823311018,0,0,0,0,0.0136529539706409,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0851417420282875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731435447710461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699617719823893,0,0,0,0,0,0.00848117635664377,0,0.0538055831701175,0,0.0487947121090057,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0997655782496902,0,0,0,0,0,0,0,0.120746809097928,0,0,0,0,0,0,0.0551714178328582,0.0383886699146952,0,0.0142349339421953,0,0,0,0,0,0,0,0,0,0,0.0278429441148129,0.041088650221708,0,0,0,0,0,0.0177752454322552,0,0,0,0.010529885733196,0,0,0,0,0,0,0
X002304.SZ,0,0.069357421331621,0,0,0,0,0,0,0,0.0583131458664959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000695098233899615,0.252255096684066,0,0,0,0,0,0,0,0,0.0751672885578449,0,0,0,0,0.0388190891352128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.004882783638905,0,0.0277724773173347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247646201309534,0,0,0.0397581379949775,0,0,0,0,0,0,0,0.0477477190715745,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0193086347232235,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296175571169892,0,0,0.150609472510674,0,0,0,0,0.180771986424707,0,0,0,0,0.169990846956543,0,0,0,0,0,0.108013304684123,0.00944814950753722,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307639608256948,0,0.0411638326442727,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0330245904092065,0,0,0.0720724571245462,0,0,0.0684485182904765,0.0634977737924719,0,0.0590863946627361,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387427590164435,0,0,0,0,0.267228141583856,0.0701841354024743,0.00870398199069367,0,0,0,0,0,0,0,0,0,0,0.0642922436602695,0.0240992791717728,0,0.182490712712119,0,0,0,0.0872839859007707,0,0,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361148999061321,0,0,0,0,0,0,0,0,0,0.328450282820761,0,0,0,0,0,0,0,0,0.0224874261134426,0.0685849405596273,0,0,0,0,0,0.205881727847364,0.465703723880004,0,0,0,0,0,0,0.134943411617884,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22581978797632,0.136853179443503,0,0,0,0,0,0,0,0,0,0.075957032454656,0,0,0,0,0,0,0.0938602973148926,0,0,0,0,0,-0.0817734799516748,0,0,0,0,0,0,0,0,0,0.0254841556575619,-0.213491540817583,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0.0131890530321529,0,0,0,0,0,0,0,0,0,0,0.0969034835994041,0,0,0,0,0.0462081905943322,0,0.171018231972684,0.00981898286742018,0,0,0,0,0,0,0,0,0.0509761801065543,0.0412772406865599,0.0261588540281212,0,0,0,0,0.151321148397489,0.147297488865989,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0.171814352039363,0.0294089096102244,0,0,0,0,0,0,0,0,0,0,0,0.00496006637814724,0,0.109786193057165,0,0.0132694227136696,0,0,0.0591670735930782,0,0,0,0,0.190045770012587,0,0.0270890052109089,0,0,0,0,0,0,0,0,0.0168628887408256,0,0.0964100702503803,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0.0475515067689179,0,0,0,0,0,0.120813738025754,0,0,0,0.0184960986481781,0,0,0,0,0,0.129949386290157,0,0,0.106133277000068,0,0,0,0,0.0585392870588321,0,0,0,0,0,0,0,0,0,0,0,0.0189517772824534,0.15401715513295,0,0,0,0,0,0,0.00382497013764723,0,0.0557902421502571,0,0.0170106471070637,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.335302336206059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885807384424158,0,0,0.0929799215747071,0,0,0,0,0,0,0,0.112588453642496,0,0,0.00854117165989982,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0145677237092339,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701900876975156,0,0,0,0,0,0.194107200952632,0,0.154664911375944,0.146666635147189,0,0,0,0,0,0.282387711889661,0,0.0202968279012511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961400333600809,-0.0226124209702536,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124853846955292,0,0,0.117559065525164,0,0.182875534840935,0,0,0.186239010980964,0,0,0,0,0,0,0,0,0.0261582219626551,0,-2.16840434497101e-19,0,0.159849478687069,0.00161772942258977,0,0,0,0,0,0.165990611741583,0,-0.0317757638718058,0,0.0255077889567737,0,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387829914157127,0,0,0,0.216273052748313,0,0,0,0,0,0,0,0,0,0.196324127497938,0,0,0,0,0,0.024044838011349,0,0.128484576304517,0,0,0,0,0,0,0.182482426691831,0,0,0,0.0481606669672981,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262618030055085,0,0,0.0381780737063612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273752492940104,0.324973612719657,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0123799920887918,-0.0951010206476333,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0.117642959969969,0,0,0,0,0,0,0,0,0,0,0.135208720050526,0,0,0,0,0,0,0,0,0,0,0,0,0.0661303639900892,0,0,0,0,0.0884420337368993,0,0,0,0,0,0.318963843699962,0.12174065428608,0,0,0,-0.0103245449173421,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0.126863646274301,0,0,0,0,0,0,0.0384330353499718,0.0803607808361565,0.0501001622227568,0,0,0,0,0,0,0.0630339720719577,0,0,0,0,0,0,0,0,0,0,0,0.20596294350782,0.0382251908870331,0,0,0,0,0,0.0327145261802804,0.272107421023531,0,0,0,-0.00870489335008707,0,0,0,0,0,0,0
