,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600690.SH,X002304.SZ,X002475.SZ,X600276.SH,X000651.SZ,X300014.SZ,X600104.SH,X002371.SZ,X300124.SZ,X002129.SZ,X000596.SZ,X003816.SZ,X000625.SZ,X000725.SZ,X002049.SZ,X600031.SH,X000063.SZ,X002179.SZ,X002241.SZ,X000338.SZ,X600089.SH,X600703.SH,X600522.SH,X000733.SZ,X002180.SZ,X000661.SZ,X601877.SH,X002074.SZ,X300142.SZ,X600741.SH,X600884.SH,X000100.SZ,X000157.SZ,X600460.SH,X600702.SH,X601799.SH,X600487.SH,X002236.SZ,X000799.SZ,X600584.SH,X600563.SH,X002414.SZ,X600372.SH,X600418.SH,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0754760255529078,0.283353829229307,0,0,0.0262510620478297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531000821238253,0.0262122358402865,0,0,0,0,0,0,0,0.00347728437485039,0,0,0,0,0,0,0,0,-0.0106913941930238,0,0,0.00329789567649473,0.0158083035071006,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0498570600516802,0,0,0,0,0,0.0636823209946148,0,0,0,0,0,0,0,0.0713448322479375,0,0,0,0,0,0,-0.00774137016059523,0,0,0,0,0.0459481988086589,0,0,0,0,0,0,0.336146786748572,0,0,0,0,0,0,-0.0904352354438839,0,-0.0603884865756143,0,-0.0203498656322574,0.0439740385532746,-0.00787622514268145,0,0,0,0,0,0
X600809.SH,0,0,0,0.185315514163903,0,0,0,0,0,0,0,0,0,0,0,0.115092347702801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714379995976016,0,0,0,0,0,0,0,0,0,-0.119290532318973,0,0,0,0.054712864209109,0,0,0,-0.0659452998208874,0,0.152660064464419,0,-0.0304959736668297,-0.00373013921983465,0,0,0,0,0
X000568.SZ,0,0,0.21362192869445,0,0,0,0,0,0,0,0,0,0,0,0,0.0116426635887839,0,0,0,0,0.0391485946732488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33002308255746,0,0,0,0,0,0,0,0,0,0,0,-0.0137386721304889,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,-0.0167116664812625,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.100346842621452,0,0,0,0,0,0,0,0,0,0,0,0,0.160147283839437,0,0,0,0,0,0,0,0,0.343316995754332,0.149916247033786,0,0,0,0,-0.0805513374996139,0,0,0,0,0,0,0,-0.0163637782671545,0,0
X600690.SH,0,0,0,0.0205865700228942,0,0,0,0,0,0.249537118067201,0,0,0,0,0,0.0350593826326761,0,0,0,0,0,0,0,0,0,0.133689989607983,0,0,0,-0.0219029290517396,0,-0.131621098151309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287591206654821,0,-0.121856868708457,0.244744734230298,0,0,-0.0148817357255068,0,0,0,0,0,0
X002304.SZ,0,0.173617573134437,0,0,0,0,0,0.0165149570212091,0.0421177798804151,0,0,0,-0.0147815181574396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013021986854497,0,0.0144333898564093,0,0.0590233487707361,0,0,0,0,0,0,0,0.282987559201585,0,0,0,0,0,0,-0.105408784540069,0,0.0282120557391355,0,0,0.0298268876734015,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0533417736808035,0,0,0.402994170349966,0,0,0,0.00894329540534998,0,0,0,0,0,0.0411064863316397,0,-0.0910899248624477,0.0199812241985072,0,-0.079832755317035,0,-0.0472123840065081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849484769717272,0,0,0,0,-0.105124670540242,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0222838770683402,0,0,0,0,0,0,0,0.097502778147416,0.0843569985772178,-0.0659675514773585,0,0,0,0,-0.0069760351504439,0,0.00856259001150414,0.09447835946961,0,0,0.165265440947438,0,0,0,0.0909361872670058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00743332069853923,-0.00355686711423911,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0750262423499302,0,0.309529221186045,0,0.00421381216012813,0,0,0,0,0,0,0,0,0,0,0,0,0.100567165350016,0,0,0,0,0,0,0,0,0,0,0,0,0.0667698482394441,0,0,0,0,0,0,0,0,0,0.0196963188155198,0.0573849375074056,-0.0468825366221781,0,0,-0.0397013059843264,0.0500177069647908,0,0,0,0,0,0,0,0,0
