,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600690.SH,X002475.SZ,X600276.SH,X002304.SZ,X000651.SZ,X600104.SH,X002371.SZ,X300014.SZ,X300124.SZ,X002129.SZ,X003816.SZ,X000596.SZ,X000625.SZ,X002049.SZ,X000725.SZ,X600031.SH,X000063.SZ,X002241.SZ,X002179.SZ,X600703.SH,X000338.SZ,X600089.SH,X600522.SH,X000733.SZ,X000661.SZ,X002180.SZ,X300142.SZ,X601877.SH,X002074.SZ,X600741.SH,X000100.SZ,X600460.SH,X600884.SH,X000157.SZ,X601799.SH,X600702.SH,X002236.SZ,X600487.SH,X600584.SH,X000799.SZ,X002414.SZ,X600563.SH,X300003.SZ,X600372.SH,X600418.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.043943135174693,0.0653098766299338,0,0,0,0,0.0379525882604922,0,0,0,0,0,0,0,0,0,-0.0190366969744712,0,0,0,0,0,0,0,0,0,0,0.0594559848201765,0,0,0.00357976468158245,0,0,0,0,0,0,0,0.0640839964496784,0,0,0,0.179731172106954,0,0,0,0,-0.0215772876431611,0,0,0.00563231461063987,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0896435637584757,0,0,0.0583162556800593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210296925494844,0,0,0,0,0,0,0.311042266536019,0,0,0,0,-0.0747087852656998,0,0,0,-0.0218715065074241,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.219147209936588,0,0,0,0,0,0,0,0,0,0,0,0,0.0824478433607326,0,0,0,0,0,0,0,0,0,0,0,0,0.0829056892686598,0,0,0,0.0469784233901487,0,0,0.0123147915663341,0,0,-0.124780615770244,0.0398298026548122,0,0,0,0,0,0,0,0,-0.0526278666509087,0.172718178029629,8.67361737988404e-19,-0.0156814629563631,-0.0287271139888533,0,0,0,0,0
X000568.SZ,0,0,0.225019547416342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100770122841126,0,0,0,0.0296461727963529,0,0,0,0,0.00293983219201219,0,0,0,0,0,0,0,0,0,0,0.343620279143246,0,0,0,0,0,0,0,0,0,0,-0.00057042031092376,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0905690921312339,0,0,0,0,0,0,0,0,-0.0630601816997265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320599281704772,0,0,0,0,0,0.0379610447796435,0,0,0,0.500611481191153,0,0.124661259714126,0.0136194892627945,0,-0.0348022361551859,0,0,-0.00686967603917605,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.161661099820251,0,0,0,0,0,0,0,0,-0.0156118502463708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225627816895529,0,0,0,-0.0236142163709727,0,-0.205397813893197,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306502177018792,0,0.222879427187785,0,-0.0462148884212313,0,0,-0.00883853031655182,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0147469847485611,0,0.267924837842196,0,0,0,0.0926548326787846,0,0,0,0,0.181437313991627,0,0,0.064271848249676,-0.0773570529008912,0,-0.160496714321585,0,0,0,0,0,0,0,0.180863056610668,0,0,0,0,0,-0.0155656639083825,0,0,0.112750834936548,0,0,0,0,0,-0.114703883619494,1.0842021724855e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10347259396679,0,0,0,0.0616847093976618,0.146050535751876,0.21171312340824,0,0,-0.152742025300784,0,0,0,0.00810743522427681,0.00596566051314054,0,0,0,0,0,0,0,0.0721190176885313,0,0.0265724068053002,0,0,-0.00816469391856799,0,0,0,0,0,0
X002304.SZ,0,0.391727247785346,0,0,0,0,0.00134513367103406,0,0,0,0,0,0,0,0,0,0,0.0432667086410359,0,0,0,0,0,0,0,0,0,0,0,0,0.0595360843085432,0,0,0,0,0,0,0.0533777967734289,0,0,0.0967990945652609,0,-0.0343979985033561,0,0,-0.103543937163625,0,0,0,0,0,-2.16840434497101e-19,0.0375415717860316,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0360431727606588,0,0,0,0,0,0,0,0,0.0386993000332286,0,0,0,0,0.0817411585887177,0,0.0506135502547052,0,0,0,0,-0.0316831998246213,0,0.0389407125929759,0,0.0957583144499761,0,0,0.0599005521637986,0,0,0,0,0,0,0,0,0,0,0,0,0.106590409327344,0,-0.0333613895199675,0,0,-0.0699483106762315,0,0,0,0,0,0
