,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000596.SZ,X000725.SZ,X600031.SH,X000625.SZ,X002371.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X600703.SH,X002236.SZ,X000100.SZ,X600089.SH,X002049.SZ,X600372.SH,X000157.SZ,X600741.SH,X000661.SZ,X600584.SH,X000977.SZ,X002241.SZ,X601877.SH,X600522.SH,X601799.SH,X002463.SZ,X600702.SH,X000733.SZ,X002074.SZ,X002007.SZ,X000800.SZ,X002028.SZ,X300142.SZ,X002180.SZ,X600183.SH,X600487.SH,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.309901603933683,0,0,0,0,0.035525377043629,0,0,0,0.190138061543314,0,0,0,0,0,0.00083120532286779,0,0,0,0,0,-0.091124339183263,0,0,0,0,0,0,0,0,0,0.0337764510828855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199871776815052,0,0,0,0.01017681662674,0,0,0,0,0
X000858.SZ,0,0,0.171187293062077,0,0,0,0,0,0,0.0688430715172831,0,0,0,0,0.164873793890761,0,0,0.133869787579511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177304290766173,0,0,0,0,0,0.00327773918079242,0,0,0,0,0,0.124467918188472,0.0136885137909091,0,0,0,0,-0.000851454949210458,0,0,0,0,0,0,0
X000568.SZ,0.317568024300046,0.155303309698819,0,0,0.0767250451691985,0.0295722040789613,0,0,0,0,-0.00300179184558086,0,0,0,0.246372862437802,0,0,0,0.0164826169681487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130779471041756,0,0,0,0,0,0,0,0,0,0,0,0.0202295567752631,0,0,0,0,0,0,0
X002415.SZ,0,0,0.0462859188377748,0,0,-0.0594024728293868,0,0,0,0,0,0,0,0,0,0,0,0,0.100807109216957,0,0,0.146183814720747,0,0,0.226643623975558,0,0,0,0,0,0,0,0,0.017831727432997,0,0,0,0,0,0.105569173221442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0.34382874496999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125497353222328,0,0,0,0,0,0,0,0,-0.0489570171655772,0,0,0,0,0,0.27775242389312,0,0,0,0,0,0,-0.0966487409964154,0,0,0,0,0.00408747950166888,0,0,0,0,0,0,0
X600276.SH,0,0,0,-0.273981592287501,0,0,0,0,0,0,0,0,0,0.0498474213452568,0,0,0,-0.134495400028265,0,0,0.0154544025601242,0,0,0,-0.122949571967786,0,0,0,0,0,0,0.432383790093973,0.0684537670381106,0,0,0,0,0,0.0703536560357432,0,0,0,0,0,0.166504431879989,0,0,0,0,0,0,-0.0399131711096633,-0.00212775471601868,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.0322361255781442,0.0129762973320308,0,0,0,0,0,0,0.074120707357552,0,0,0,0,0,0,0,0,0,0,0.0903771551559966,0,0,0,0,0,0.0152282379987705,0,0,0,0,0,0.0498529278565397,0,0,0.0797432677575045,0,0,0,0,0,-0.000394831406746526,0,0,-0.023382978520267,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173640614422447,0,0,0,0,0,0,0.0177913295407569,0,0,0,0,0,0,0,0.0916222954567312,0,0,0,0,0,0.113181531535258,0,0,0,0,0,0,0,0.182481454407372,0,0,0,0,-0.0442442599727348,0.087760654194992,0,0,0,0,0,0
X000651.SZ,0.079493211357401,0.11036161979923,0,-0.125072933876618,0,0,0.113714416496448,0.139223107315504,0,0,0,0,0,0,0,0,0,0.0359294796731939,0,0.0947463894723313,0.0269295430808848,0,0,0,-0.0166416068468374,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0339588417733967,0,0,0,0,0,0,0,0,0,0,0,0.010432697703442,-0.00796752985865074,2.16840434497101e-19,0,0,0,0,0,0
X002304.SZ,0,0.337439597329308,0.0598930315801515,0,0.0545644336681221,0,0,0,0,0,0,0,0,0,0.0223852531662015,0,0,0.0848522941715547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00650837711755479,0,0,0,0,0,0.0994458352983896,0,0,0,0,0,0,0,0,0,0,0,0.00455164717461191,0,-0.170376803395453,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.00118427560897119,0,0,0,0,0,0,0,0,0,0.14179566109336,0.0482676614967137,0,0,0,0,0,0,0.0497274644270755,-4.33680868994202e-19,0,0,0.00467737859493982,0,0.174265622075169,0,0,0.0374026038402759,0,0,0,0,0,0,0,0.081593566541742,0,0,0,0,0,0,0,0,0,0,-0.0243296103812301,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00693714699681263,0.210203986681821,0,0,0.00276828350076388,0.009263574270965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302322487034437,0.0999418065502326,0,0,0,0,0,0,0,0,0,-0.00711397200362975,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.124970150993047,0,0,0,0,0.0226347462871065,0.00569145752415501,-0.0466211736504203,0,0,0,0,0,0.00956090671381399,0,0,-0.18085571222649,0,0.12904416531703,0,0,0,-1.0842021724855e-19,0,0,0,0,0.0670558174303018,0.0150337270458348,0,0,0,0,0,-0.0209567628445112,-0.0480223523938701,0.0132445060109656,0,0,0,0.0126653120165333,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428111612894275,0,0,0,0,0,0,0,0,0.214235704309588,0,0,0,0,0.257624436412041,0.0740637429770331,0,0,0,0,0,0,0,0,0,0.210193636358681,0,0.0827956691840374,-0.144052822787291,0,0,0,0,0,0
X000596.SZ,0,0,0.433949843152671,0,0,0.0259076144814485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119825760998802,0.0146542039349979,0,0,0,0,0,0.0130103641527656,0,0,0,0,0,0.0111546233019416,-0.0441322438266043,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.116965572959049,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119555412150662,0,0,0,0.0138133903784146,0.180318600636688,0,0.0285933023476622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191716393518045,0,0,0,-0.0119236758006776,0,0,0,0,0,0,0
