,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600690.SH,X600276.SH,X000568.SZ,X002475.SZ,X000651.SZ,X003816.SZ,X002371.SZ,X600104.SH,X000725.SZ,X300124.SZ,X000338.SZ,X002304.SZ,X600031.SH,X000596.SZ,X000625.SZ,X000063.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600089.SH,X000157.SZ,X002463.SZ,X600703.SH,X002241.SZ,X002028.SZ,X600372.SH,X600066.SH,X000921.SZ,X000977.SZ,X002236.SZ,X600741.SH,X600584.SH,X600522.SH,X002049.SZ,X600183.SH,X601877.SH,X002129.SZ,X000661.SZ,X002223.SZ,X002180.SZ,X000800.SZ,X600060.SH,X600177.SH,X600566.SH,X600487.SH,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.119331903872017,0,0,0.262190380025059,0,0,0,0,0,0,0,0,0.0470778919510267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00732662395012026,0.014944375410012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00730587889746902,-0.0135731339982706,0,-0.00179219153885483,-0.036245436192214,0,0,-0.00341313789829807,0,0
X000858.SZ,0,0,0,0,0,0,0.454917295521902,0,0,0,0,0,0,0,0,0.0662399188680946,0,0,0,0,0,0,0,0,0,0.0565637719195459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252482420254678,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0220246624543531,0.0294525471154437,0.0583853994661091,0,0,0,0,0,0,0,0.058224290632815,0,0,0,0,0.0569119136157316,0,0,0,0,0,0,0,0,0,0,0,0.0136679632945447,0.141494390473425,0,0.0562863382527467,0,0.0772864780765397,0,0,0,0,0,0,0.0847939352681653,0,0,0,0,0,0,0.0373673082074678,-0.0218309430402582,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.168914031839158,0.0288944112076626,0,0,0.0307256001893609,0,0,0.091591525258245,0,0,0,0.150592002603256,0,0,0.0218465123368292,0,0,0,-0.112515246061129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00668168095680643,0,0,0,0,0,0,0,0,0.0101575751999852,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.0688342441014891,0,0,0,0,0,0,0,0,0,0,0,0,0.0387280912068168,0,0,0,-0.0242800169846682,0,0,0,0,0,0.300870175194493,-0.0107942317416054,0,0,0.0483256639823736,0,0,0,0,0,0,0,-0.127630263965595,0,0,0,0,0,0,0,0.0159298055972219,0,0,0,0,0.151986811412504,0,0
X600276.SH,0,0,0,0,-0.115610012284661,0,0,0,-0.198437104253913,0,0,0,0,0,0,0,0,0,0,0.0644001592677782,0.270290182020686,0.152657167189045,0.116896461362496,0,0,-0.0340745852453144,0,0,0.135381617124242,0,0.128632210483977,0,0,0.0248601269927259,0,0.0279019107069401,0.0564175817086754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.961798733629989,0,0,0,0,0,-0.0600929993883624,0,0,0,0,0,0,0,0.018723744858377,0,0.213877809427975,0,0,0,0,0,0,0,-0.102791443652443,0,0,0,0,0,0,-0.0369938078548416,0,0,0,0,0,-0.0140219286509079,0,0,0,0,0,0,0,0,0,-0.080339963394191,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222498417620185,0,0,0,0,0.209608606530633,0,0.0473802427621275,0,0,0,0,0,0.0140570283461735,0,0,0,0.0687524791228818,0.0906828223895292,0,0.0959864395966108,0,0,0,0,0,0,0,0,0.000902256587070486,0,0.0792365690650613,0.00887326312396118,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.153677704320901,0,0,0,0,0,0,0,0,0.021835322706191,0,0,0,0.100901666106245,-0.104267844187353,0,0,0,0,0.162969223874572,0,0,0,0,0,0,0,0.28898933084629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262048249768192,0,0,0,0,0,0,-0.00278282897949577,0.042866587232746,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.00762167222035442,-0.182976558001279,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.100686954247922,0,0,0,0.0412700161008329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179401578263256,0,-0.0754558525921755,0,0,-0.0280865792060657,0,0,0,-0.0349990901083709,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15115122248913,0,0.0786997409802507,0,0,0.107710924490081,0.167714018229757,0,0,0,0,0.00424216436449282,0.0190833430704206,0,0,0.113833898530172,0,0.0555528502372082,0,0,0,0,0,-0.068441992768125,0,0,0,0,0,0.0523034780015275,0,0,0.0295896500758843,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102064974949914,0,0,0.0944219755339268,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,-0.00766614860923061,0,0.0267866004629574,0,0,0,0,0,0,0,0,0,0,-0.0670154704919446,0.00377272603862005,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236325612504504,0,0,0,0,0,0.142314426400252,0,0,0,0,0.0634010291605423,0.0284369680926242,0,0,0,0,0,0,0,0,0,0.0175597386123652,0.0537996568781607,0,0,0,0,0,0,0,0.0249716832089108,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,-0.0867238247372577,0.111131109868174,-0.0100362540833297,0,0,0,0,0,0,0.159569658891491,0,0,0,0,0,0,0,0,0.136735567005849,0,-0.0385600992924363,0,0,0,0.0453437026291259,0,0,0,0,0,0,-0.0504368196253199,0.122663984441066,0.0755488458396769,0,0,0,0,0,0,0,0,0,0,0,0,0.0608132337725382,0.0386536873240138,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,-0.0521010590576853,-0.0430143275514182,0,0,0,0,0,0,0,0,0,0.0569297851150261,0,0.00813392971181845,0,8.67361737988404e-19,0,0,0,0.0351017177346184,0,0,0,0,0,0.169465376046395,0,0,0,0,0,0,0,0,0,0,0,0,-0.0948463762615878,0.0405924158103988,0,0,0,0.223541697710095,0,0,0,0.0191823078067891,-0.0735320757971121,0,0,0,0,0
X002304.SZ,0,0.0733195790300788,0,0,0,0,0.0732572265162475,0,0,0,0,0,0,0,0,0,0,0.125224587800543,0,0,0.13135199981464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00902906616837864,0,0,0,-0.236144526437283,0,0,-0.0370025148519573,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0256105759758362,0.0285900150534747,0,0,0,0,0.0589628036949005,0,0.031097653656097,0,0.0764751934971662,0,0.359034191503365,0,0,0.0168933484898461,0,-0.131873332192963,0.0134821942967319,0,-0.0394133368432767,0,0,0,0,0,0,0,0.228250433693662,0,0,0,0,0.126177775175902,0,0,0,0,0,-0.0655035055944129,0.0188347996774642,0.0855945496169873,0,0,0.0388915998361704,0,0
X000596.SZ,0,0,0,0,0,0,0.538672217550871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953334888407898,0.0625686220691999,0,0,0,0,0,0,0,0.0815201855388586,0,0,0,0,0,0.0388710617268334,0,0,0,0,0,0,0,-0.0573473516768707,0,0,0,0,-0.0395691004987929,0.0127209350583042,0,0,0.0148069405240255,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,-0.0695025163795817,0,0,0,0,0,0.062645024927131,0,0,0,0,0,0.167039176620761,0.245509984826542,0,0,0,0,0,0,0,0.396805898994824,0,0,0,0,0,0,0,0,0,0,0.0960879575688334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209453905988253,0,0.120596012815389,0,0,0,0,0,0,0,0.109549594485718,0,0,0.0418795854833946,0,0,0,0,0,0.09160867076967,0,0,0,0,0,0,0,0,0,0,0.0833054861065836,0,0,0.0806672209240011,-0.0183420711023906,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0.142720841128238,0.0624920784127773,0,0,0,0,0,0,0,0,0,0.160466686921158,0,0,0,0,0,0,0,-0.000291832372589935,0,0.0970399201520308,0,0,0,0,0,0,0,0,0,0,0,0,0.290502851606095,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.04291387339063,0,0,0,0,0,0,0.421632140179436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165326768720975,0,0,0.104272943903128,0,0,0,0.113385967022275,0,0,0,0,0,0,0,0,0,0.0338669325641997,0,0,0,0,-0.280089973983096,0,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102423428312629,0,0,0.0197001808128294,0,0.0505550020734559,0,0,0,0,0,0,0.284445228923803,0,0,0,0,0,0.101700399723915,0,0,-0.0292460576092973,0,0,0,0.0550498736847977,0,0,0,0,0,0,0,0,0,0,0,-0.0319430831043228,0,0,0,-0.0378258485153495,0,0
X600089.SH,0,0,0,0,0,0,0.0892267263011225,0,0.0298238719403419,0,0,0,0,0.0145983408128739,0.171177409718323,0,0.0723080553008879,0,0,0,-3.46944695195361e-18,0,0,0,0.0891564327006534,0,0,0.0602827231807281,0,0,0,0,0.118822727837875,0,0,0.0104881281302787,0,0,0,0,0,0,0,0,0.0344636046935915,0,0,0.0749844285318748,0.0254371302423399,0,0,0,-0.0317436450884946,0.0165544499624416,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,-0.020005794580354,0,0,0,0,0,0,0,0.20311169514079,0,0.228812927514532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209530399241127,0.243700100352162,0,0,0,0,0,0,0,0,0,0.0757005155380553,0,0,0,0,0,0.0959238585053489,0,0,0,-0.0186867940047914,0.00535057324976097,-0.00202859227180939,0,0,0,0,0
X002463.SZ,0,0,0,0,0,0,-0.476492154607045,0.115896085431574,0,0,0,0,0,0,0,0,0,0,0.0250642444678891,0,0.0316825144283672,0,0,0,0,0,0,0,0,0,0.187010799579762,0,0.0808479044774501,0,0,0,0,0,0.312057815409009,0,0,0,0,0,0,0,0,0,0.0905859437390973,0.268870830541187,0,0,0.0198911100017076,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.0319026380630541,0,0,0,0,0,0,0,0,0,0,0.0116867618082416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222919054683701,0,0.160610576611569,0.0442858819797987,0,0,0.00169709168325272,0,0,0,0,0.157785383082782,0.0707699416312942,0,0,-0.00206902436412487,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.256370548040519,0,0,0,0,0,0,0,0,0,0,0,0,0.147018013148852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696279988532378,0,0,0.00408759444828407,0,0,0,0,0.251965475001258,0,0,0.020718478717117,-0.0220278874868096,0,0,0,0,0,0
X002028.SZ,0,0,0,0,0.0675713007308176,0,0,0,0,0.0625945452142425,0,0,0,0,0,0,0,-0.0184398099309051,-0.0633326144497461,0,0,0,0,0.208285050583561,0,0,-0.0622476924386039,0,0,-0.0598928916269998,0.171985421360285,0,0,0,0,0,0,0,0,-0.0920969444793462,0,-0.042282515250058,0,0,0,0,0,0,0,0.0867427779561533,0,0.0573273761570475,0.0524241487939076,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278249489568828,0.048879737847741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660482334294535,0.425603574790792,0,0,0.0190891493442928,0,0,0.0985239094756797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,-0.0787376278109391,0,0.0149187257849857,0.0685510352179615,0,0,0,0.584216080562136,0,0,0,0,0,0,-0.104826968391654,0,0,0,0,0,0,0.0831001089690121,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.176950370227443,0,0,0.0807711329286951,0.493464944154501,0,0,0.24337576435239,0.0202748221158024,-0.151565314467711,0,0,0,0,0,0,0,0,0
X000921.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127380809259912,0,0,0,0,0.0149276713064148,0,0,-3.46944695195361e-18,0,0.150932982301423,0.124964502332318,0,0,0,0,0,0,0,-0.117239913918435,0,0,0,0,0,0,0.0291757100953428,0,0.0236680173779637,0,0,0.122566144194437,0,0,0,0,-0.131346133000018,0,0,-0.00547707576219128,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0.0614436912312216,0,0,0,0,0,0,0,0,0.149511572250063,0,0,0,0,0,0,0,0,0.54972976400709,0,0,0,0,0,0,0,0.0409159142073992,0,0.0345139443195712,0,0,0,0,0,0,0,0,0,0,0,0,0.0746703291265979,0,0,0,-0.0574548330778087,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0.097784030802375,0.0720587636111565,0,0,0,0,0,0,0,0,0,0,0.00858854588824055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157603485574571,0,0.138701747304401,0.246342299294635,0,0.0426416205021498,0,0,0.037129876271567,0.0398907539710627,0,0,0,0,0.0139806861973472,0,0,-0.06774702144935,0,0,0,0,0,0
